,Name,AvgP,PSp,Crosses,LonB,ThrB
112,Jonathan David,16.7,78.4,0.1,0.2,-
113,Zeki Çelik,44,79.8,0.5,1.8,-
114,Maxence Caqueret,48.8,85.9,0.2,1.6,0.1
115,Tiago Djaló,48.4,86.9,0.1,2.3,0.1
116,Alexis Flips,15.5,66.9,1,0.6,-
117,Amine Harit,28.7,89.4,0.3,0.6,-
118,Christophe Hérelle,35.4,85.8,-,3.2,-
119,Youssouf Fofana,35.4,76.3,0.1,1.6,0.1
120,Jean-Charles Castelletto,41.7,86.3,-,2.7,-
121,Wylan Cyprien,35.8,84.1,1,2.5,0.1
122,Thomas Mangani,42.3,81.7,0.7,3.2,-
123,Dante,70.6,90.5,-,3.8,-
124,Stephy Mavididi,17.6,80.1,0.2,0.2,-
125,Nicolas Pallois,37.3,80.1,-,1.8,-
126,Thomas Monconduit,36.1,79.8,0.4,3.3,-
127,Gerzino Nyamsi,42.7,83.5,-,2.8,-
128,Jean-Ricner Bellegarde,28.1,85.6,0.3,1.1,0.1
129,José Fonte,54.7,87.1,0.1,4.5,-
130,Axel Disasi,55.1,87.2,-,3.8,-
131,Habib Diallo,11.3,70.2,0.1,0.3,-
132,Arnaud Kalimuendo,14.4,86.3,0.1,0.2,0.1
133,Jonathan Bamba,31.9,79.4,1.4,1,-
134,Kalifa Coulibaly,8.8,60,-,0.1,-
135,Pedro Chirivella,54.9,85.2,0.1,5.4,0.1
136,Lucas Perrin,46.1,84,0.1,3.1,0.1
137,Pablo Rosario,47.4,88.5,0.1,2,-
138,Malo Gusto,42.4,88.2,0.6,1.2,-
139,Mamadou Sakho,54.3,89.2,-,2.6,-
140,Lucien Agoumé,36.6,84.6,-,2.9,-
141,Vital N'Simba,42,78.8,0.9,1.4,0.1
142,Akim Zedadka,40.9,83.1,1.2,1.2,-
143,Nuno Mendes,35.6,88.1,0.4,0.7,-
144,Vincent Pajot,35.4,86,0.1,2.2,-
145,Facundo Medina,71.9,89.4,-,4,-
146,Xeka,36.5,81.2,0.3,2.6,0.1
147,Yacine Adli,31,78.2,0.7,2.8,0.1
148,Jean-Kévin Duverne,38.5,74.4,0.5,3.2,-
149,Khéphren Thuram,31,86.4,-,1.2,0.1
150,Elbasan Rashani,18.5,77.1,0.3,0.2,-
151,Kevin Gameiro,22.3,80.1,-,0.3,0.1
152,Haris Belkebla,31.2,84.3,0.2,1.9,-
153,Alberth Elis,13.8,64.1,0.2,0.3,-
154,Johan Gastien,79.8,83.4,0.5,9.3,-
155,Léo Dubois,48.7,86,0.6,2.4,-
156,Renaud Ripart,21.1,71.8,0.3,0.8,-
157,Jason Berthomier,44.4,86.6,1.3,1.7,0.1
158,Marco Bizot,26.3,64.7,-,8.1,-
159,El Bilal Touré,15.4,74.4,-,0.1,-
160,Jordan Ferri,73.1,84.7,0.3,6.5,0.1
161,Matz Sels,21.9,68.1,-,5.6,-
162,Mihailo Ristic,27.2,76.5,0.3,1.3,0.1
163,Jonas Martin,58.1,90.7,-,2.8,0.1
164,Mickaël Nadé,40.4,81.1,-,2.3,-
165,Bamba Dieng,7.6,75.1,-,-,0.1
166,Hicham Boudaoui,21,79.3,0.4,0.3,-
167,Xavier Chavalerin,27.9,80.1,0.4,1.5,0.1
168,Erik Palmer-Brown,30.9,83.4,-,1.5,-
169,Birger Meling,29.6,85.2,0.2,1.6,-
170,Souleyman Doumbia,30.8,85.4,0.6,0.7,-
171,Alexander Nübel,24.9,70.6,-,5.6,-
172,Duje Caleta-Car,69.6,91.9,-,5.2,-
173,Yoann Salmier,41.1,83.6,0.1,2.2,-
174,Florent Mollet,30,87,0.7,1.1,-
175,Thiago Mendes,53,88.5,0.1,4.2,0.1
176,Pau López,41,83.6,-,4.8,-
177,Jean-Louis Leca,22.3,70.9,-,4.4,-
178,Arnaud Souquet,25.3,71.8,0.2,0.8,-
179,Ismaël Traoré,47.4,88.7,0.1,2.5,-
180,Ivo Grbic,23.7,62.7,-,5.1,-
181,Arkadiusz Milik,15.9,80.3,-,0.5,-
182,Warmed Omari,58.2,92.4,-,4.7,-
183,Yohann Magnin,36.9,81.7,0.1,1.5,-
184,Jérôme Boateng,47,87.6,0.1,3.4,0.1
185,Tristan Dingomé,19.9,78.7,0.7,1,0.1
186,Javairô Dilrosun,16.4,80.2,0.6,0.8,-
187,Terem Moffi,15.1,73.1,0.1,0.4,0.1
188,Kasper Dolberg,8.8,71,0.1,0.1,-
189,Nicolas Cozza,36.6,82,0.2,1.8,-
190,Adrien Truffert,31.5,82,0.4,0.8,-
191,Gauthier Gallon,29.1,66.1,-,7.4,-
192,Thomas Delaine,28,77.8,0.6,1.1,-
193,Thilo Kehrer,43.1,94.7,-,0.9,-
194,Ilan Kebbal,24.3,79.5,0.5,1.2,-
195,Romain Del Castillo,20.2,76.3,0.8,0.5,0.1
196,Enock Kwateng,35.6,80.4,0.6,1.9,0.1
197,Marc-Aurèle Caillard,19.3,49.9,-,5.7,-
198,Mathias Pereira Lage,16.6,73.9,0.1,0.4,-
199,Hwang Ui-Jo,12.2,79.3,0.3,0.2,-
200,Florent Ogier,50.2,83.7,-,3.5,-
201,Pape Sarr,30.3,83.3,-,1.7,0.1
202,Alfred Gomis,26.4,72.2,-,6.1,-
203,Farid Boulaya,27.3,71.2,0.9,2.3,-
204,Remi Oudin,17.8,69.3,0.3,1.1,0.1
205,David Pereira da Costa,22.7,84.5,0.1,0.5,0.1
206,Joris Chotard,35,84.9,0.2,2.2,-
207,Lilian Brassier,38.9,80.7,-,3.9,-
208,Amadou Onana,19.3,83.3,-,1.1,0.1
209,Jean Lucas,26.8,82.8,0.5,1.3,0.1
210,Thomas Foket,29.7,80.4,0.6,1.7,-
211,Fábio,23.4,73.2,0.3,1.2,-
212,Flavius Daniliuc,32.9,88.7,0.1,1.4,-
213,Valère Germain,13.8,77,0.1,0.2,-
214,Gaël Kakuta,23.2,73.9,0.4,0.7,0.1
215,Ismail Jakobs,24.7,72.2,0.7,0.7,-
216,Vincent Le Goff,42.4,79.5,0.5,2,0.1
217,Léo Pétrot,43,82.9,-,3.2,-
218,Stian Gregersen,37.3,85.1,-,2,-
219,Cédric Hountondji,42.8,84.8,-,1.4,-
220,Issa Kaboré,22.5,76.6,0.9,0.7,-
221,Timothy Weah,17.4,75.8,0.4,0.3,-
222,Pape Gueye,34.3,88.4,-,1.9,-
223,Jordan Lotomba,26.3,82.7,0.4,0.9,-
224,Timothée Kolodziejczak,45.9,77.8,0.4,2.1,0.1
225,Arnaud Nordin,14,81.9,0.5,0.2,-
226,Lorenz Assignon,14.2,81.6,0.1,0.6,-
227,Pol Lirola,26.6,82.2,0.6,0.8,-
228,Elye Wahi,7,68,-,-,-
229,Fabien Lemoine,41.9,88.5,0.1,2.6,-
230,Dylan Bronn,38.1,81.3,0.1,2.5,-
231,Alexandre Oukidja,22,54.9,-,6.4,-
232,Serhou Guirassy,7.9,80.1,-,0.4,-
233,Dennis Appiah,25.9,76.8,0.3,1.1,-
234,Osman Bukari,11.6,77.1,0.1,0.1,-
235,Andreaw Gravillon,32.7,76.7,0.3,2.6,-
236,Hugo Magnetti,24,84.8,0.1,1.6,-
237,Oualid El Hajjam,26.9,78.1,0.3,1.3,-
238,Wesley Saïd,10.3,74.1,0.1,0.5,-
239,Batista Mendy,36.3,85.6,-,1.4,-
240,Alidu Seidu,30.1,86.9,-,1.5,-
241,Maxime Esteve,33.8,84.4,-,1,-
242,Salis Abdul Samed,54.2,91,-,1.8,-
243,Gabriel Gudmundsson,18.4,75.4,0.2,0.5,-
244,Azzedine Ounahi,27.1,88,0.1,1,0.1
245,Georginio Wijnaldum,23.7,90.2,-,0.5,0.1
246,Burak Yilmaz,17,75.1,0.3,0.4,-
247,Boubacar Traoré,27,83.1,-,2,0.1
248,Dion Lopy,23.7,87,-,1.9,-
249,Mama Baldé,13.5,69.8,0.1,0.3,-
250,Sékou Mara,7.2,67.9,-,0.2,-
251,Nathanaël Mbuku,10.9,75.4,0.2,0.2,-
252,Zaydou Youssouf,23.8,84.6,0.1,2.5,-
253,Junior Sambia,17.8,78.3,0.3,1,-
254,Gideon Mensah,26.7,84.9,0.6,0.7,-
255,Houboulang Mendes,33.6,83.9,0.4,1.7,-
256,Paul Bernardoni,24.2,45.9,-,5,-
257,Jodel Dossou,14.4,75.8,0.4,0.3,-
258,Ouparine Djoco,26.3,62,-,4.8,-
259,Massadio Haïdara,28.1,85.2,0.1,0.8,-
260,Bradley Locko,15.5,77.7,0.1,0.9,-
261,Morgan Schneiderlin,20,85.5,0.1,0.8,-
262,Youssouf Koné,17.2,77.3,0.3,1.1,-
263,Jérémy Le Douaron,8,73.5,0.2,-,-
264,Jean-Eudes Aholou,16.2,83,0.1,0.3,-
265,Sébastien Corchia,11.7,74,0.6,0.5,-
266,Pierrick Capelle,16.7,82,0.2,1,-
267,Jim Allevinah,16.7,81.1,0.2,0.5,-
268,Calvin Stengs,15.2,76.4,0.6,0.7,0.1
269,Ibrahima Niané,15.8,71.3,0.1,0.3,-
270,Vincent Manceau,56,88.6,-,4.6,-
271,Harold Moukoudi,38.6,89,-,3.5,-
272,Marcus Coco,11.8,74.6,0.1,0.4,-
273,Jimmy Giraudon,46.2,85.6,-,2.3,-
274,Opa Nguette,9.5,74,-,-,-
275,Samuel Moutoussamy,23.2,85.3,0.1,0.9,-
276,Ricardo Mangas,28.1,78.9,0.1,1.6,-
277,Mauro Icardi,6.2,80.5,-,-,-
278,Yoann Touzghar,10.5,80.3,-,0.2,-
279,Yvann Maçon,33.6,75.5,0.5,1.7,-
280,Ignatius Ganago,6.8,74.1,-,-,-
281,Timothée Pembélé,15.2,73,0.2,0.3,-
282,Stéphane Bahoken,7.1,74.8,-,0.2,-
283,Mohamed-Ali Cho,9,75.3,0.1,0.2,-
284,Evann Guessand,3.8,68,-,0.2,-
285,Saîf-Eddine Khaoui,14.7,77.2,0.6,0.4,-
286,Irvin Cardona,9.2,68.4,0.1,0.3,-
287,Dylan Chambost,24.7,79.5,0.3,1.3,-
288,Dango Ouattara,10,65.3,-,0.4,-
289,M'Baye Niang,7.9,59.5,-,0.3,-
290,Mitchell van Bergen,8.6,72.5,0.7,0.2,0.1
291,Angel Gomes,15.8,80.2,0.1,0.9,0.1
292,Deiver Machado,8.6,85.3,0.2,0.1,-
293,Enzo Ebosse,38.2,85.1,0.1,2.3,-
294,Quentin Boisgard,13.8,77.3,0.6,0.4,-
295,Paul Nardi,20.7,49.1,-,3.6,-
296,Lucas Gourna-Douath,27,88.5,-,1.4,-
297,Igor Silva,19.4,78.6,0.4,0.7,-
298,Kévin N'Doram,27.3,84.2,-,2.1,0.1
299,Romain Hamouma,12.1,77.4,0.3,0.2,-
300,Adil Aouchiche,15.4,81.3,0.4,0.9,-
301,Sambou Soumano,4.2,60.2,-,-,-
302,Myron Boadu,5.4,76.6,-,-,-
303,Léo Leroy,13.3,80.3,-,0.4,-
304,Benoît Costil,33,67.2,-,9.5,-
305,Nicholas Gioacchini,4.9,63.8,0.1,0.1,-
306,Willem Geubbels,5.9,73.1,-,0.1,-
307,Luis Henrique,9.6,79.7,0.2,0.3,-
308,Fransérgio,20,72,-,1.6,-
309,Béni Makouana,3,74.3,-,-,-
