,Name,AvgP,PSp,Crosses,LonB,ThrB
165,Bruno Ecuele Manga,48.5,84.5,-,4.2,-
166,Daniel Congré,37.3,82.7,0.1,2.8,-
167,Sidy Sarr,23.9,70.5,-,1.6,-
168,José Fonte,58.8,86.7,-,3.2,-
169,Laurent Koscielny,54.8,87.9,-,2.8,-
170,Mama Baldé,13.5,70.8,0.3,0.2,-
171,Irvin Cardona,19.5,65.6,0.1,0.8,-
172,Lamine Koné,40.7,80.9,0.1,3.7,-
173,Benjamin Lecomte,25.5,70.5,-,6.8,-
174,William Vainqueur,46.3,89.6,0.1,1.7,-
175,Haris Belkebla,36.8,86.2,-,2,-
176,Marshall Munetsi,22.2,77.5,0.1,1.3,-
177,Jean-Charles Castelletto,45.8,84.8,-,3.2,-
178,Steve Mandanda,26.2,62.7,-,4.7,-
179,Ibrahima Diallo,44.8,86,-,3,0.1
180,Benoît Costil,28,66.8,-,7.1,-
181,Jean-Ricner Bellegarde,27.9,86.6,0.3,2.2,-
182,Bafodé Diakité,39.8,87.1,0.1,1.8,-
183,Adrien Hunou,13.2,75.9,0.1,0.2,-
184,Ismaël Traoré,45.3,83.8,-,2.1,-
185,Jérémy Morel,46,82.9,0.2,3,-
186,Nemanja Radonjic,14.9,72.8,0.2,0.5,-
187,Alban Lafont,27.8,56.6,-,6.4,-
188,Pedro Mendes,44.3,80.7,0.1,4.1,-
189,Adrien Silva,37.6,86.7,0.4,1.9,-
190,Ruben Aguilar,32.4,89.3,0.8,0.6,-
191,Mathieu Dossevi,20.1,75.5,2.2,0.3,-
192,Álvaro González,44,85.7,-,2.7,-
193,Cristian Battocchio,33.6,81,0.5,2.7,-
194,Patrick Burner,46.9,86.4,0.3,1.5,-
195,Yaya Sanogo,11.5,65.1,-,0.1,-
196,Jean-Kévin Duverne,61.3,84.1,-,5.6,0.1
197,Paul Bernardoni,25,57.8,-,5.8,-
198,Flavien Tait,22.3,76,0.2,0.5,-
199,Leandro Paredes,54.9,93.4,-,3.4,-
200,Aurélien Chedjou,47.5,78.8,-,4.8,-
201,Jordan Ferri,43.3,83.8,0.6,2.7,-
202,Loris Benito,48.4,83.8,0.3,1.7,-
203,Jacques-Alaixys Romao,44.3,83.1,-,3.2,-
204,Rachid Alioui,16.4,74.1,0.1,0.3,-
205,Mamadou Fofana I,37.9,84.7,-,2,-
206,Romain Amalfitano,33.2,79.9,0.2,2.2,0.1
207,Mike Maignan,22.4,57.3,-,5.6,-
208,Anthony Briançon,39.7,82,-,3.9,-
209,Mexer,54.4,81.2,0.1,2.8,-
210,Ambroise Oyongo,32.3,77.3,0.6,2,-
211,Loïc Rémy,10.3,80.1,0.1,0.6,-
212,Martin Terrier,18.3,79.8,0.2,0.8,-
213,Kevin Strootman,37.9,85.6,-,2,-
214,Romain Perraud,42.4,78.1,0.8,1.3,-
215,Mathias Pereira Lage,19.2,75.2,0.4,0.2,0.1
216,Jérémy Gélin,39.1,88.1,-,3.9,-
217,Romain Philippoteaux,19.7,75.6,0.4,0.4,-
218,Fodé Ballo-Touré,31.7,82.4,0.7,1.3,-
219,Reinildo,33.3,81.4,0.3,0.9,-
220,Moussa Doumbia,24.3,81,0.4,1.2,-
221,Quentin Boisgard,23.1,80.3,0.5,0.3,-
222,Edinson Cavani,9.5,84.2,0.1,0.2,-
223,Florian Miguel,27.9,70.1,0.4,1.4,-
224,Ibrahima Sissoko,27.3,83.8,0.2,1.4,-
225,Malang Sarr,60,90.4,0.1,3.4,-
226,Efthymios Koulouris,20.1,73.5,0.1,0.3,-
227,Haitam Aleesami,42.6,77.6,0.3,1.3,-
228,Théo Valls,28.5,79.7,0.5,1.7,-
229,Sofiane Alakouch,34.4,80.9,0.5,1.8,-
230,Christophe Hérelle,56.8,89.6,0.1,2.9,-
231,Samuel Grandsir,19.3,75.5,0.5,0.5,-
232,Lamine Fomba,19.8,69.9,-,0.6,-
233,Miguel Trauco,34.6,74.6,0.2,1.2,-
234,Nuno da Costa,9.8,64.2,-,0.2,-
235,Ibrahima Niané,12.2,73,0.2,0.2,-
236,Stefan Mitrovic,41.4,89.4,-,3.3,-
237,Luiz Araújo,13.1,76.4,0.3,0.4,-
238,Nicolas Isimat-Mirin,38.5,82.6,-,2.5,-
239,Wahbi Khazri,18,70.5,0.6,1.3,0.1
240,Yann M'Vila,52.3,85.8,-,5.2,-
241,James Léa Siliki,19.1,78.5,0.2,0.7,0.1
242,Mathias Autret,20.9,71.9,1,1,-
243,Hwang Ui-Jo,16.9,83.7,-,0.3,-
244,Alexis Blin,42.9,84.8,0.2,2.2,-
245,Lionel Carole,35.9,80.7,0.4,2.7,-
246,Juan Otero,17.4,67.7,0.3,0.4,-
247,Josh Maja,9.7,83.3,-,-,0.1
248,Farid Boulaya,19.1,73.8,0.5,0.6,0.1
249,Régis Gurtner,25.9,60.4,-,8.1,-
250,Valère Germain,16.1,75.6,0.2,0.4,-
251,Bakaye Dibassy,38.7,79.1,0.1,0.8,-
252,Paul Lasne,34.1,83.3,0.2,1.2,0.1
253,Stephy Mavididi,13.8,81.6,0.2,0.3,0.1
254,Yohan Cabaye,32.9,82,0.2,2.5,-
255,Thomas Delaine,29.9,74.3,0.6,1.3,-
256,Wesley Saïd,16.9,82.8,0.3,0.7,-
257,Vincent Manceau,48,80.2,0.2,2.1,-
258,Lebo Mothiba,10.7,84.8,0.1,0.1,-
259,Keita Baldé,12.5,70.7,-,0.1,-
260,Cesc Fàbregas,40.8,84.3,0.6,2.1,0.3
261,Yusuf Yazici,20.4,76.9,1.1,0.8,0.1
262,Haris Duljevic,10.3,72.9,0.1,0.3,-
263,Ignatius Ganago,13,79,0.1,0.3,0.1
264,Alexandre Mendy,7.9,72.2,0.1,0.1,-
265,Joris Chotard,26.6,77.6,0.2,2.7,-
266,Baptiste Reynet,33.2,59.8,-,9.3,-
267,Arnaud Nordin,12.6,81.9,0.4,0.2,0.1
268,Khéphren Thuram,26.9,87,0.1,0.7,-
269,Stoppila Sunzu,31.4,86.1,-,1.9,-
270,Myziane Maolida,16.8,82.2,0.1,0.3,-
271,Thierry Ambrose,9.8,75,0.2,0.3,-
272,Thomas Monconduit,36.5,77.7,0.3,2.8,0.1
273,Charles Abi,8.5,57.5,0.1,0.1,-
274,Victorien Angban,30.7,88.1,-,1.4,-
275,Gaëtan Paquiez,26.6,71.9,0.2,1.5,-
276,Kévin Zohi,7.9,74.1,0.1,0.4,0.1
277,Fousseni Diabaté,21.6,78.2,0.5,0.4,-
278,Timothée Kolodziejczak,43.4,78.3,0.1,1.7,-
279,Casimir Ninga,12.3,77.6,-,0.6,-
280,Steven Moreira,32.9,78.8,0.3,1.5,0.1
281,Kelvin Amian,27.1,80.4,0.1,0.9,-
282,Boubakary Soumaré,37.7,89.8,-,1.9,-
283,Maxime Lopez,37.7,89.5,0.2,0.7,-
284,Stéphane Ruffier,25,62.9,-,5.3,-
285,Stéphane Bahoken,8.8,77.8,0.2,0.1,-
286,Ludovic Butelle,22.3,57.8,-,5.7,-
287,Xeka,26.5,85.6,0.1,1.6,0.1
288,Anastasios Donis,6.4,64.6,0.1,0.1,-
289,Chadrac Akolo,13.4,83.6,-,0.1,-
290,Kévin Denkey,7.9,66.7,0.1,0.2,-
291,Mihailo Ristic,16.4,73.6,0.4,1.1,-
292,Tristan Dingomé,23.3,74,0.2,0.7,0.1
293,Jean-Victor Makengo,22.7,83.1,0.2,0.7,-
294,Junior Sambia,10.8,81.4,0.5,0.3,-
295,Bongani Zungu,25.8,79.9,-,1.4,-
296,Jordan Siebatcheu,6.9,70.8,-,0.1,-
297,Eddy Gnahoré,42.4,91,-,1.8,-
298,Dereck Kutesa,10.1,75.4,0.1,0.2,-
299,Aaron Leya Iseka,8,75.6,-,-,-
300,Samuel Moutoussamy,15.6,83.6,0.1,0.6,-
