,Name,AvgP,PSp,Crosses,LonB,ThrB
45,Diogo Dalot,45.7,80.5,0.5,2.7,-
46,Marcus Tavernier,25.9,77.3,0.9,0.8,-
47,Rúben Neves,58.1,84,0.3,6.1,0.1
48,James Ward-Prowse,50.5,85.3,1.8,1.7,-
49,Thiago Silva,75.2,91.3,-,4.3,-
50,David Raya,38.8,60.7,-,10.8,-
51,Son Heung-Min,21.8,82,0.9,0.4,0.1
52,Virgil van Dijk,80.7,90.5,-,4.7,-
53,João Palhinha,36.2,83,-,2.5,-
54,Aaron Wan-Bissaka,37.1,83.5,0.2,0.9,0.1
55,Douglas Luiz,45.9,86.4,0.6,2.2,0.1
56,Alisson Becker,33.5,83.4,-,4.5,-
57,Bernd Leno,33.5,76.3,-,4.4,-
58,Callum Wilson,7.6,67.7,-,0.1,-
59,Moisés Caicedo,59.7,88.8,0.2,2.4,0.1
60,Miguel Almirón,27.4,84.5,0.1,0.4,-
61,Christian Nørgaard,36,76.3,0.1,1.4,-
62,Luke Shaw,58.2,86,0.8,2,-
63,Joe Willock,25.4,85.1,0.4,1,0.1
64,Emiliano Martínez,34.7,71.6,-,6.6,-
65,Oleksandr Zinchenko,63.6,87.8,0.3,2.3,0.1
66,Jacob Ramsey,24.7,83.7,0.1,0.5,-
67,Roberto Firmino,21.8,79.9,0.1,0.3,0.2
68,Sèrge Aurier,30.6,72.8,0.3,0.9,-
69,Leandro Trossard,19.5,84.3,0.8,0.8,0.2
70,Gabriel Magalhães,63.1,89.7,-,2.2,-
71,Lisandro Martínez,56.2,87.3,-,2.5,0.1
72,Morgan Gibbs-White,25.6,69,1,1.1,0.3
73,Kalidou Koulibaly,63,87.1,-,2.9,-
74,Jadon Sancho,28.8,85,0.1,0.4,0.1
75,Philip Billing,28,79.4,0.2,0.7,0.1
76,Antony,31,82.2,0.1,0.7,-
77,Alex Iwobi,36.6,78.8,0.8,1.9,0.2
78,Wilfried Zaha,22.4,81.3,0.2,0.3,0.1
79,Mathias Jensen,32.9,75.7,1.4,3,-
80,John McGinn,28.5,81.5,0.4,1.9,0.1
81,Kepa,30.9,80.7,-,4.1,-
82,Jarrod Bowen,18.8,72.7,0.8,0.6,-
83,Tomás Soucek,27.1,72.1,0.2,1.1,-
84,Bernardo Silva,41.7,89.1,0.4,1.7,0.1
85,Allan Saint-Maximin,16.2,75.1,0.2,0.8,-
86,Jordan Ayew,21.6,80.5,0.3,0.2,-
87,John Stones,65.7,93.2,-,2.8,-
88,Cristian Romero,58.7,87.7,-,3,0.1
89,Youri Tielemans,50.2,82.1,0.4,2.1,0.2
90,Rúben Dias,79.7,92.7,-,2.6,-
91,Joachim Andersen,60.6,79.7,-,6.3,0.1
92,Darwin Núñez,12.8,67.1,-,0.6,-
93,Pervis Estupiñán,46.3,84,0.8,0.9,-
94,Dominic Solanke,15.6,69.8,-,0.2,-
95,Mohammed Salisu,49.5,76.8,0.2,3.3,-
96,Ben White,51.3,86.6,0.4,1.5,0.1
97,Andy Robertson,53.9,84.2,1.6,1.6,-
98,Julio Enciso,12.1,72.7,-,0.1,0.2
99,Dejan Kulusevski,22.5,82.5,0.6,0.3,0.1
100,William Saliba,69,91,-,2.4,-
101,Emerson Royal,33.2,83.1,0.2,1.3,-
102,Dan Burn,37.8,78.6,0.1,1.4,-
103,Neto,25.8,56,-,6.4,-
104,Vicente Guaita,26,67.5,-,5.6,-
105,Danny Welbeck,14.2,84.7,-,0.1,0.1
106,Kai Havertz,24.8,82.4,0.1,0.4,0.1
107,Nathan Aké,65.6,91.1,-,1.3,-
108,Antonee Robinson,41.9,76.9,0.9,2.3,-
109,Tyrone Mings,53.9,85.3,-,3,-
110,Sven Botman,48.7,86.8,-,2.8,-
111,Ivan Perisic,23,72.3,1.4,1.1,-
112,Tosin Adarabioyo,51.4,82.4,-,3.6,0.1
113,Dango Ouattara,15.5,65.8,0.5,0.5,0.1
114,Raheem Sterling,22.5,78.9,0.4,0.2,0.1
115,Diogo Jota,17,75.9,0.1,0.1,-
116,Tyler Adams,55.3,82.4,-,1.7,-
117,Andreas Pereira,25.9,73.7,2,1.6,-
118,Jack Harrison,25.9,71,1.3,0.7,0.1
119,Cheick Doucouré,36.4,83.6,0.1,1.4,0.1
120,Timothy Castagne,40.6,80.7,0.4,1.1,-
121,Armel Bella-Kotchap,38.6,80.3,-,2,-
122,Kiernan Dewsbury-Hall,35.3,78.5,0.3,1.8,0.1
123,Álex Moreno,30.5,79.4,0.8,0.5,0.1
124,Fabinho,50.4,88.7,-,2,0.1
125,Amadou Onana,29.4,84,-,1.2,0.1
126,Victor Lindelöf,46.4,93.2,-,1.3,-
127,Julián Álvarez,15.1,82.7,0.1,0.6,0.1
128,Nick Pope,17.8,58.8,-,3.8,-
129,Saïd Benrahma,20,82,0.4,0.4,0.1
130,Emiliano Buendía,26.1,78.6,-,1.2,0.2
131,Mason Mount,29.4,80.1,0.6,1,0.1
132,Christian Eriksen,49.7,84.6,0.7,2.3,0.1
133,Jordan Pickford,31.2,51.8,-,7.9,-
134,Joe Gomez,62.9,86.6,-,3.5,0.1
135,Kurt Zouma,33,84.5,-,2,-
136,Marc Guéhi,59.5,85.5,-,4.1,0.1
137,Rodrigo,16.7,72.5,0.2,0.7,-
138,Lukasz Fabianski,21.5,58.1,-,5.8,-
139,Evan Ferguson,11.7,81.1,-,0.1,0.1
140,David de Gea,28.5,68.3,-,4.9,-
141,Jan Bednarek,44.4,84.2,-,2.5,-
142,Pascal Struijk,37,79.5,0.2,0.9,-
143,Eric Dier,59.9,85.9,0.1,3.6,-
144,Tim Ream,57.6,87,-,4.2,-
145,Issa Diop,55.8,87.1,-,2.4,-
146,Jeffrey Schlupp,25.1,75.5,-,0.8,-
147,Harvey Barnes,21.4,73.5,0.2,0.3,0.1
148,Wout Faes,59.4,85.8,-,2.5,-
149,Idrissa Gueye,36.6,84.5,-,1.1,-
150,Jefferson Lerma,42.9,82.2,0.1,1.2,0.1
151,Marc Cucurella,45.4,86.4,0.5,1.3,-
152,Joel Ward,35.8,75.4,0.3,1.3,-
153,Raphaël Varane,45.8,86.5,-,2.3,-
154,Rico Henry,26.3,75,0.6,1.1,0.1
155,Sean Longstaff,34.1,82.8,0.2,1.4,0.1
156,Tyrell Malacia,30.4,87.4,0.1,0.9,-
157,Vladimír Coufal,30,65.8,0.7,1.5,-
158,Vitaly Janelt,27.9,80.9,0.2,1.9,-
159,Ben Davies,38.1,83.2,0.3,1.5,-
160,Maximilian Kilman,56.5,83.4,0.1,3.4,-
161,Aaron Ramsdale,24.6,63.4,-,3.6,-
162,Rasmus Kristensen,32,69.3,0.2,1.2,-
163,Demarai Gray,19.9,81.3,1.1,0.8,-
164,Lewis Dunk,89.1,90.4,-,4.8,-
165,Ben Chilwell,33,83.3,1,0.7,-
166,Leon Bailey,13.4,69.2,0.7,0.6,0.1
167,Aaron Cresswell,40,81.4,1.5,2.3,-
168,Matheus Nunes,27.8,82.3,0.3,2.3,-
169,Neco Williams,19.5,66.8,0.6,1.3,-
170,Ché Adams,17.2,67.6,0.1,0.8,0.1
171,Lloyd Kelly,45.1,81.4,0.1,2.7,0.1
172,Joël Veltman,41.8,85.2,0.2,1.5,-
173,Anthony Martial,15.2,81.6,-,0.2,0.1
174,Manuel Akanji,69.7,93.3,-,2.3,-
175,Vitalii Mykolenko,29.4,75.6,0.4,1.1,-
176,Kyle Walker-Peters,32.7,78.9,0.4,0.8,-
177,Chris Mepham,39.3,83.7,-,1.8,-
178,Luis Sinisterra,17.3,81.5,0.1,0.5,0.1
179,Joe Worrall,36.5,78.5,-,2.8,-
180,Ashley Young,33.3,77.5,0.3,1.9,0.1
181,Ezri Konsa,49.3,88.9,0.1,1.5,-
182,Jordan Henderson,44.1,84.9,0.4,2.3,0.1
183,Séamus Coleman,26.2,75.5,0.4,1,-
184,Ryan Christie,19.2,82.7,0.3,0.7,-
185,Matty Cash,30,78.6,0.5,1.5,-
186,Roméo Lavia,34.2,86.4,0.1,1.6,0.1
187,Ruben Loftus-Cheek,34,88.6,0.1,0.6,-
188,Boubacar Kamara,39.2,84.9,-,2,0.1
189,Luke Ayling,30.1,69.2,0.4,1.4,-
190,Hugo Lloris,24.6,73.5,-,4.4,-
191,Joe Aribo,17.9,74.1,-,0.2,-
192,Clément Lenglet,55.3,87.5,0.2,3,-
193,Conor Gallagher,23.1,84.5,0.3,0.4,-
194,Renan Lodi,23.9,71.3,0.4,1.4,-
195,Kyle Walker,64,89.5,0.1,2.6,-
196,Daniel Amartey,55.4,91.3,-,1.5,0.1
197,Tyrick Mitchell,33.3,72.4,0.3,0.9,-
198,José Sá,28.1,65.4,-,3.7,-
199,Harvey Elliott,29.9,82.9,0.2,1,0.2
200,Marcos Senesi,41.6,81.4,0.1,3.5,-
201,Adam Webster,62.1,88.6,-,3.1,-
202,Manor Solomon,10.5,86.4,0.1,0.2,0.1
203,Robin Koch,44.1,77.3,-,2.5,-
204,Scott McTominay,17.8,82.9,-,0.8,0.1
205,Adama Traoré,12.1,74.1,0.6,0.3,0.1
206,César Azpilicueta,35.9,83.7,0.3,0.5,-
207,Yoane Wissa,8.6,72.2,-,0.2,-
208,Rayan Aït-Nouri,22.6,81.9,0.3,0.3,-
209,Nathan Patterson,24.8,79.9,0.2,0.6,-
210,João Moutinho,31.9,83.9,0.6,1.6,0.1
211,Taiwo Awoniyi,8.1,64.8,-,-,-
212,Daniel Podence,18.5,70.5,0.5,0.8,-
213,Thilo Kehrer,36.8,85.4,0.1,1.7,-
214,Marc Roca,37.8,79.4,0.4,2.1,0.1
215,Nélson Semedo,33.6,81.7,0.2,1,-
216,Ainsley Maitland-Niles,28.4,81.1,0.3,1.2,-
217,Harrison Reed,32.9,79.8,0.4,1.2,-
218,Wilfred Ndidi,33.1,84,-,0.8,-
219,Michail Antonio,9.2,57.6,0.2,0.2,-
220,Boubakary Soumaré,34.6,86.1,-,1.2,0.1
221,Jordan Zemura,24,69.3,0.3,0.6,-
222,Brennan Johnson,11.6,62.8,0.3,0.1,-
223,Mohamed Elyounoussi,17.6,69,0.3,0.6,0.1
224,Nathan Collins,43.4,88.1,-,2.6,-
225,Fred,21.8,80.7,0.1,0.9,0.1
226,Abdoulaye Doucouré,21.5,79.6,0.1,0.1,-
227,Kostas Tsimikas,22.2,85.4,1,0.9,-
228,Mateo Kovacic,48.5,86,-,1.7,0.1
229,Wilfried Gnonto,18.9,77,0.3,0.1,-
230,Orel Mangala,18.7,81,-,0.5,-
231,Lyanco,23.9,75.5,-,1.5,-
232,Kelechi Iheanacho,10.9,76.7,-,0.3,-
233,Trevoh Chalobah,45.7,88.5,0.1,1.5,-
234,Bobby De Cordova-Reid,21.7,72.4,0.4,0.6,-
235,Romain Perraud,22.8,74.7,0.4,0.4,-
236,Danny Ward,30.2,70.5,-,4.6,-
237,Richarlison,9.7,72.6,0.2,0.4,0.1
238,Crysencio Summerville,14,77.9,0.1,0.3,-
239,Ryan Yates,22.2,78.2,-,1,-
240,Mario Lemina,34.1,87.3,0.1,1.4,-
241,Aaron Hickey,28,84.7,0.2,1,-
242,Patson Daka,9.2,68,-,0.2,0.1
243,Conor Coady,50,85.1,-,4.4,-
244,Josh Dasilva,15.9,82.7,0.2,0.6,-
245,Joe Rothwell,21.5,87.6,0.4,1,0.1
246,Ederson,31.7,84.4,-,5.2,-
247,Jacob Murphy,10.6,71.8,0.3,0.3,-
248,Eddie Nketiah,8.3,81.6,-,0.1,-
249,Gavin Bazunu,32.1,55.9,-,7.3,-
250,Hugo Bueno,24,84.5,0.9,0.3,-
251,Emmanuel Dennis,8.8,70.8,0.1,0.2,-
252,Harry Wilson,13,80.3,0.1,0.8,-
253,Mads Roerslev,13.2,64.6,0.3,0.6,0.1
254,Odsonne Édouard,11.6,72.7,-,-,-
255,Illan Meslier,24.8,56.2,-,3.6,-
256,Robert Sánchez,29.3,74.7,-,3.3,-
257,Weston McKennie,31.1,77.8,0.2,1.5,-
258,Oliver Skipp,32.9,87.1,-,1.2,-
259,Emerson,26.5,81.6,0.3,0.6,-
260,Junior Firpo,26.4,73.1,0.3,0.5,-
261,Brenden Aaronson,20,79.1,0.5,0.2,0.1
262,Lewis Cook,25.1,81.8,0.6,0.8,-
263,Pablo Fornals,21.9,77.7,0.2,1.3,0.1
264,Lucas Digne,25.3,78.6,0.7,1,-
265,Frank Onyeka,12,75.9,-,0.3,-
266,Scott McKenna,35,79.3,0.1,1.9,-
267,Cheikhou Kouyaté,11.7,75.5,-,0.6,-
268,Remo Freuler,29.6,79.6,0.1,0.8,-
269,Pedro Neto,16.4,84.9,0.7,0.7,0.1
270,Theo Walcott,12,72.9,0.2,0.1,0.1
271,Philippe Coutinho,17.9,78.5,0.1,0.5,0.1
272,Patrick Bamford,11.6,69.9,-,-,-
273,Alejandro Garnacho,9.7,81.1,-,0.2,-
274,Kieffer Moore,13.1,59.5,0.1,0.2,-
275,Jaidon Anthony,15.4,78.1,0.3,0.5,-
276,Mikkel Damsgaard,14.3,72.8,0.2,0.4,-
277,Deniz Undav,7.4,75.3,-,0.2,-
278,James Milner,19.6,81.4,0.4,1,-
279,Takehiro Tomiyasu,19.6,82.5,0.2,0.7,-
280,Jamie Vardy,6.9,53.3,-,0.2,0.1
281,Hwang Hee-Chan,9.8,78.4,0.1,0.2,-
282,Carlos Vinícius,6.5,64.8,-,-,0.1
283,Adam Smith,26,75.3,0.5,1.6,-
284,Nampalys Mendy,21.5,88.3,-,0.6,-
285,Fábio Vieira,12.1,84.6,0.2,0.2,-
286,Leander Dendoncker,14,88.2,-,0.4,-
287,Stuart Armstrong,19.5,81.7,0.3,0.5,-
288,Tom Cairney,21.4,88,0.2,1,-
289,Elliot Anderson,8.4,77.8,0.2,0.2,-
290,Nathaniel Clyne,30,80.8,0.2,0.8,-
291,Yves Bissouma,31.6,91.3,-,0.7,-
292,Harry Toffolo,15.3,65.3,0.3,0.3,-
293,Sékou Mara,4.7,66,-,-,-
294,Adam Armstrong,9.5,75.4,0.1,0.3,-
295,Daniel James,7.8,71.2,0.3,0.1,-
296,Christian Pulisic,11.5,84.1,0.1,0.3,-
297,Will Hughes,13.2,81.8,0.1,0.3,-
298,Kieran Tierney,14.9,78.1,0.1,0.6,-
299,Diego Costa,9.3,73.5,-,-,-
300,Shandon Baptiste,12.1,86,0.2,0.6,-
301,Tariq Lamptey,11.6,86.2,0.3,0.2,0.1
302,Neal Maupay,9.1,76.5,-,0.2,-
303,Dennis Praet,11.3,77.8,0.1,0.4,-
304,Jean-Philippe Mateta,5,70.5,-,-,-
305,Flynn Downes,15.6,88.4,-,0.2,-
306,Tom Davies,12.1,74.8,-,0.6,-
307,Sam Surridge,3.9,51.9,-,0.1,-
