,Name,AvgP,PSp,Crosses,LonB,ThrB
43,Diego Rico,40.2,67.3,1.6,2.1,0.1
44,Troy Deeney,26.3,54.2,-,0.3,-
45,Çaglar Söyüncü,68.2,89.6,-,3.3,-
46,Bernardo Silva,40.4,90.2,0.5,1.1,-
47,Pierre-Emerick Aubameyang,22.7,72.2,0.6,0.3,-
48,João Moutinho,48.4,85.5,1.8,4,0.1
49,Declan Rice,45.6,86,0.3,3.4,-
50,Nemanja Matic,60.2,87,0.1,2.2,-
51,John McGinn,25.4,81.4,0.5,2.9,-
52,Matt Doherty,41,74.9,0.2,1.3,-
53,Hugo Lloris,22.6,67.1,-,5.8,-
54,Wilfried Zaha,28.8,81.1,0.5,0.7,-
55,Chris Basham,34.6,74.7,0.2,1.8,-
56,Jonjo Shelvey,40.2,76.9,0.8,5.5,0.1
57,Lucas Moura,22.1,73.5,0.1,0.3,0.1
58,Ben Chilwell,61.3,78.3,0.7,2,-
59,Nathan Redmond,31.9,73.7,0.2,1.2,-
60,Felipe Anderson,35.8,78.8,0.4,1.7,0.1
61,Mateo Kovacic,60.3,89.7,-,3,0.1
62,John Egan,35.8,80.2,-,3.1,-
63,Jack O'Connell,47.2,73.5,0.3,3.8,-
64,Jordan Ayew,22,81.3,-,0.5,0.1
65,Alexandre Lacazette,16.8,76.4,0.2,0.4,-
66,Djibril Sidibé,37.9,78.6,0.7,2.2,-
67,Scott McTominay,37.4,80.9,0.1,2.3,0.1
68,Phil Bardsley,31.3,66.1,0.3,2.3,0.1
69,Mason Mount,33.5,85.7,0.9,0.7,0.1
70,Kurt Zouma,74.3,88.5,-,5,-
71,Étienne Capoue,47.8,81.3,0.3,3.7,0.1
72,Tammy Abraham,12,66.8,0.1,0.2,-
73,Kyle Walker,66.9,88.6,0.3,4.3,-
74,Reece James,42.3,85.9,1.1,1.7,-
75,Jonny Evans,65.6,86.8,-,3.1,-
76,N'Golo Kanté,51.5,84.9,0.5,1.8,-
77,Gerard Deulofeu,25.8,80.2,0.5,0.8,-
78,Philip Billing,33.9,74.8,-,1.3,-
79,Dan Burn,46.1,74.1,0.3,1.3,-
80,Lewis Dunk,62.5,87,-,4.6,-
81,Frédéric Guilbert,30,68.9,0.6,1.6,-
82,Oliver McBurnie,17.1,60.5,-,0.3,-
83,Fabinho,56.4,87,0.1,2.9,-
84,Romain Saïss,49.3,78.4,-,4.1,-
85,Charlie Taylor,29.7,68.7,0.8,1.4,-
86,Bernd Leno,26.7,72.3,-,2.5,-
87,Youri Tielemans,48.1,83,0.4,2.7,0.1
88,Ben Mee,39.3,71.4,-,3.2,-
89,Fred,57.5,87.5,0.5,3.8,-
90,Dele Alli,32.4,76.3,-,0.7,0.2
91,Dominic Calvert-Lewin,15.4,64,0.1,0.3,-
92,John Fleck,33.3,80.3,1.1,1.3,0.1
93,Phil Foden,21.5,88.5,0.3,0.7,-
94,Matt Targett,33.8,72.6,0.8,1.8,0.1
95,Fernandinho,74.1,89.8,-,4.4,-
96,Luke Shaw,47.6,87.4,0.4,0.5,-
97,Jorginho,72.8,88.4,-,4.3,0.2
98,Ross Barkley,29.4,89,0.1,1.9,0.2
99,Dani Ceballos,52.1,87.9,0.4,3.2,0.1
100,Michael Keane,46.7,82.8,-,2.9,-
101,Pierre-Emile Højbjerg,55.2,78.1,0.3,3.2,0.1
102,Jan Bednarek,45.2,75.3,-,2.5,-
103,Yerry Mina,46.9,83.8,-,3.7,-
104,Toby Alderweireld,59.9,81.7,0.1,4.3,0.1
105,Enda Stevens,38.7,74.9,0.5,1.8,0.1
106,Rúben Neves,53.2,80.1,0.2,5.8,0.1
107,Oliver Norwood,52.8,82.3,1.4,6.1,-
108,Christian Benteke,14,54.3,-,0.3,0.1
109,Georginio Wijnaldum,43.9,90.8,-,1.1,-
110,James McArthur,38.6,78.5,0.2,1.7,-
111,Jonny Otto,31.1,81.3,0.3,0.6,-
112,David McGoldrick,21.8,74.9,0.1,0.6,-
113,Nicolás Otamendi,63.9,92.4,-,2.5,-
114,Ryan Fredericks,31.7,74.1,0.6,1.1,-
115,Adam Webster,60.6,83.1,0.1,3.7,-
116,Robert Snodgrass,21,77.8,1.6,0.7,-
117,Jan Vertonghen,47.9,82.8,-,1.7,-
118,Ashley Westwood,49.7,78.7,1.1,3.3,0.1
119,George Baldock,29.4,75.9,1,0.6,-
120,Granit Xhaka,61.4,88.1,0.1,4.1,-
121,Joe Gomez,71,88,0.1,3.7,-
122,Antonio Rüdiger,74.6,86.8,0.1,5.7,-
123,Nick Pope,26.5,37.6,-,7.3,-
124,Ayoze Pérez,22.2,79.7,0.2,0.3,0.1
125,Mason Holgate,39.2,84.2,-,4.2,0.1
126,Joshua King,19.2,72.3,0.2,0.2,-
127,Harvey Barnes,19.4,79.5,0.1,0.3,0.1
128,Diogo Jota,24.8,79.8,0.3,0.7,-
129,Wesley,17.6,71.8,-,0.6,-
130,Patrick van Aanholt,41.9,81.2,1.1,1,-
131,Fabian Schär,34.6,74.8,-,4.3,-
132,Nathan Aké,41.7,87.6,-,1.8,-
133,Andreas Christensen,62.2,91.4,-,2.5,0.1
134,Angelo Ogbonna,31.5,76.2,-,2.5,-
135,Mason Greenwood,16,86.3,-,0.6,-
136,Moussa Sissoko,43,87.5,0.1,1.2,-
137,Federico Fernández,34.7,77,0.2,3.1,-
138,Kasper Schmeichel,27.2,75.4,-,6.5,-
139,Chris Wood,14.4,63,-,0.1,-
140,Martin Dúbravka,25.5,50.6,-,7.9,-
141,Steve Cook,43.8,79.2,-,2.7,-
142,Dean Henderson,25.9,36.8,-,7.4,-
143,Isaac Hayden,27.6,79,0.2,0.6,-
144,Craig Dawson,32.3,77.5,-,3,-
145,Ismaïla Sarr,17.6,81.5,0.6,0.3,-
146,Yves Bissouma,28.1,85,-,1.6,-
147,Alex McCarthy,26.6,51.5,-,7.2,-
148,Victor Lindelöf,59.8,86.5,-,2.1,-
149,Tanguy Ndombélé,30.1,85.6,0.1,0.9,-
150,Jefferson Lerma,42.4,78.7,-,2.9,-
151,Ilkay Gündogan,63,91.9,0.3,3.4,-
152,John Lundstram,34.6,82.7,0.3,2.5,0.1
153,Christian Kabasele,24.8,72.7,-,2.2,-
154,Miguel Almirón,23,80.2,0.2,0.6,0.1
155,Jamaal Lascelles,35.3,79.8,-,2.2,-
156,Conor Hourihane,22.7,82.7,1,0.7,-
157,Aaron Ramsdale,25.5,52,-,5.5,-
158,Mattéo Guendouzi,48,88.4,-,2.9,0.1
159,Gary Cahill,40.2,84.9,-,2.9,-
160,Vicente Guaita,25.3,49.5,-,6.3,-
161,Leander Dendoncker,34.8,83.3,0.1,1.7,-
162,Luka Milivojevic,46.2,82,1,3.4,-
163,Joelinton,21.6,76.7,0.1,0.3,0.1
164,Mark Noble,45.6,82.8,0.4,3.4,0.1
165,Abdoulaye Doucouré,45.4,78.4,0.1,1.1,-
166,Cheikhou Kouyaté,24.3,73.9,0.1,0.7,-
167,Shane Long,14.7,54.1,0.1,0.1,-
168,Aaron Mooy,31.3,81.4,0.7,1.4,0.1
169,Mathew Ryan,32.1,79.2,-,6.8,-
170,Davinson Sánchez,53.2,85.9,-,2.2,-
171,Joel Ward,33.1,71.2,0.2,1.5,-
172,Stuart Armstrong,19.3,77,0.2,0.4,0.1
173,Neal Maupay,18.1,79.6,0.1,0.4,-
174,Adam Masina,26.8,63.3,0.5,1.8,-
175,Gylfi Sigurdsson,29.1,83.4,1.1,1.3,-
176,Pascal Groß,31,79.5,1.6,1.4,0.1
177,Bukayo Saka,26,81.5,0.3,0.7,0.1
178,Davy Pröpper,51,84.2,0.1,2,-
179,Dale Stephens,50.8,85.7,-,3.3,0.1
180,Erik Pieters,31,72.1,0.5,1.2,0.1
181,Kenny McLean,45.4,79.4,0.3,2.2,0.1
182,Érik Lamela,21.6,83.7,0.3,0.7,0.1
183,Craig Cathcart,31.5,80.6,-,2.3,-
184,Ainsley Maitland-Niles,42,81.9,0.3,1.8,-
185,Kelechi Iheanacho,13.4,80.9,-,0.3,0.1
186,Alex Oxlade Chamberlain,23.4,83.2,0.2,1.4,-
187,Tyrone Mings,41.9,78,-,3.5,-
188,Douglas Luiz,33.6,82.6,0.2,2.6,-
189,Rui Patrício,19.4,59.9,-,7.3,-
190,Will Hughes,28,78.3,0.7,0.4,-
191,Issa Diop,30.4,78,-,1.5,-
192,Giovani Lo Celso,34.5,85,0.4,1.5,0.1
193,Alisson Becker,27.8,84.6,-,4,-
194,Lukasz Fabianski,22.9,50.9,-,8,-
195,Ederson,25.7,86,-,3.5,-
196,Aaron Cresswell,40.4,74.6,0.8,2.2,-
197,Tim Krul,38.4,64.2,-,6.9,-
198,Daniel James,21.2,78.7,0.5,0.4,0.1
199,Jack Cork,30.8,77.9,-,1.6,-
200,Jack Stephens,45.6,72.4,-,3.6,0.1
201,Ryan Bertrand,38.4,76,1.1,1.3,0.1
202,Trézéguet,10.7,75.2,0.3,0.3,-
203,Séamus Coleman,30.5,78,0.1,1.2,-
204,Javier Manquillo,22.6,75.4,0.2,0.8,-
205,Todd Cantwell,28.8,81.9,-,0.8,-
206,Jay Rodríguez,12.9,69.8,-,0.2,-
207,David Luiz,54.5,85.1,0.1,4.9,0.1
208,Tom Heaton,26.4,52.2,-,6,-
209,Ryan Fraser,27.5,79.9,1,1,0.1
210,David de Gea,20.7,74.4,-,2.5,-
211,Harry Winks,54.6,90.3,0.2,2.5,0.1
212,James Milner,34,87,0.1,2.2,0.1
213,Alex Iwobi,22.3,79.7,0.5,1.1,0.2
214,Bernard,20,77,0.2,0.6,0.1
215,Adam Smith,35,79.5,0.3,1.1,-
216,Callum Hudson-Odoi,18.7,85.9,0.8,1.3,-
217,Andros Townsend,16.4,76.6,0.7,0.5,-
218,Marc Albrighton,20.4,75.2,0.6,1.2,0.1
219,Oriol Romeu,35.9,80.7,0.1,1.5,-
220,Manuel Lanzini,31.5,86.9,0.6,1,-
221,Andreas Pereira,28,78.3,0.4,1.2,-
222,Max Aarons,37.2,78.9,0.4,1.1,-
223,Jeff Hendrick,22.7,75.6,0.3,0.8,-
224,Leandro Trossard,22.9,74.5,0.6,1.3,-
225,Anwar El Ghazi,14.1,72.4,0.8,0.4,-
226,Teemu Pukki,14.7,79.8,-,0.1,-
227,Kiko Femenía,34,78.6,0.7,1.3,-
228,Lucas Torreira,31.1,87.8,0.1,1.2,-
229,Sofiane Boufal,14.4,77.4,0.2,0.3,-
230,Ben Foster,28.7,40.4,-,8.5,-
231,Harry Wilson,18.5,76,0.1,1.4,0.1
232,Martín Montoya,37.2,76.5,0.5,1.8,-
233,Christian Eriksen,33.7,80.3,0.6,1.5,0.1
234,Andrii Yarmolenko,17.5,80.6,0.2,1,-
235,Conor Coady,48.7,85,-,7.6,0.1
236,Callum Wilson,14.6,64.5,0.1,0.3,-
237,Alexander Tettey,43.1,88.1,-,1.6,-
238,Onel Hernández,12,77.2,-,0.1,-
239,Sead Kolasinac,34.6,85.6,0.2,0.8,-
240,Demarai Gray,13.9,87.3,0.4,0.5,-
241,Dwight Gayle,7.3,69,0.1,0.2,-
242,Pablo Fornals,23.4,78.8,0.3,1.1,-
243,Lys Mousset,8,69.6,-,0.1,-
244,Marvelous Nakamba,27,84.3,-,0.8,-
245,Ezri Konsa,30.9,78,0.2,1.4,-
246,Tom Davies,29.3,77.5,0.1,1.6,-
247,Theo Walcott,14.2,68.9,0.4,0.1,0.2
248,Jamal Lewis,37.3,78.9,0.4,1.1,-
249,Ché Adams,8.3,64.9,-,0.2,0.1
250,Pedro Neto,12,83.4,0.3,0.3,-
251,Ben Godfrey,55.3,87.9,-,3.2,-
252,Dan Gosling,21.7,77.3,0.1,0.7,-
253,Divock Origi,7,70.9,0.1,0.2,-
254,James McCarthy,23.7,77.8,0.3,1.6,-
255,Dominic Solanke,13.5,69.6,-,0.3,-
256,Nathaniel Chalobah,15.7,73.7,0.2,0.5,-
257,Jordan Pickford,31.2,60.1,-,7.7,-
258,Dennis Praet,19.3,85,0.1,0.8,-
259,Sean Longstaff,27.4,79.2,0.3,1.5,-
260,Aaron Connolly,6.1,77.4,-,-,-
261,Kepa,28.4,79.7,-,4,-
262,Hamza Choudhury,24.8,86.1,-,1,-
263,Roberto Pereyra,21.9,85.2,0.2,0.4,-
264,Michael Obafemi,6.5,80.3,-,0.1,-
265,Billy Sharp,8.5,74.1,-,0.1,-
266,Moise Kean,4.3,76.8,0.1,-,-
267,Joe Willock,11.8,82.8,0.1,0.4,-
268,Lewis Cook,26.7,78.8,-,1.6,0.1
269,Jesse Lingard,17.8,87.7,-,0.2,-
270,Adrian Mariappa,23.1,73.2,0.3,1.3,-
271,Glenn Murray,7.3,61.7,-,-,-
272,Marco Stiepermann,16.8,71.5,-,0.4,-
273,Mario Vrancic,22.6,78.3,-,0.8,-
274,Andre Gray,6.5,65.3,-,0.2,-
275,Josip Drmic,7.6,77.5,-,0.1,-
