,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
61,Karim Bellarabi,Leverkusen,34," M(CLR),FW",17(9),1429,4,6,2,-,2.1,76.4,0.1,1,6.92
62,Danny da Costa,Eintracht Frankfurt,30," D(R),M(R)",15(4),1389,1,4,-,-,0.9,67.5,1.3,-,6.92
63,Vincenzo Grifo,Freiburg,31, AM(CL),17(9),1623,4,8,1,1,1.9,79.2,0.5,2,6.92
64,Philipp Max,Augsburg,30," D(L),M(L)",31,2713,8,6,5,-,1.2,68.9,0.6,3,6.91
65,Amine Harit,Schalke,26," AM(CLR),FW",24(1),2109,6,4,3,-,1.2,83.8,0.3,3,6.91
66,Kerem Demirbay,Leverkusen,30, M(C),18(7),1578,1,5,2,1,1.2,82.9,0.8,1,6.91
67,Almamy Touré,Eintracht Frankfurt,28," D(CR),M(R)",18(1),1495,1,3,2,-,0.8,71.7,2.3,-,6.90
68,Jonathan Tah,Leverkusen,28, D(C),22(3),2090,-,1,4,1,0.2,90,2.9,1,6.90
69,Lukas Klostermann,RBL,27," D(CLR),M(R)",31,2647,3,1,1,-,0.4,85.5,1.3,-,6.89
70,Jonas Hofmann,Borussia M.Gladbach,31," D(R),M(CLR),FW",18(6),1632,5,3,3,-,1,82.3,0.2,1,6.89
71,Ihlas Bebou,Hoffenheim,30," M(CLR),FW",20(12),2098,6,1,1,-,1.1,70.1,1.8,1,6.89
72,Nico Elvedi,Borussia M.Gladbach,27, D(CLR),30(2),2624,1,-,5,-,0.3,92,2.6,-,6.88
73,André Silva,Eintracht Frankfurt,28, FW,16(9),1580,12,3,2,-,2.2,68.7,1.6,2,6.87
74,Yussuf Poulsen,RBL,29," AM(CR),FW",12(10),1219,5,6,2,-,1.5,68.2,1.6,-,6.87
75,Jonas Hector,FC Koln,33," D(L),M(CL)",28(1),2435,4,2,9,-,1,79.9,2.4,1,6.86
76,Manuel Gulde,Freiburg,33, D(C),15(2),1373,1,-,-,-,0.8,86.4,2.5,-,6.86
77,Robin Quaison,Mainz,30," M(CLR),FW",31(1),2613,13,2,2,-,2.2,70.8,0.8,2,6.86
78,Jérôme Boateng,Bayern,35, D(CR),23(1),1802,-,2,5,1,0.3,89.7,1.6,1,6.86
79,Lars Stindl,Borussia M.Gladbach,35," M(CLR),FW",14(11),1434,9,3,4,-,1.3,82.5,0.8,3,6.85
80,Ozan Kabak,Schalke,24, D(C),21(5),1776,3,1,4,-,0.4,81.5,2.9,3,6.85
81,Erik Thommy,Fortuna Duesseldorf,29, M(CLR),25(9),2266,6,4,3,-,1.8,77.7,0.4,1,6.85
82,Keven Schlotterbeck,Union Berlin,27, D(C),23,1942,-,-,6,1,0.5,79,2.7,1,6.85
83,Breel Embolo,Borussia M.Gladbach,27," AM(CR),FW",17(11),1551,8,5,4,-,1.6,76.7,0.8,3,6.85
84,Jonathan Schmid,Freiburg,33," D(R),M(CLR)",31(2),2839,5,1,1,-,1.3,75,1.1,2,6.85
85,Wendell,Leverkusen,30," D(CL),M(L)",21(3),1906,-,2,4,1,0.4,86.3,1.3,-,6.85
86,Matthias Ginter,Borussia M.Gladbach,30," D(CR),DMC",31,2781,1,1,2,-,0.6,85.1,3.1,-,6.84
87,Sebastian Rudy,Hoffenheim,34," D(R),M(CR)",31(1),2740,1,3,9,-,0.8,81,0.6,1,6.84
88,Nils Petersen,Freiburg,35, FW,24(10),2432,11,2,1,-,1.6,62.5,2.6,1,6.84
89,Mitchell Weiser,Leverkusen,30," D(R),M(R)",14(4),1173,1,-,3,-,0.4,78.9,1,-,6.84
90,Christian Gentner,Union Berlin,38, M(CLR),29(2),2453,3,2,4,-,1.1,72.1,1.1,1,6.83
91,Kenan Karaman,Fortuna Duesseldorf,30," AM(CLR),FW",16(4),1358,6,1,4,-,1.6,66.6,2.3,1,6.83
92,Lukasz Piszczek,Borussia Dortmund,38," D(CR),M(R)",25(4),2111,1,3,3,-,0.2,88.6,1.1,1,6.83
93,Dodi Lukébakio,Hertha Berlin,26," AM(CLR),FW",24(6),2047,7,6,2,-,1.3,79.7,0.7,-,6.83
94,Kevin Stöger,Fortuna Duesseldorf,30, M(CL),14(3),1268,-,4,3,-,1.3,83.8,0.2,2,6.83
95,Gonçalo Paciência,Eintracht Frankfurt,29, FW,15(8),1280,7,3,4,-,2.2,66.9,2.1,1,6.82
96,Marvin Plattenhardt,Hertha Berlin,32," D(L),M(L)",17,1399,-,5,1,-,0.2,77,1.1,-,6.82
97,Theodor Gebre Selassie,Werder Bremen,37," D(CLR),DMC,M(R)",28,2431,2,2,2,-,0.4,81.4,2.2,1,6.82
98,Kai Pröger,Paderborn,31," AM(CR),FW",22(9),2079,2,6,-,-,1.6,61.7,0.3,3,6.82
99,Lucas Höler,Freiburg,29," AM(CLR),FW",28(6),2497,8,2,4,-,1.5,66.8,2.1,1,6.82
100,Bastian Oczipka,Schalke,35," D(CL),M(L)",33(1),3015,-,5,4,-,0.3,79.4,0.8,2,6.81
101,Daniel Brosinski,Mainz,35," D(LR),M(LR)",16(10),1705,2,4,3,-,0.9,67.6,1,1,6.81
102,John Anthony Brooks,Wolfsburg,31, D(C),25,2226,-,1,4,-,0.5,81.7,3,-,6.81
103,Ridle Baku,Mainz,26," D(R),M(CR)",26(4),2353,1,3,5,1,0.7,74.9,1,2,6.80
104,Florian Kainz,FC Koln,31, M(CLR),16(12),1563,5,6,5,-,1.5,70.1,0.3,-,6.80
105,Nadiem Amiri,Leverkusen,27, M(CLR),22(8),1862,1,2,3,-,1.4,84.4,0.3,1,6.80
106,Stefan Posch,Hoffenheim,26, D(CR),27(1),2316,-,-,9,-,0.9,79.8,2.2,1,6.80
107,Florian Grillitsch,Hoffenheim,28," D(C),M(CL)",28(3),2412,-,3,3,-,0.5,88.8,1.1,1,6.80
108,Yann Sommer,Borussia M.Gladbach,35, GK,34,3060,-,-,-,-,-,80.7,0.2,2,6.79
109,Jean-Paul Boëtius,Mainz,30," AM(CL),FW",26(2),2271,4,5,5,-,1.3,76,0.7,1,6.79
110,Yuya Osako,Werder Bremen,33," AM(CLR),FW",22(6),1860,8,2,2,-,1.6,75.5,2.4,1,6.79
111,Karim Onisiwo,Mainz,32," AM(CLR),FW",16(16),1726,4,6,3,-,1.3,64.1,1.8,2,6.79
112,Robin Zentner,Mainz,29, GK,22,1936,-,-,1,-,-,57.2,0.7,4,6.79
113,Renato Steffen,Wolfsburg,32, M(CLR),19(8),1590,6,3,6,-,1.1,76.3,0.7,1,6.79
114,Stefan Lainer,Borussia M.Gladbach,31," D(R),M(R)",31,2714,1,3,9,-,0.5,71.4,1.2,-,6.79
115,Vladimír Darida,Hertha Berlin,33," M(CLR),FW",25(3),2264,3,4,6,1,1.5,75.9,0.6,3,6.79
116,Dominique Heintz,Freiburg,30, D(CL),27(1),2434,-,1,2,-,0.1,82.9,1.3,1,6.79
117,Christian Günter,Freiburg,31," D(L),M(L)",34,3032,2,8,2,-,0.9,72.5,0.3,-,6.78
118,Ivan Perisic,Bayern,35," M(CLR),FW",11(11),1204,4,3,1,-,1.8,77,0.9,1,6.78
119,Ellyes Skhiri,FC Koln,28, DMC,31(1),2676,1,3,4,-,0.8,85.6,1.5,2,6.78
120,Weston McKennie,Schalke,25," D(C),M(CLR)",24(4),2078,3,-,8,-,1.1,80.9,2.3,1,6.78
121,Davy Klaassen,Werder Bremen,31, M(CL),33,2941,7,5,7,-,1.4,76.5,0.9,3,6.77
122,Patrick Herrmann,Borussia M.Gladbach,33," M(LR),FW",16(11),1453,6,6,4,-,1.5,76.5,0.4,2,6.77
123,Alexander Schwolow,Freiburg,31, GK,24,2093,-,-,-,-,-,65.1,0.2,2,6.77
124,Manuel Neuer,Bayern,38, GK,33,2970,-,-,-,-,-,86.4,0.3,-,6.77
125,Marco Friedl,Werder Bremen,26," D(CL),M(L)",24(3),2184,1,3,9,-,0.4,77.7,0.9,-,6.77
126,Oliver Baumann,Hoffenheim,33, GK,30,2700,-,-,1,-,-,75.2,0.3,1,6.76
127,Christoph Baumgartner,Hoffenheim,24," AM(CLR),FW",17(9),1496,7,2,3,-,2.1,71.6,1.7,2,6.75
128,Felix Uduokhai,Augsburg,26, D(C),21(5),1961,-,-,3,-,0.2,80.8,3.1,1,6.75
129,Charles Aránguiz,Leverkusen,35, M(C),23(4),2126,1,3,2,-,0.6,86,0.5,-,6.75
130,Jeremiah St. Juste,Mainz,27," D(CR),DMC",24(1),2116,2,2,7,-,0.5,86.2,2.1,-,6.75
131,Josuha Guilavogui,Wolfsburg,33," D(C),M(C)",23(2),2063,-,1,5,1,1,81.5,2.5,-,6.74
132,Jérôme Roussillon,Wolfsburg,31," D(L),M(L)",27(2),2367,1,1,4,-,0.7,72.6,0.6,-,6.73
133,Lukás Hrádecky,Leverkusen,34, GK,34,3060,-,-,1,-,-,74.3,0.3,1,6.73
134,Robin Knoche,Wolfsburg,31, D(C),17(4),1593,1,-,2,-,0.2,82.4,2,-,6.73
135,Xaver Schlager,Wolfsburg,26, M(C),21(2),1724,1,2,4,-,1.4,76.5,1.1,-,6.73
136,Robin Koch,Freiburg,27," D(C),DMC",31(1),2708,1,-,3,-,1.1,83.7,3.6,-,6.73
137,Josip Brekalo,Wolfsburg,25," AM(CLR),FW",19(11),1678,3,4,-,-,1.4,72.8,0.4,-,6.73
138,Tony Jantschke,Borussia M.Gladbach,34," D(CR),DMC",11(6),1012,-,-,6,-,0.2,80.3,1.5,-,6.73
139,Tin Jedvaj,Augsburg,28, D(CLR),30(1),2642,2,-,6,-,0.5,73.7,2.4,-,6.73
140,Benjamin Hübner,Hoffenheim,34, D(C),25,2075,1,4,4,2,1,86.4,2.5,1,6.71
141,Jamilu Collins,Paderborn,29, D(CL),30,2669,1,2,7,1,0.6,74.7,1.1,1,6.71
142,Emil Forsberg,RBL,32," AM(CLR),FW",14(8),1142,5,2,1,-,1.2,80.4,0.4,1,6.71
143,Timothy Chandler,Eintracht Frankfurt,34," D(R),M(LR)",12(10),1214,5,1,4,-,0.9,63.3,1.8,1,6.71
144,Daichi Kamada,Eintracht Frankfurt,27," AM(CLR),FW",22(6),1973,2,4,5,-,1.6,79.7,0.4,-,6.71
145,Noah Katterbach,FC Koln,23, D(L),16(2),1320,-,-,2,-,0.2,66.4,1.2,-,6.70
146,Leon Bailey,Leverkusen,26," M(CLR),FW",12(10),1095,5,3,-,2,1.3,73.3,0.5,1,6.70
147,Robert Andrich,Union Berlin,29," D(C),M(C)",30,2579,1,2,11,1,1.6,72,1.6,1,6.70
148,Kingsley Ehizibue,FC Koln,28," D(R),M(R)",29(2),2338,1,1,6,1,0.4,76.5,1.1,1,6.70
149,Diego Demme,RBL,32, DMC,14(3),1213,-,-,3,-,0.2,86.6,0.4,-,6.70
150,Rouwen Hennings,Fortuna Duesseldorf,36, FW,27(5),2459,15,-,4,-,2.3,70.7,1.5,1,6.70
151,Rubén Vargas,Augsburg,25," AM(CLR),FW",29(4),2538,6,1,8,-,1.8,63.5,0.6,2,6.69
152,Ismail Jakobs,FC Koln,24," D(L),M(L)",20,1679,2,2,4,-,0.9,66.7,1.2,-,6.69
153,Sebastian Rode,Eintracht Frankfurt,33," D(R),M(C)",25(4),1948,3,3,6,-,0.4,84.9,0.8,1,6.69
154,Péter Gulácsi,RBL,33, GK,32,2880,-,1,-,-,-,77.2,0.2,1,6.69
155,Rune Jarstein,Hertha Berlin,39, GK,29,2548,-,-,1,1,-,62.5,0.4,1,6.69
156,Marius Bülter,Union Berlin,31," D(R),M(CLR),FW",28(4),2332,7,1,1,-,1.3,64.9,0.9,3,6.68
157,Sebastiaan Bornauw,FC Koln,25, D(C),28,2449,6,-,5,1,0.6,81.4,2.5,2,6.68
158,Daniel Baier,Augsburg,39, M(C),22(1),1946,1,-,6,-,0.7,75.1,1.4,-,6.68
159,Christoph Kramer,Borussia M.Gladbach,33, M(C),17(5),1465,-,-,4,-,0.5,85.4,1.3,-,6.68
160,Rafal Gikiewicz,Union Berlin,36, GK,33,2970,-,-,-,-,0.1,60.8,0.3,2,6.67
161,Pierre Kunde,Mainz,28, DMC,22(6),1873,4,-,6,-,1.4,79.3,0.7,-,6.67
162,Levin Öztunali,Mainz,28, M(CLR),19(8),1781,4,3,1,-,1.3,66,0.8,-,6.66
163,Javairô Dilrosun,Hertha Berlin,25, AM(CLR),16(7),1315,4,2,2,-,0.8,75.1,0.2,1,6.66
164,Niklas Moisander,Werder Bremen,38, D(C),22,1980,-,-,3,1,0.6,86.7,1.5,-,6.66
165,Diadié Samassékou,Hoffenheim,28, DMC,16(5),1311,-,1,4,-,0.3,81.9,0.9,-,6.66
166,Manuel Akanji,Borussia Dortmund,28," D(CLR),DMC",25(4),2309,-,1,2,-,0.3,90.7,1.2,1,6.66
167,Philipp Lienhart,Freiburg,27, D(C),20(2),1816,-,1,3,-,0.3,86,1.6,-,6.66
168,László Bénes,Borussia M.Gladbach,26, M(C),10(12),891,-,4,3,-,1,81.1,0.6,1,6.66
169,Raphael Framberger,Augsburg,28," D(R),M(R)",12(6),1173,-,2,3,-,0.1,57.6,1,-,6.65
170,Dominik Kohr,Eintracht Frankfurt,30," D(C),DMC",16(10),1453,-,3,5,1,1.1,80.9,0.8,1,6.65
171,Marvin Friedrich,Union Berlin,28, D(C),31,2790,2,-,9,1,0.9,76.2,3.1,-,6.65
172,David Abraham,Eintracht Frankfurt,37, D(C),19(1),1692,2,-,2,1,0.4,81.6,2.4,1,6.65
173,Rafael Czichos,FC Koln,33, D(C),26,2210,1,1,2,1,0.5,81.9,2.9,-,6.65
174,Lucas Alario,Leverkusen,31, FW,11(13),1165,7,1,6,-,2.1,72,1.9,2,6.64
175,Dominick Drexler,FC Koln,33, AM(CLR),18(9),1587,3,4,5,-,0.7,74.6,0.6,-,6.63
176,Sebastian Vasiliadis,Paderborn,26, M(C),32,2811,1,1,10,-,1.2,76,0.7,-,6.62
177,Kevin Trapp,Eintracht Frankfurt,33, GK,22,1980,-,-,1,-,-,72.6,0.2,-,6.62
178,André Hoffmann,Fortuna Duesseldorf,31," D(C),DMC",27(2),2430,2,1,7,-,0.5,88.9,2.4,-,6.62
179,Djibril Sow,Eintracht Frankfurt,27, M(C),18(11),1740,1,3,2,-,0.8,83.3,0.7,-,6.62
180,Oscar Wendt,Borussia M.Gladbach,38," D(L),M(L)",18(7),1676,2,2,3,-,0.4,78.9,0.6,-,6.62
181,Marco Richter,Augsburg,26," M(CLR),FW",26(5),2290,4,3,2,-,2.1,64.1,0.8,-,6.61
182,Roland Sallai,Freiburg,26," M(CLR),FW",15(6),1170,2,-,2,-,1.6,76.1,1.3,-,6.61
183,Julian Baumgartlinger,Leverkusen,36, DMC,20(7),1792,2,2,4,-,0.6,90.7,0.8,-,6.61
184,Niko Gießelmann,Fortuna Duesseldorf,32," D(CL),M(L)",22(3),2056,1,1,6,-,0.6,77.7,1.6,2,6.60
185,Luca Waldschmidt,Freiburg,27," AM(CLR),FW",14(9),1272,7,1,3,-,1.9,75.3,0.5,2,6.60
186,Jeffrey Gouweleeuw,Augsburg,32, D(C),18(3),1644,-,1,5,-,-,76.4,1.5,-,6.60
187,Maximilian Eggestein,Werder Bremen,27, M(CR),32,2856,1,3,6,-,1.4,78.2,1.2,-,6.60
188,Moussa Niakhaté,Mainz,28, D(CL),33,2970,1,2,7,-,0.3,79.5,2.6,-,6.60
189,Josh Sargent,Werder Bremen,24," AM(CLR),FW",15(13),1419,4,2,2,-,1.1,70.5,1.7,-,6.59
190,Dennis Srbeny,Paderborn,30," AM(C),FW",14(3),1128,5,1,2,-,1.6,63.3,1.5,-,6.59
191,Leopold Zingerle,Paderborn,30, GK,28,2520,-,-,1,-,-,80.6,0.3,1,6.59
192,Zack Steffen,Fortuna Duesseldorf,29, GK,17,1530,-,-,-,-,-,65,0.4,1,6.58
193,Aarón Martín,Mainz,27," D(L),M(L)",21(1),1797,-,-,2,-,0.4,79.7,0.6,-,6.58
194,Klaus Gjasula,Paderborn,34," D(C),DMC",28(1),2296,2,1,17,-,0.5,77,1.7,-,6.58
195,Ermin Bicakcic,Hoffenheim,34, D(C),13(8),1174,2,-,-,-,0.3,86.1,2.6,-,6.57
196,Per Skjelbred,Hertha Berlin,36, M(CR),21(3),1639,-,-,4,-,-,82.7,0.6,-,6.57
197,Kaan Ayhan,Fortuna Duesseldorf,29," D(CR),DMC",31,2733,2,3,10,-,0.9,83.5,1.4,-,6.57
198,Lukas Klünter,Hertha Berlin,27," D(CR),M(R)",20(3),1876,-,2,5,-,0.1,70.1,1.1,-,6.56
199,Rani Khedira,Augsburg,30," D(C),DMC",32,2658,-,2,8,-,0.3,70.1,1.7,-,6.56
200,Leonardo Bittencourt,Werder Bremen,30," M(CLR),FW",23(5),1899,4,2,6,-,1.5,76.8,0.7,-,6.56
201,Marcus Ingvartsen,Union Berlin,28," AM(CR),FW",20(8),1725,5,2,4,-,1.6,67.2,1.8,-,6.56
202,Danny Latza,Mainz,34, M(C),15(8),1375,-,2,7,-,0.7,80,1,-,6.56
203,Amadou Haidara,RBL,26, M(CLR),5(14),745,-,1,1,-,1,85.2,0.8,1,6.55
204,Abdelhamid Sabiri,Paderborn,27," AM(CL),FW",9(15),1039,4,1,6,-,1.8,79.6,1.1,2,6.55
205,Marius Wolf,Hertha Berlin,28," D(R),M(CLR)",15(6),1411,1,3,1,1,0.7,65.9,1.1,-,6.54
206,Neven Subotic,Union Berlin,35, D(C),23,1972,1,-,1,1,0.5,71.5,3,-,6.54
207,Evan Ndicka,Eintracht Frankfurt,24, D(CL),20(2),1725,1,1,3,-,0.5,81.3,1.8,-,6.54
208,Koen Casteels,Wolfsburg,31, GK,26,2340,-,-,1,-,-,70.8,0.2,2,6.54
209,Admir Mehmedi,Wolfsburg,33," M(CLR),FW",14(7),1205,2,2,-,-,1.1,74.9,1,-,6.54
210,Janik Haberer,Freiburg,30," M(CLR),FW",20(6),1725,2,2,3,1,0.5,82.4,1.4,-,6.53
211,Matthias Zimmermann,Fortuna Duesseldorf,31," D(R),DMC,M(R)",33(1),2925,1,2,4,-,0.5,75.2,0.9,2,6.53
212,Benito Raman,Schalke,29," AM(LR),FW",19(6),1613,4,3,2,-,1.4,66.8,0.3,1,6.52
213,Vedad Ibisevic,Hertha Berlin,39, FW,15(10),1257,7,2,4,-,1.1,70.8,1.2,2,6.52
214,Lucas Hernández,Bayern,28, D(CL),10(9),916,-,1,3,-,0.2,88.1,0.9,-,6.51
215,Florian Kastenmeier,Fortuna Duesseldorf,26, GK,17,1530,-,-,-,-,-,67.6,0.2,-,6.51
216,Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",7(11),820,2,-,1,-,0.6,78.2,0.7,-,6.51
217,Jonjoe Kenny,Schalke,27," D(LR),M(R)",31,2725,2,3,5,-,0.4,73.5,1,1,6.51
218,Alfredo Morales,Fortuna Duesseldorf,33," D(C),M(C)",18(9),1724,1,2,6,-,0.7,70.4,3.4,-,6.50
219,Makoto Hasebe,Eintracht Frankfurt,40," D(CR),M(CR)",21(2),1967,-,-,3,-,-,87.3,1.2,-,6.49
220,Jirí Pavlenka,Werder Bremen,32, GK,33,2970,-,-,1,-,-,68.1,0.4,1,6.49
221,Timo Horn,FC Koln,30, GK,34,3060,-,-,-,-,-,71.7,0.3,-,6.49
222,Mohamed Dräger,Paderborn,27, D(R),16(2),1458,1,3,2,-,0.8,77.6,0.4,1,6.49
223,Leandro Barreiro,Mainz,24, DMC,11(7),940,-,2,4,-,0.4,76.8,1.1,-,6.48
224,Streli Mamba,Paderborn,29," AM(R),FW",18(6),1528,5,2,5,-,1,76,0.8,-,6.46
225,Jean-Philippe Mateta,Mainz,26, FW,12(6),1057,3,1,-,1,1.9,64.8,2.2,-,6.46
226,Niklas Stark,Hertha Berlin,29," D(C),DMC",20(1),1736,1,-,8,-,0.5,82.4,1.6,-,6.46
227,Victor Sá,Wolfsburg,30, M(CLR),18(14),1631,2,2,4,-,0.9,76,0.6,-,6.46
228,Daniel Ginczek,Wolfsburg,33," AM(R),FW",9(9),770,3,1,2,-,1.3,66.3,1.2,-,6.45
