,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
43,Edmond Tapsoba,Leverkusen,25, D(C),29(2),2651,1,-,5,-,0.5,89.7,2.2,2,6.96
44,Ihlas Bebou,Hoffenheim,30," M(CLR),FW",23(9),2204,9,7,3,-,1.5,76.9,1.8,1,6.96
45,Dani Olmo,RBL,25," AM(CLR),FW",26(6),2207,5,9,1,-,2.4,77.6,0.8,2,6.95
46,John Anthony Brooks,Wolfsburg,31, D(C),31(1),2774,2,-,5,-,0.6,83.4,3,1,6.94
47,Florian Neuhaus,Borussia M.Gladbach,27, M(C),30(3),2632,6,5,9,-,1.5,84.4,0.4,1,6.94
48,Marvin Friedrich,Union Berlin,28, D(C),34,3060,5,2,1,-,0.7,79.7,2.6,2,6.94
49,Leroy Sané,Bayern,28," M(CLR),FW",18(14),1807,6,9,2,-,1.8,78.3,0.3,2,6.94
50,Moussa Diaby,Leverkusen,24," M(CLR),FW",28(4),2394,4,10,5,-,1.6,84,0.2,2,6.93
51,Felix Uduokhai,Augsburg,26, D(C),29,2610,1,-,5,-,0.4,81.7,3.5,1,6.93
52,Daichi Kamada,Eintracht Frankfurt,27," AM(CLR),FW",28(4),2376,5,12,3,-,1.2,78,0.5,1,6.93
53,Amos Pieper,Arminia Bielefeld,26, D(C),30,2684,1,1,6,-,0.5,82.7,2.4,2,6.92
54,Konstantinos Mavropanos,Stuttgart,26, D(CR),19(2),1474,-,-,5,-,0.7,79.2,2.2,1,6.91
55,Christopher Lenz,Union Berlin,29," D(L),M(L)",27,2259,-,3,3,-,0.6,73.4,1.1,1,6.91
56,Matthias Ginter,Borussia M.Gladbach,30," D(CR),DMC",34,3060,2,1,2,-,0.7,84.8,2.7,-,6.91
57,Christoph Baumgartner,Hoffenheim,24," AM(CLR),FW",28(3),2380,6,3,7,-,2,74.9,1.9,2,6.91
58,Renato Steffen,Wolfsburg,32, M(CLR),19(2),1578,5,4,3,-,1.4,75.4,0.8,1,6.91
59,Nicolas Höfler,Freiburg,34," D(C),DMC",30(1),2730,1,3,11,-,0.6,84.5,2,1,6.91
60,Paulo Otávio,Wolfsburg,29," D(L),M(L)",19(4),1738,-,2,7,1,0.6,74.5,1,1,6.91
61,Orel Mangala,Stuttgart,26, M(C),24,2110,1,3,4,-,1.1,84.6,0.4,1,6.90
62,Marc Oliver Kempf,Stuttgart,29, D(C),32,2734,2,1,5,-,0.5,82.4,2.9,1,6.89
63,Benjamin Pavard,Bayern,28," D(CLR),M(R)",22(2),1944,-,-,3,-,0.5,87.1,1.6,-,6.89
64,Florian Wirtz,Leverkusen,21," AM(CL),FW",25(4),2230,5,5,1,-,1.1,77.7,0.2,-,6.89
65,Ellyes Skhiri,FC Koln,28, DMC,32,2790,5,2,5,-,0.5,86.7,1.3,2,6.88
66,Robert Andrich,Union Berlin,29," D(C),M(C)",29,2529,5,2,5,1,1.4,79.6,1.7,3,6.88
67,Ondrej Duda,FC Koln,29," M(C),FW",32,2556,7,4,6,1,1.6,76.6,1.1,1,6.88
68,Dayot Upamecano,RBL,25, D(C),27(2),2333,1,-,6,-,0.5,88.4,2.6,3,6.87
69,Ludwig Augustinsson,Werder Bremen,30," D(L),M(L)",21(2),1961,-,4,4,-,0.7,69.1,2,2,6.87
70,Ritsu Doan,Arminia Bielefeld,25," M(CLR),FW",33(1),2786,5,2,1,-,2,70,0.5,2,6.86
71,Amine Harit,Schalke,26," AM(CLR),FW",25(3),2111,2,5,4,-,0.8,77.4,0.2,6,6.86
72,Manuel Akanji,Borussia Dortmund,28," D(CLR),DMC",26(2),2350,2,-,4,-,0.7,92,1.6,1,6.86
73,Diadié Samassékou,Hoffenheim,28, DMC,31,2576,-,2,3,-,0.5,82.7,1.5,-,6.86
74,Fabian Klos,Arminia Bielefeld,36, FW,32(2),2725,5,2,4,-,1.6,54.9,6.5,2,6.85
75,Marcel Halstenberg,RBL,32," D(CL),M(L)",19(5),1653,2,2,2,-,0.6,86.7,1.8,1,6.84
76,Evan Ndicka,Eintracht Frankfurt,24, D(CL),23,2044,3,1,10,-,0.7,84.8,2.1,-,6.84
77,Josip Brekalo,Wolfsburg,25," AM(CLR),FW",22(7),1825,7,3,1,-,1.6,77,0.3,2,6.83
78,Alassane Pléa,Borussia M.Gladbach,31," AM(CLR),FW",19(10),1807,6,1,2,-,2.1,75.3,0.9,2,6.83
79,Ramy Bensebaïni,Borussia M.Gladbach,29," D(CL),DMC,M(L)",20(5),1814,4,-,7,-,0.9,80.9,1.7,1,6.83
80,Djibril Sow,Eintracht Frankfurt,27, M(C),25(3),2180,-,2,6,-,0.4,87.8,1,-,6.83
81,Rafal Gikiewicz,Augsburg,36, GK,34,3060,-,-,3,-,-,64.4,0.3,2,6.83
82,Jonas Hector,FC Koln,33," D(L),M(CL)",15(4),1294,3,1,2,-,1.4,78.6,2.8,1,6.82
83,Florian Grillitsch,Hoffenheim,28," D(C),M(CL)",22(4),1882,2,1,4,1,0.8,86.6,1.2,1,6.81
84,Giovanni Reyna,Borussia Dortmund,21, AM(CLR),23(9),1984,4,5,1,-,1.2,83.1,0.5,2,6.81
85,Amadou Haidara,RBL,26, M(CLR),21(10),1910,3,1,4,-,1.4,80,1.1,1,6.81
86,Patrik Schick,Leverkusen,28," AM(R),FW",20(9),1865,9,1,4,-,1.9,69.3,2.3,-,6.81
87,Joakim Nilsson,Arminia Bielefeld,30, D(C),24(1),2163,-,-,1,-,0.2,82.6,2.9,-,6.80
88,Stefan Ortega,Arminia Bielefeld,31, GK,34,3060,-,1,1,-,-,70.6,0.2,2,6.79
89,Nordi Mukiele,RBL,26," D(CR),M(R)",21(7),1684,3,1,5,-,0.8,78.4,2,-,6.79
90,Sheraldo Becker,Union Berlin,29," AM(CLR),FW",15(3),1114,3,3,2,-,1.7,69.1,0.4,2,6.79
91,David Alaba,Bayern,31," D(CL),M(CL)",30(2),2676,2,3,4,-,0.7,85.6,0.6,-,6.79
92,André Hahn,Augsburg,33," AM(CLR),FW",24(5),2047,8,3,4,-,1.5,56.9,2.4,1,6.79
93,Jhon Córdoba,Hertha Berlin,30, FW,17(4),1544,7,1,3,-,2.3,76.7,1.9,1,6.78
94,Jeremiah St. Juste,Mainz,27," D(CR),DMC",32,2880,-,1,4,-,0.7,78.1,2.1,1,6.77
95,Yussuf Poulsen,RBL,29," AM(CR),FW",14(13),1352,5,4,1,-,1.7,72.7,1.5,3,6.77
96,Mahmoud Dahoud,Borussia Dortmund,28, M(C),15(6),1264,1,1,3,-,0.8,86.4,0.5,1,6.77
97,Amin Younes,Eintracht Frankfurt,30, AM(CL),16(10),1401,3,3,5,-,1.3,76.6,-,1,6.77
98,Emil Forsberg,RBL,32," AM(CLR),FW",20(9),1552,7,4,-,-,1.2,79.4,0.3,1,6.76
99,Leandro Barreiro,Mainz,24, DMC,27(2),2314,2,2,5,-,1.1,64.6,1.7,-,6.76
100,Maximilian Mittelstädt,Hertha Berlin,27," D(L),M(CL)",22(5),1803,-,2,3,-,0.6,74.6,1,1,6.76
101,Stefan Lainer,Borussia M.Gladbach,31," D(R),M(R)",31(2),2773,2,2,2,-,0.8,75.4,1.2,1,6.76
102,Lucas Alario,Leverkusen,31, FW,12(13),1244,11,2,2,-,1.6,73.9,1.5,3,6.75
103,Jonathan Tah,Leverkusen,28, D(C),24(3),2220,1,-,3,-,0.3,89.8,2.6,-,6.75
104,Kerem Demirbay,Leverkusen,30, M(C),20(9),1748,4,4,2,-,1.5,80.8,0.4,3,6.75
105,Alexander Sørloth,RBL,28," AM(R),FW",13(16),1432,5,3,2,-,1.6,73.6,2.8,2,6.75
106,Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",21(8),1934,2,4,3,-,1.1,75.6,1.1,1,6.75
107,Jamal Musiala,Bayern,21, M(CLR),7(19),871,6,1,-,-,1,83.8,0.3,3,6.74
108,Jérôme Boateng,Bayern,35, D(CR),29,2379,1,1,6,-,0.3,88.4,1.4,-,6.74
109,Iago,Augsburg,27," D(L),M(L)",18,1564,1,1,2,-,0.5,73.8,1.2,-,6.74
110,Gregor Kobel,Stuttgart,26, GK,33,2970,-,-,-,-,-,79.6,0.1,1,6.74
111,Baptiste Santamaría,Freiburg,29, DMC,28(2),2221,1,2,5,-,1,76.6,1.9,1,6.74
112,Alexander Hack,Mainz,30, D(C),14(7),1367,1,-,2,-,0.3,77.1,2.2,-,6.74
113,Mattéo Guendouzi,Hertha Berlin,25, M(C),19(5),1817,2,1,5,-,0.7,86.7,0.6,1,6.73
114,Josh Sargent,Werder Bremen,24," AM(CLR),FW",30(2),2519,5,2,7,-,1.4,70.8,2,1,6.73
115,Lucas Tousart,Hertha Berlin,27, DMC,25(1),2098,1,-,7,-,1.2,77.2,2.4,1,6.73
116,Ralf Fährmann,Schalke,35, GK,22,1878,-,-,2,-,-,59.1,0.4,2,6.73
117,Christian Günter,Freiburg,31," D(L),M(L)",34,3060,3,3,2,-,0.8,75.5,0.4,3,6.73
118,Rafael Czichos,FC Koln,33, D(C),26(2),2262,1,-,7,-,0.4,81.9,2.4,1,6.72
119,Cédric Brunner,Arminia Bielefeld,30, D(CR),30(1),2660,-,1,6,-,0.2,75.7,1.5,1,6.72
120,Koen Casteels,Wolfsburg,31, GK,32,2880,-,-,-,-,-,72.4,0.4,1,6.72
121,Lucas Höler,Freiburg,29," AM(CLR),FW",22(11),2095,4,4,5,-,1.3,66.7,2.2,1,6.71
122,Jude Bellingham,Borussia Dortmund,20, M(CLR),19(10),1705,1,3,4,1,1.1,84.3,0.9,-,6.71
123,Sebastiaan Bornauw,FC Koln,25, D(C),23(1),2082,1,1,3,-,0.8,81.7,2.7,-,6.71
124,Theodor Gebre Selassie,Werder Bremen,37," D(CLR),DMC,M(R)",34,3033,3,1,3,-,0.6,73.5,1.8,1,6.70
125,Roland Sallai,Freiburg,26," M(CLR),FW",22(6),1674,8,3,5,-,1.7,75.5,1.3,3,6.70
126,Tyler Adams,RBL,25," D(R),M(CR)",21(6),1853,1,1,3,-,0.3,86.1,0.8,-,6.70
127,Thomas Delaney,Borussia Dortmund,32, DMC,14(6),1290,1,1,6,-,0.4,83.7,1.5,2,6.70
128,Andreas Luthe,Union Berlin,37, GK,31,2769,-,-,1,-,-,68.2,0.4,3,6.70
129,Phillipp Mwene,Mainz,30," D(LR),M(LR)",19(1),1675,1,2,3,-,0.4,64.7,0.5,1,6.69
130,Jean-Paul Boëtius,Mainz,30," AM(CL),FW",23(8),2075,2,4,5,-,0.9,71.1,0.5,1,6.69
131,Maximilian Eggestein,Werder Bremen,27, M(CR),33,2943,2,5,5,-,0.7,76.4,1.1,1,6.69
132,Grischa Prömel,Union Berlin,29, M(C),21(3),1827,3,1,7,-,0.8,78.4,0.8,-,6.69
133,Pavel Kaderábek,Hoffenheim,32," D(R),M(LR)",17(3),1588,-,3,3,-,0.5,74.2,2.5,-,6.69
134,Ryan Sessegnon,Hoffenheim,23," D(L),M(LR)",17(6),1573,2,3,4,-,0.2,79.4,0.7,-,6.68
135,Christoph Kramer,Borussia M.Gladbach,33, M(C),23(5),2036,-,2,5,-,0.3,85.7,0.7,-,6.68
136,Robin Knoche,Union Berlin,31, D(C),34,3043,1,-,4,-,0.4,84.3,2.1,1,6.68
137,Vladimír Darida,Hertha Berlin,33," M(CLR),FW",24(3),1915,1,6,5,1,1,75.9,0.9,1,6.68
138,Waldemar Anton,Stuttgart,27," D(CR),DMC",30(1),2712,-,1,3,-,0.4,88,1.6,-,6.68
139,Kevin Kampl,RBL,33, M(CLR),24(3),1946,-,1,6,-,0.5,89.9,0.5,-,6.68
140,Erik Durm,Eintracht Frankfurt,31," D(LR),M(LR)",19(2),1493,1,2,1,-,1,71.8,1,-,6.67
141,Dedryck Boyata,Hertha Berlin,33, D(C),17(2),1545,1,-,3,-,0.5,89,1.5,-,6.66
142,Gonzalo Castro,Stuttgart,36," D(L),M(CR)",23(3),1746,4,2,9,-,1.2,76.6,0.4,-,6.66
143,Jeffrey Gouweleeuw,Augsburg,32, D(C),32,2836,1,-,9,-,0.2,78.9,1.6,1,6.66
144,Breel Embolo,Borussia M.Gladbach,27," AM(CR),FW",16(15),1435,5,2,4,-,1.3,73.6,1.2,1,6.66
145,Keven Schlotterbeck,Freiburg,27, D(C),18(6),1650,-,-,3,-,0.3,80.8,2.1,-,6.66
146,Dodi Lukébakio,Hertha Berlin,26," AM(CLR),FW",21(8),1870,5,5,2,1,1.4,76.4,0.8,-,6.65
147,Jonathan Schmid,Freiburg,33," D(R),M(CLR)",27(4),2399,2,2,4,-,0.7,77.1,0.5,-,6.65
148,Thomas Meunier,Borussia Dortmund,32," D(R),M(R)",17(4),1474,1,1,3,-,0.6,82.1,0.7,1,6.65
149,Rubén Vargas,Augsburg,25," AM(CLR),FW",18(12),1615,6,3,2,1,1.3,76.3,0.6,2,6.65
150,Joel Pohjanpalo,Union Berlin,29, FW,10(9),851,6,-,-,-,1.6,68.6,1.7,1,6.65
151,Ömer Toprak,Werder Bremen,34, D(C),24(2),1947,2,-,1,-,0.4,82.2,2.1,1,6.64
152,Nadiem Amiri,Leverkusen,27, M(CLR),20(9),1888,2,6,5,-,1.4,85.5,0.1,-,6.64
153,Niclas Füllkrug,Werder Bremen,31, FW,10(9),879,6,-,1,-,1.8,57.7,2.9,1,6.64
154,Elvis Rexhbeçaj,FC Koln,26, M(C),20(10),1835,5,2,4,-,0.9,66.3,0.4,2,6.63
155,Florian Müller,Freiburg,26, GK,31,2790,-,-,-,-,-,64.7,0.2,2,6.63
156,Manuel Gulde,Freiburg,33, D(C),22(5),1959,2,-,3,-,0.3,87.6,1.7,-,6.62
157,Wendell,Leverkusen,30," D(CL),M(L)",15(7),1454,-,-,3,-,0.3,86,0.8,-,6.62
158,Daley Sinkgraven,Leverkusen,28," D(L),M(CL)",19(3),1574,-,-,4,-,0.3,81.9,0.4,-,6.62
159,Robin Zentner,Mainz,29, GK,31,2790,-,-,2,-,0.1,60.2,0.3,-,6.62
160,Manuel Neuer,Bayern,38, GK,33,2970,-,-,1,-,-,84.2,0.1,1,6.61
161,Ermedin Demirovic,Freiburg,26," AM(CL),FW",19(11),1510,5,6,7,-,1.4,53,1.3,-,6.61
162,Manuel Prietl,Arminia Bielefeld,32, M(C),28,2518,1,1,3,-,0.6,79.8,1.2,-,6.61
163,Charles Aránguiz,Leverkusen,35, M(C),20(1),1676,-,-,4,-,0.2,85.8,0.5,-,6.61
164,Makoto Hasebe,Eintracht Frankfurt,40," D(CR),M(CR)",26(3),2291,-,-,5,-,0.1,88.4,1.1,-,6.60
165,Josuha Guilavogui,Wolfsburg,33," D(C),M(C)",7(13),737,-,-,3,-,0.3,84.1,1.1,2,6.60
166,Anderson Lucoqui,Arminia Bielefeld,26," D(L),M(L)",18(3),1607,-,-,5,-,0.4,67,1.2,-,6.60
167,Leonardo Bittencourt,Werder Bremen,30," M(CLR),FW",19(8),1522,4,1,3,-,1.6,76,0.4,2,6.60
168,Alexander Schwolow,Hertha Berlin,31, GK,26,2340,-,-,-,-,-,77.3,0.2,2,6.60
169,Peter Pekarík,Hertha Berlin,37," D(LR),M(R)",22(1),1703,3,1,4,-,0.3,82.7,0.7,-,6.59
170,Aleksandar Dragovic,Leverkusen,33, D(CR),11(7),1131,1,-,3,-,0.2,88.9,1.3,1,6.59
171,Sebastian Rode,Eintracht Frankfurt,33," D(R),M(C)",19(8),1630,1,-,10,-,0.1,85.5,0.7,-,6.59
172,Lukas Klostermann,RBL,27," D(CLR),M(R)",15(8),1445,1,-,2,-,0.5,87,0.7,-,6.58
173,Philipp Lienhart,Freiburg,27, D(C),34,2994,4,-,4,-,0.3,85,1.7,-,6.58
174,Stefan Posch,Hoffenheim,26, D(CR),25(1),2124,-,-,9,1,0.4,79,2,1,6.58
175,Jérôme Roussillon,Wolfsburg,31," D(L),M(L)",14(6),1231,-,2,-,-,0.6,77.3,0.6,-,6.58
176,Maximilian Philipp,Wolfsburg,30," AM(CLR),FW",13(11),1115,6,2,3,-,1.3,76,0.4,1,6.58
177,Oliver Baumann,Hoffenheim,33, GK,31,2790,-,-,1,-,-,74.7,0.3,-,6.58
178,Julian Brandt,Borussia Dortmund,28," M(CLR),FW",17(14),1494,3,2,-,-,0.7,85.2,0.2,1,6.58
179,Reece Oxford,Augsburg,25," D(C),DMC",13(11),1350,-,-,2,-,0.3,82,2.2,1,6.58
180,Moussa Niakhaté,Mainz,28, D(CL),32,2867,3,1,8,1,0.3,75.3,2.1,-,6.58
181,Suat Serdar,Schalke,27, M(CLR),24(1),1958,1,2,3,-,1.3,75.8,0.6,-,6.58
182,Karim Onisiwo,Mainz,32," AM(CLR),FW",19(12),1843,4,-,2,-,1.7,64.9,1.9,1,6.57
183,Milot Rashica,Werder Bremen,27," AM(CLR),FW",14(10),1464,3,1,-,-,1.8,73.2,0.3,1,6.57
184,Mark Uth,Schalke,32," AM(CR),FW",18(2),1499,3,1,5,-,1.8,80,0.4,1,6.56
185,Niklas Stark,Hertha Berlin,29," D(C),DMC",31(2),2794,-,-,2,-,0.3,82.8,2.1,-,6.56
186,Jirí Pavlenka,Werder Bremen,32, GK,34,3060,-,-,2,-,-,70.4,0.3,2,6.56
187,Marcel Hartel,Arminia Bielefeld,28, M(CLR),20(2),1692,-,-,1,-,1,77.3,0.5,-,6.56
188,Tuta,Eintracht Frankfurt,24, D(C),16(3),1459,-,-,5,-,0.2,84.7,1.7,-,6.56
189,Kevin Trapp,Eintracht Frankfurt,33, GK,33,2970,-,-,-,-,-,66.5,0.2,1,6.55
190,Florian Niederlechner,Augsburg,33," AM(CR),FW",21(7),1746,5,4,2,1,1.7,68.2,1,1,6.55
191,Marco Friedl,Werder Bremen,26," D(CL),M(L)",31(1),2788,-,-,6,-,0.3,80.4,0.9,-,6.55
192,Marius Wolf,FC Koln,28," D(R),M(CLR)",29(2),2563,2,2,3,-,1.3,67.3,0.8,1,6.55
193,Luka Jovic,Eintracht Frankfurt,26, FW,8(10),888,4,-,2,-,1.4,78.6,1.4,-,6.55
194,Daniel Didavi,Stuttgart,34," AM(CR),FW",10(13),968,4,3,2,-,1,77,0.5,-,6.54
195,Péter Gulácsi,RBL,33, GK,33,2970,-,-,-,-,-,85.3,0.1,-,6.54
196,Milos Veljkovic,Werder Bremen,28," D(C),DMC",19(4),1723,-,-,1,-,0.1,74.2,1.5,-,6.54
197,Mu'nas Dabbur,Hoffenheim,31," AM(C),FW",11(11),997,4,-,2,-,1.3,71.1,0.7,-,6.54
198,Raphael Framberger,Augsburg,28," D(R),M(R)",19(2),1547,-,1,4,1,-,59.8,1,1,6.53
199,Robin Quaison,Mainz,30," M(CLR),FW",18(10),1480,6,2,1,-,1.3,67.5,0.8,1,6.53
200,Aymen Barkok,Eintracht Frankfurt,25, M(CR),9(17),970,2,3,5,-,0.7,76.3,0.6,1,6.53
201,Noah Katterbach,FC Koln,23, D(L),12(9),1110,-,-,1,-,0.4,78,0.9,-,6.53
202,Sven Bender,Leverkusen,35," D(C),M(C)",14(4),1172,-,-,1,-,0.2,89.8,1.8,1,6.53
203,Sebastian Rudy,Hoffenheim,34," D(R),M(CR)",21(4),1683,1,2,4,-,0.6,77.4,0.4,-,6.53
204,Andreas Voglsammer,Arminia Bielefeld,32," AM(LR),FW",11(7),1004,2,2,1,-,1.8,57.1,2.4,2,6.53
205,Taiwo Awoniyi,Union Berlin,26, FW,16(5),1366,5,2,-,-,1.4,66.8,1.6,-,6.53
206,Marcus Ingvartsen,Union Berlin,28," AM(CR),FW",24(6),1971,3,5,4,-,1.3,74.1,1.3,-,6.52
207,Denis Zakaria,Borussia M.Gladbach,27," D(C),DMC",15(10),1420,1,1,5,-,0.4,88,0.5,-,6.52
208,Valentino Lazaro,Borussia M.Gladbach,28," D(R),M(CLR)",13(9),1241,2,-,3,-,0.7,79.3,0.7,-,6.52
209,Roman Bürki,Borussia Dortmund,33, GK,18(1),1665,-,-,-,-,-,78.3,0.1,-,6.52
210,Dominique Heintz,Freiburg,30, D(CL),14(7),1366,-,-,3,-,0.1,86.8,1.1,-,6.51
211,Kingsley Ehizibue,FC Koln,28," D(R),M(R)",15(6),1141,-,1,5,-,0.4,75.1,1,-,6.49
212,Tanguy Coulibaly,Stuttgart,23," M(CLR),FW",17(14),1510,2,1,2,-,0.8,74.2,0.5,1,6.49
213,Philipp Förster,Stuttgart,29," M(CLR),FW",17(8),1521,3,1,4,-,0.8,79.8,0.2,-,6.49
214,Eric Choupo-Moting,Bayern,35," M(CLR),FW",8(14),812,3,-,2,-,0.9,79.4,0.6,-,6.48
215,Benjamin Stambouli,Schalke,33," D(CR),M(C)",22(2),1957,-,2,5,-,0.1,74.4,1.4,-,6.47
216,Philipp Klement,Stuttgart,31, M(C),2(16),412,1,2,-,-,0.4,82.1,0.2,-,6.46
217,Malick Thiaw,Schalke,22, D(C),15(4),1450,1,-,3,1,0.4,80.2,1.9,-,6.46
218,Justin Kluivert,RBL,25," AM(CLR),FW",8(11),812,3,-,2,-,0.9,73.2,0.3,-,6.46
219,Lukás Hrádecky,Leverkusen,34, GK,29,2566,-,-,1,-,-,74.8,0.3,-,6.46
220,Kevin Möhwald,Werder Bremen,30, M(CR),17(10),1567,5,1,2,1,0.9,86,0.9,-,6.45
221,Robert Skov,Hoffenheim,27," D(L),M(LR)",12(11),1167,1,-,-,1,1.4,75.4,0.6,-,6.44
222,Krzysztof Piatek,Hertha Berlin,28, FW,18(14),1635,7,1,4,-,1.3,72.3,1.7,1,6.44
223,Atakan Karazor,Stuttgart,27," D(C),DMC",10(9),1031,-,-,3,-,0.2,86.2,1.5,-,6.44
224,Danny Latza,Mainz,34, M(C),21(8),1805,-,2,8,-,0.8,72,1,-,6.44
225,Timo Horn,FC Koln,30, GK,34,3010,-,-,-,-,-,72.7,0.1,1,6.44
226,Lukas Kübler,Freiburg,31," D(CLR),M(R)",11(8),889,-,1,2,-,0.1,69.9,1.3,-,6.44
227,Admir Mehmedi,Wolfsburg,33," M(CLR),FW",8(10),821,-,2,-,-,0.4,80.4,0.3,-,6.44
228,Jonathan Burkardt,Mainz,23," AM(CR),FW",16(13),1377,2,-,-,-,1,71.8,0.7,-,6.44
229,Rani Khedira,Augsburg,30," D(C),DMC",23(4),1829,1,-,5,-,0.4,71.1,1.5,1,6.43
230,Roberto Massimo,Stuttgart,23, M(R),7(11),756,-,-,2,-,0.8,76,0.5,-,6.43
