,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Antoine Griezmann,15,16,2.9,1.2,1.1,0.3,0.9,0.9
1,Karim Benzema,19,3,4.5,0.8,0.3,0.9,1.2,1.2
2,Robert Lewandowski,23,7,4,0.9,1.4,0.6,1.5,1.5
3,Vinícius Júnior,10,9,2.3,3.4,3.7,0.7,1.8,1.8
4,Rodrygo,9,8,2.9,2.4,1.4,0.3,0.9,0.9
5,Pedri,6,1,0.8,1.4,1.7,0.2,1.2,1.2
6,Joselu,16,2,2.7,0.5,2.1,0.8,1.3,1.3
7,Frenkie de Jong,2,4,0.5,1.1,1,-,0.7,0.7
8,Ousmane Dembélé,5,7,2,2.1,0.8,0.2,0.7,0.7
9,Mikel Merino,2,9,1.3,0.7,1.5,0.1,1.1,1.1
10,Lee Kang-In,6,6,1.3,2.5,1.7,0.1,1.2,1.2
11,Federico Valverde,7,4,1.9,0.9,0.4,0.1,0.2,0.2
12,Sergi Darder,6,3,1,1.8,2.1,0.1,0.7,0.7
13,Enes Ünal,14,3,2.5,0.6,2.2,0.8,1.4,1.4
14,Juan Foyth,1,-,0.6,1.1,0.4,-,0.6,0.6
15,Isi Palazón,9,5,2.5,1.4,2.8,0.2,1.8,1.8
16,Raphinha,7,7,2.2,1.3,1,0.4,0.7,0.7
17,Toni Kroos,2,4,1,0.3,1.2,-,0.4,0.4
18,Aleix García,1,5,1.1,0.4,1,-,0.4,0.4
19,Aurélien Tchouaméni,-,4,1.2,0.8,1.1,-,0.4,0.4
20,Conan Ledesma,-,-,-,0.1,0.2,-,-,-
21,Éder Militão,5,-,0.7,0.3,1.2,-,0.2,0.2
22,Vedat Muriqi,15,3,2.2,0.3,1.1,0.8,1.3,1.3
23,Sergio Busquets,-,4,0.3,0.4,1.3,-,0.4,0.4
24,Takefusa Kubo,9,4,2.1,1.4,1.4,0.6,1.2,1.2
25,Guido Rodríguez,1,-,0.6,0.6,1.9,-,0.6,0.6
26,José Gayà,1,3,0.7,0.8,0.9,0.2,0.4,0.4
27,Javi Galán,-,3,0.4,1.9,2,0.2,1.1,1.1
28,Jules Koundé,1,3,0.5,0.5,0.4,0.1,0.6,0.6
29,José Giménez,2,1,0.8,0.2,0.3,-,-,-
30,Dani Parejo,3,4,0.8,0.8,2,-,0.9,0.9
31,Marco Asensio,9,6,1.9,0.7,0.5,0.1,0.4,0.4
32,Thibaut Courtois,-,-,-,0.1,0.1,-,-,-
33,Gerard Moreno,7,3,2,1.4,0.7,0.6,0.9,0.9
34,Brais Méndez,8,4,1.8,0.4,1.6,0.1,0.9,0.9
35,Loïc Badé,1,-,0.2,0.3,0.2,-,0.1,0.1
36,Iago Aspas,12,3,2.1,0.6,1.6,0.3,1.2,1.2
37,Viktor Tsygankov,3,6,1,0.9,1.1,0.1,0.8,0.8
38,Ronald Araujo,-,2,0.8,0.5,0.8,-,0.3,0.3
39,Yeremy Pino,4,5,1.4,1.3,1.5,0.5,1.1,1.1
40,Lucas Robertone,2,7,1,0.7,2.4,0.1,0.5,0.5
41,Reinildo,-,-,0.3,0.3,1.4,-,0.4,0.4
42,Alejandro Balde,1,6,0.6,1.5,0.9,0.2,0.7,0.7
43,Nico Williams,6,4,1.7,2.3,1,0.4,1.3,1.3
44,Samuel Chukwueze,6,5,1.6,2.3,0.9,0.3,0.8,0.8
45,Antonio Raíllo,2,3,0.4,0.1,0.7,0.2,0.1,0.1
46,Nicolas Jackson,12,4,1.6,0.9,1,0.5,1.5,1.5
47,Ayoze Pérez,3,1,1.8,2.2,1.5,0.1,1.4,1.4
48,Marc-André ter Stegen,-,-,-,-,0.1,-,-,-
49,Yannick Carrasco,7,3,1.9,1.7,0.6,0.2,1,1
50,Alexander Sørloth,12,3,1.9,0.9,0.5,0.5,1.8,1.8
51,David Silva,2,5,1.1,0.7,1.2,0.1,0.9,0.9
52,Álvaro Morata,13,2,2,0.6,1.6,0.7,0.7,0.7
53,Aitor Fernández,-,-,-,-,-,-,-,-
54,André Almeida,2,4,0.7,1.4,1.2,-,1.4,1.4
55,David Soria,-,-,-,-,0.1,-,-,-
56,Gavi,2,4,0.8,0.8,2,0.3,0.9,0.9
57,Iñaki Williams,10,3,2.4,1.3,0.9,0.6,1.2,1.2
58,Jordi Masip,-,-,-,-,0.2,-,-,-
59,Giovani Lo Celso,2,3,1.4,1,1.4,0.2,1,1
60,Jordi Alba,2,3,0.5,0.2,0.2,0.4,0.3,0.3
61,Andreas Christensen,1,1,0.4,-,0.3,-,-,-
62,Álvaro García,5,5,1.5,0.6,0.9,0.3,0.5,0.5
63,Gabri Veiga,11,4,1.7,1.1,1.1,0.1,0.6,0.6
64,Samuel Lino,6,1,2.5,1.4,1.6,0.4,1.5,1.5
65,Juan Miranda,3,2,1,0.4,1,-,0.4,0.4
66,Marcos Llorente,1,2,1.1,0.5,0.6,0.1,0.5,0.5
67,Rodrigo De Paul,2,7,0.7,0.5,1.6,-,0.5,0.5
68,Pau Torres,1,-,0.4,0.8,0.5,-,0.1,0.1
69,Adri Embarba,4,3,1.7,1.6,1,0.3,1.1,1.1
70,Yuri Berchiche,1,1,1,0.4,1.1,0.2,0.5,0.5
71,Yeray Álvarez,1,1,0.3,0.2,0.8,-,-,-
72,Nahuel Molina,4,2,0.6,0.6,0.5,0.1,0.3,0.3
73,Lucas Boyé,7,2,2.1,2.2,1.3,0.4,2.4,2.4
74,Iza Carcelén,-,1,0.3,0.5,1,0.1,0.7,0.7
75,Eduardo Camavinga,-,1,0.5,1,1.9,0.1,0.8,0.8
76,Youssouf Sabaly,1,1,0.5,0.8,1.4,0.1,1.1,1.1
77,Pablo Maffeo,2,4,0.6,1,1.3,0.1,1,1
78,Marcos Acuña,3,2,0.7,0.9,1.1,-,0.7,0.7
79,Santi Comesaña,3,2,0.7,1,0.8,0.1,1,1
80,David García,2,-,0.5,0.1,0.5,-,0.1,0.1
81,Robin Le Normand,-,-,0.4,0.1,0.9,0.1,0.3,0.3
82,David López,3,1,0.6,0.3,0.8,0.2,0.1,0.1
83,Gonzalo Plata,1,5,1.1,1.9,1.2,0.1,1.1,1.1
84,Diego Rico,-,-,0.5,0.7,1.3,0.1,0.5,0.5
85,Dani Ceballos,-,4,0.6,1.3,1.4,-,0.9,0.9
86,Gerard Gumbau,1,6,1.3,0.2,0.6,0.1,0.3,0.3
87,Alex Berenguer,4,1,1.5,1,0.7,0.5,1.1,1.1
88,Copete,1,-,0.2,0.7,0.9,0.1,0.2,0.2
89,Omar Alderete,1,1,0.7,0.7,0.4,-,0.3,0.3
90,Arnau Martínez,3,4,0.6,0.7,2,0.2,0.5,0.5
91,Germán Pezzella,-,-,0.3,0.1,0.5,-,-,-
92,Unai Núñez,-,-,0.4,0.3,0.9,-,0.1,0.1
93,Edgar Badia,-,-,-,-,0.2,-,-,-
94,Iker Muniain,-,3,0.9,1.3,2.1,-,1,1
95,Alfonso Espino,-,4,0.6,0.7,1,0.1,0.6,0.6
96,Oihan Sancet,10,2,1.6,1.3,1.5,0.1,1.7,1.7
97,Mario Hermoso,3,2,0.6,0.5,0.5,0.1,0.3,0.3
98,William Carvalho,3,-,0.8,0.9,1.2,0.1,0.8,0.8
99,Koke,-,3,0.5,0.4,0.8,-,0.5,0.5
100,Fran García,2,3,0.8,0.8,0.7,0.1,0.3,0.3
101,Étienne Capoue,3,-,0.9,1.1,1.5,-,0.5,0.5
102,Sergio Canales,4,3,1.3,0.9,1,0.1,1.3,1.3
103,Stefan Savic,-,-,0.1,0.2,0.4,-,0.1,0.1
104,Cyle Larin,8,3,2.7,0.5,1.3,1.5,1.9,1.9
105,Lucas Torró,1,-,0.8,0.3,0.9,-,0.4,0.4
106,Lucas Ocampos,4,-,1.6,1.3,1.3,0.3,0.9,0.9
107,Álex Remiro,-,-,-,-,0.1,-,-,-
108,Valentín Castellanos,13,-,2.5,0.4,1.3,0.9,0.6,0.6
109,Moi Gómez,3,2,0.6,0.8,0.8,-,0.5,0.5
110,Martín Zubimendi,1,3,0.4,0.3,0.9,-,0.5,0.5
