,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
0,Domenico Berardi,1,0.9,1.6,-,0.7,1.3,0.1,-
1,Rafael Leão,0.5,0.4,0.7,-,0.2,0.3,-,-
2,Sergej Milinkovic-Savic,1.8,0.9,1.5,-,1.1,1,0.2,-
3,Lorenzo Pellegrini,1.3,1,1.6,-,0.7,1.6,-,-
4,Dusan Vlahovic,0.2,-,0.9,-,0.7,0.4,0.1,-
5,Ciro Immobile,0.3,0.1,1.2,-,0.5,0.5,-,-
6,Luis Muriel,0.6,0.1,0.5,-,0.2,0.6,-,-
7,Hakan Çalhanoglu,1.2,0.7,1.1,-,0.3,0.9,0.1,-
8,Victor Osimhen,0.4,0.1,1.4,-,0.6,0.1,0.1,-
9,Ivan Perisic,1.1,1.3,0.8,-,0.9,0.6,0.2,-
10,Paulo Dybala,1,0.3,0.6,-,0.1,0.9,-,-
11,Bremer,1.5,3.2,2,0.6,4,0.3,0.7,-
12,Gianluca Caprari,1.2,0.1,1.2,-,0.1,1,-,-
13,Juan Cuadrado,1.5,0.9,0.6,-,0.9,0.8,0.2,-
14,Lautaro Martínez,0.6,0.5,1.1,-,0.2,0.1,-,-
15,Tammy Abraham,0.7,0.1,1,-,0.7,0.4,0.1,-
16,Théo Hernández,1.7,0.7,1.1,0.3,0.8,0.3,0.1,-
17,Marcelo Brozovic,2.2,1.1,1.2,-,0.9,1,0.3,-
18,Nicolò Barella,1.8,0.6,0.8,-,0.2,0.7,0.1,-
19,Fabián Ruiz,1.7,0.7,0.7,-,1,1.2,-,-
20,Lorenzo Insigne,0.7,0.6,0.6,-,-,1.1,-,-
21,Kalidou Koulibaly,1.4,1.1,1,0.7,3.1,0.5,0.9,-
22,Edin Dzeko,0.4,0.1,0.8,-,1,0.5,0.1,-
23,Duván Zapata,0.3,0.1,1.2,-,0.2,0.2,-,-
24,Frank Anguissa,2,1,1.5,-,1.2,1,0.2,-
25,Giovanni Di Lorenzo,1.8,1.2,1.1,0.2,1.2,0.8,0.3,-
26,Gerard Deulofeu,0.3,0.3,0.7,-,0.1,0.6,-,-
27,Sandro Tonali,1.5,0.9,1.3,-,0.5,0.6,0.2,-
28,Felipe Anderson,1.9,0.5,1.1,-,0.4,1.9,0.2,-
29,Nicolás González,0.6,0.6,0.9,-,0.1,0.6,0.1,-
30,Mattia Zaccagni,1.1,0.7,1,-,0.1,0.3,0.1,-
31,José Palomino,2.3,2.9,1.1,0.7,2.3,0.5,0.6,-
32,Henrikh Mkhitaryan,1.5,0.7,1.3,-,0.8,1.1,0.1,-
33,Olivier Giroud,0.5,0.1,1.1,-,0.7,0.5,0.1,-
34,Fikayo Tomori,2.4,1.5,0.6,0.5,2.5,0.3,0.7,-
35,Mário Rui,2,1.2,0.9,0.3,1.3,1.3,0.2,-
36,Milan Djuric,-,0.1,0.7,-,1,0.1,-,-
37,Luis Alberto,0.9,0.4,0.4,-,0.2,1.3,0.1,-
38,Bryan Cristante,2.3,1.2,1.2,0.1,1.3,0.9,0.1,1
39,Antonio Candreva,0.8,0.9,0.5,-,0.3,1,0.1,-
40,Franck Kessié,1.3,0.7,1.2,0.1,0.7,0.3,0.3,-
41,Danilo,1.7,1.5,0.9,0.3,2.1,0.5,0.5,-
42,Mike Maignan,0.1,-,-,-,0.5,-,-,-
43,Antonín Barák,0.6,0.2,0.9,-,0.8,0.4,0.2,-
44,Ruslan Malinovskyi,0.6,0.2,1.3,-,-,0.5,0.1,-
45,Alessandro Bastoni,1.4,1.1,1,0.2,1.8,0.5,0.4,-
46,Pedro,1.1,0.2,1,-,0.3,1,0.1,-
47,Hamed Traorè,1,0.4,1,-,0.1,1.2,0.1,-
48,Giovanni Simeone,0.8,0.2,1.6,-,0.6,0.9,0.1,-
49,Davide Calabria,2.4,0.9,0.6,0.2,1.1,1.3,0.2,-
50,Matthijs de Ligt,1.1,0.8,1,0.2,3.1,0.1,0.7,-
