,Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
120,Rasmus Højlund,0.1,-,0.7,-,0.2,0.2,-,-
121,Gianluca Mancini,1.1,1.3,1.1,0.1,1.8,0.5,0.5,-
122,Darko Lazovic,0.8,0.5,0.3,-,0.6,0.5,0.1,-
123,Sandi Lovric,1.1,0.7,0.8,-,0.5,0.5,0.1,-
124,Mathías Olivera,1.3,0.7,0.7,0.2,0.8,0.7,0.1,-
125,Beto,0.5,0.2,1.1,-,0.9,0.4,0.1,-
126,Johan Vásquez,1.6,1.8,0.8,0.6,3.4,0.8,0.8,-
127,Walace,2.2,1.4,1.1,0.1,1.2,1.3,0.3,-
128,Nehuén Pérez,2.3,1,0.9,0.4,2.8,0.5,0.7,1
129,Simone Bastoni,2.5,0.4,1.5,0.1,0.7,0.9,0.3,-
130,Leonardo Sernicola,1.4,1.2,1.3,0.2,1.5,0.4,0.2,-
131,Sebastiano Luperto,0.9,1.2,0.6,0.5,4.4,0.3,1.2,-
132,Wladimiro Falcone,0.1,0.1,-,-,1.3,-,-,-
133,Ricardo Rodríguez,1.5,1.1,0.7,0.1,1.6,0.4,0.4,-
134,Nemanja Matic,1.3,0.7,0.5,-,0.5,0.4,0.2,-
135,Mike Maignan,-,-,-,-,0.6,-,-,-
136,Aleksey Miranchuk,0.4,0.1,0.3,-,0.2,0.3,-,-
137,M'Bala Nzola,0.4,0.2,1.8,-,0.7,0.2,0.2,-
138,Stefano Sensi,1.5,0.7,0.6,-,0.1,1.1,0.1,-
139,Eljif Elmas,0.7,0.3,0.6,-,0.1,0.3,0.1,-
140,Emil Holm,1.3,0.5,1.1,-,1.7,0.8,0.3,-
141,Nikola Moro,1.2,0.3,0.6,-,0.7,0.8,0.1,-
142,Tyronne Ebuehi,0.8,0.5,0.5,0.3,2.5,0.2,0.5,-
143,Wilfried Singo,0.9,0.4,1.4,0.1,0.9,0.2,0.1,-
144,Dany Mota,0.3,0.2,0.7,-,0.9,0.3,-,-
145,Dodô,1.2,0.8,0.8,0.4,0.8,0.7,0.1,-
146,Giorgio Scalvini,1.7,1.8,1.7,0.1,1.7,0.9,0.4,-
147,Ethan Ampadu,2.1,1.2,1.4,0.5,2.9,0.8,0.7,-
148,Lorenzo Montipò,-,-,-,-,1.1,0.1,-,-
149,Pedro,1,0.2,0.7,-,0.1,0.5,0.1,-
150,Matteo Darmian,1.8,0.7,0.7,-,1.1,0.5,0.2,-
151,Samuel Umtiti,2.1,1,1.3,0.1,3.1,0.3,0.6,-
152,Mehdi Léris,2,0.8,1.6,-,0.9,1,0.2,-
153,Musa Barrow,0.7,-,0.6,-,0.2,0.2,-,-
154,Valentin Gendrey,2.4,1,0.6,0.2,2.1,0.8,0.1,-
155,Simone Verdi,0.6,-,0.6,-,0.1,0.5,-,-
156,Samuele Ricci,1.1,0.6,0.8,-,0.9,0.2,0.2,-
157,Nicolò Cambiaghi,1.1,0.3,0.9,-,0.2,0.7,-,-
158,Pablo Marí,1.2,1,1,0.5,3.6,0.3,0.5,-
159,Arthur Cabral,0.3,-,0.9,-,0.4,0.1,-,-
160,Alexis Blin,2,1,1.3,0.1,1.9,1,0.4,-
161,Danilo Cataldi,0.9,0.8,0.4,-,1.1,0.9,0.3,-
162,David Okereke,0.4,0.3,0.6,-,0.4,0.4,0.1,-
163,Matteo Politano,0.7,0.3,0.4,-,0.2,0.5,-,-
164,Jhon Lucumí,1.6,1.1,0.9,0.4,2.8,0.6,0.8,1
165,Isak Hien,2.3,1,1.6,0.5,2.8,0.7,0.5,-
166,Martin Erlic,1,1.1,0.8,1,4.1,0.5,0.8,1
167,Krzysztof Piatek,0.5,0.1,1.2,-,1.2,0.5,0.1,-
168,Nicola Zalewski,1.4,0.9,0.7,-,0.6,1.5,-,-
169,Alessandro Zanoli,1,0.5,0.2,-,1.6,0.4,0.7,-
170,Federico Chiesa,1,-,0.6,-,-,0.4,-,-
171,Alexis Saelemaekers,1,0.6,0.8,-,0.2,0.7,-,-
172,Pierre Kalulu,1.7,1.2,0.7,0.3,1.4,0.4,0.5,-
173,Andrea Cambiaso,1.8,0.8,0.8,0.1,0.8,1.2,0.1,-
174,Juan Musso,-,-,-,-,0.5,-,-,1
175,Bartlomiej Dragowski,-,-,-,-,0.9,0.1,-,-
176,Jonathan Ikoné,0.5,0.1,0.8,-,-,0.3,-,-
177,Jean-Daniel Akpa Akpro,2.2,0.5,1.3,-,0.9,0.8,0.2,-
178,Vanja Milinkovic-Savic,0.1,-,-,-,1,-,-,-
179,Frank Tsadjout,0.5,0.4,1.1,-,0.5,0.3,0.1,-
180,Remi Oudin,0.8,0.9,0.3,-,0.6,0.4,0.1,-
181,Aleksa Terzic,0.7,0.2,0.2,0.1,0.7,0.5,0.2,-
182,Merih Demiral,1.5,0.9,0.5,0.5,1.9,0.4,0.3,-
183,Pawel Dawidowicz,2.1,1,1.6,0.3,3,0.4,0.4,-
184,Matheus Henrique,0.9,0.4,0.7,-,0.3,0.4,0.1,-
185,Lorenzo Pirola,1.3,1.2,1.1,0.5,3.2,0.3,1.3,-
186,Manolo Gabbiadini,0.7,0.2,1.2,-,0.7,0.4,0.1,-
187,Manuel Lazzari,1.1,0.6,0.5,0.2,1,0.5,0.2,1
188,Marco Silvestri,0.1,-,-,-,0.8,-,-,-
189,Luka Lochoshvili,1.8,0.9,1.1,0.2,3.4,0.4,0.4,-
190,Rogério,1,1,0.8,0.4,1.7,0.5,0.3,-
191,Leonardo Spinazzola,0.6,0.3,0.5,-,0.8,0.6,0.1,-
192,Filippo Bandinelli,1.6,0.5,1.5,-,1.1,0.8,0.2,-
193,Tommaso Baldanzi,1,0.1,0.5,-,0.2,1,-,-
194,Isaac Success,0.3,0.1,1.1,-,0.6,0.2,0.1,-
195,Andrea Colpani,0.5,0.1,0.8,-,0.2,0.1,0.1,-
196,Matías Vecino,1.5,0.5,0.8,-,1.2,0.8,0.3,-
197,Francesco Caputo,0.1,0.1,0.6,-,0.4,-,0.1,-
198,Charalampos Lykogiannis,0.8,0.7,0.7,0.2,1.1,0.4,0.2,-
199,Flavius Daniliuc,2.1,1.1,1.2,0.4,2.6,0.8,0.5,-
200,Kevin Agudelo,2.1,0.3,1,-,0.2,1,0.1,-
201,Elseid Hysaj,1.1,0.6,0.6,0.1,0.9,0.5,0.2,-
202,Antonino Gallo,1.8,0.4,0.4,0.2,2.1,0.6,0.2,2
203,Luka Jovic,0.2,0.1,0.7,-,0.3,0.2,0.1,-
204,Nicolò Fagioli,1.1,0.3,0.8,-,0.2,0.7,0.1,-
205,Mehdi Bourabia,1.1,0.9,0.9,-,1.5,0.6,0.3,-
206,Tommaso Augello,0.5,0.5,0.4,0.3,1.3,0.3,0.2,-
207,Soualiho Meïté,1.5,0.9,0.9,-,1.1,0.8,0.2,-
208,Valentino Lazaro,0.4,0.1,0.6,0.1,1,0.4,0.1,-
209,Mario Pasalic,0.7,0.7,0.8,-,0.4,0.5,0.1,-
210,Andrea Petagna,0.2,0.1,0.9,-,0.6,0.1,0.1,-
211,Pietro Terracciano,0.1,-,0.1,-,0.8,-,-,-
212,Arkadiusz Reca,1.5,0.8,1.1,0.1,1.7,0.4,0.2,-
213,Alberto Grassi,1,1.1,0.9,-,1.8,0.4,0.5,-
214,Matteo Bianchetti,1.3,0.8,0.7,0.7,4.3,0.5,0.7,-
215,Maxime Lopez,1.4,0.7,1,-,0.6,1.3,0.2,-
216,Duván Zapata,0.3,0.2,0.7,-,0.6,0.1,0.1,-
217,Joakim Mæhle,0.9,0.7,0.5,-,0.6,0.5,0.2,-
218,Emanuel Aiwu,2.4,1.1,0.9,0.4,2.1,0.6,0.7,-
219,Luis Muriel,0.3,0.1,0.6,-,0.1,0.4,-,-
220,Giangiacomo Magnani,1.4,0.9,0.9,0.1,3.1,0.3,0.6,1
221,Koffi Djidji,1.5,1,0.8,0.2,2,0.4,0.4,-
222,Gianluca Caprari,0.4,0.2,0.9,-,0.1,0.5,-,-
223,Josh Doig,0.9,0.5,0.6,-,0.5,0.5,0.3,-
224,Nemanja Radonjic,0.1,0.1,0.6,-,0.1,0.1,-,-
225,Adama Soumaoro,1.1,0.7,0.9,0.5,3.1,0.1,0.6,-
226,Bruno Amione,1.9,1,0.9,0.7,2.2,0.9,0.4,-
227,Grigoris Kastanos,1.4,0.3,0.8,-,0.2,0.9,0.2,-
228,Roberto Soriano,1.1,0.2,0.7,-,0.5,0.5,0.1,-
229,Zeki Çelik,1.8,0.6,1.1,-,1,0.7,0.3,-
230,Federico Ceccherini,1.1,0.9,1.4,0.1,2.4,0.5,0.5,-
231,Mërgim Vojvoda,0.8,0.3,0.7,-,0.8,0.4,0.1,-
232,Luca Caldirola,0.8,0.8,1,0.3,2.1,0.4,0.6,-
233,Riccardo Saponara,0.3,0.2,0.5,-,0.3,0.1,-,-
234,Emanuele Valeri,1.4,0.6,0.7,0.1,0.9,1.1,0.1,-
235,Igor Julio,1.6,0.9,1.1,0.7,2,0.3,0.5,-
236,Kingsley Ehizibue,1.7,0.4,1.2,0.1,1.3,0.6,0.1,-
237,Tonny Vilhena,1.3,0.5,1,-,0.6,0.9,0.2,-
238,Ante Rebic,0.4,-,0.8,-,0.2,0.3,-,-
239,Sofyan Amrabat,1.3,0.7,1.9,-,0.6,0.4,0.2,-
240,Harry Winks,1.4,1.2,0.8,-,1,1.5,0.4,-
241,Rui Patrício,-,0.1,-,-,0.3,-,-,-
242,Michele Castagnetti,1.7,0.6,0.6,-,0.8,1.3,0.1,-
243,Kelvin Amian,1.8,0.7,1.2,0.3,2.5,0.2,0.4,-
244,Joshua Zirkzee,0.2,0.2,0.4,-,0.2,0.3,0.1,-
245,Milan Skriniar,1.4,0.6,1.7,0.3,2.2,0.7,0.6,1
246,Filip Djuricic,1.3,0.2,1.2,-,0.2,0.6,0.2,-
247,Robin Gosens,1.1,0.7,0.5,-,0.4,0.3,0.1,-
248,Giacomo Raspadori,0.4,0.2,0.3,-,0.1,0.2,-,-
249,Sam Lammers,0.6,0.3,1,0.1,0.6,0.5,0.2,-
250,Assan Ceesay,0.7,0.1,1.1,-,0.6,0.2,0.1,-
251,Davide Faraoni,1.5,0.7,0.9,-,1.5,1.1,0.5,-
252,Karol Linetty,1,0.6,1.6,-,0.7,0.4,0.3,-
253,Petar Stojanovic,1.6,0.4,0.4,0.3,1.8,0.6,0.2,-
254,Tommaso Pobega,1.4,0.5,1.6,-,0.6,0.4,0.2,-
255,Yann Karamoh,0.2,-,0.5,-,-,0.2,-,-
256,Leandro Paredes,0.8,0.7,0.8,-,0.8,0.5,-,-
257,Adrien Tameze,1.4,1,0.9,-,1.4,0.9,0.4,-
258,Dylan Bronn,1.4,0.8,1.2,0.4,2.3,0.4,0.8,-
259,Alfred Duncan,0.7,0.3,1,-,0.2,0.4,-,-
260,Mattia Caldara,1.2,0.9,0.8,0.6,4.3,0.6,0.8,1
261,Gary Medel,0.9,1,0.7,-,1.1,0.3,0.3,-
262,Tomás Rincón,1.6,0.9,1.7,-,0.5,0.9,0.2,-
263,Miguel Veloso,1.5,0.3,0.9,-,0.5,0.5,0.3,1
264,Fabio Miretti,0.9,0.1,0.9,-,0.3,0.6,-,-
265,Joan González,1.4,0.5,1,0.1,0.7,1,0.2,1
266,Domagoj Bradaric,0.8,0.7,0.5,0.1,1.3,0.3,0.2,-
267,Filippo Terracciano,1,0.5,0.4,-,0.6,0.3,0.2,-
268,Joaquín Correa,0.5,0.1,0.5,-,-,0.4,-,-
269,Antonín Barák,0.7,0.1,0.4,-,0.4,0.3,0.1,-
270,Cyriel Dessers,0.4,0.1,1.3,-,0.2,0.2,0.1,-
271,Andrea Pinamonti,0.3,0.1,0.7,-,0.3,0.1,0.1,-
272,Charles De Ketelaere,0.8,0.1,0.6,-,0.3,0.5,0.1,-
273,Emil Bohinen,1,0.7,0.6,-,0.8,0.5,0.3,-
274,Fabio Depaoli,1.5,0.6,1.4,-,0.9,0.6,0.2,-
275,Jeremy Toljan,1.2,0.6,0.3,0.4,1.1,0.4,0.5,-
276,Federico Di Francesco,0.8,0.2,1.2,-,0.4,0.3,-,-
277,Albin Ekdal,1.2,0.8,1,-,1.2,0.8,0.1,-
278,Lameck Banda,0.8,0.2,0.9,-,0.1,0.7,0.1,-
279,Diego Coppola,1.3,0.7,0.5,0.2,1.9,0.7,0.3,-
280,Dimitrios Nikolaou,1.3,0.8,0.8,0.4,2.1,0.3,0.7,-
281,José Machín,1.1,0.5,0.8,-,0.6,0.7,0.1,-
282,Cristian Buonaiuto,0.9,0.5,0.6,-,0.2,0.5,-,-
283,Jacopo Fazzini,1.5,0.3,1,-,0.6,0.8,0.1,-
284,Daniel Ciofani,0.2,0.1,0.3,-,0.3,0.1,-,-
285,Marlon,1.3,0.6,0.8,0.2,1.7,0.5,0.1,1
286,Nedim Bajrami,0.4,0.4,0.3,-,0.2,0.1,-,-
287,Edoardo Bove,1.6,0.5,1.1,-,0.3,1,-,-
288,Daniele Verde,0.2,0.3,0.1,-,0.1,0.2,-,-
289,Martín Satriano,0.4,0.1,0.6,-,0.6,0.3,-,-
290,Charles Pickel,1.7,0.7,1,-,0.9,0.8,0.2,-
291,Samuele Birindelli,1.1,0.5,0.5,0.1,0.8,0.4,0.3,-
292,Moise Kean,0.3,0.2,0.5,-,0.1,0.1,-,-
293,Junior Sambia,0.5,0.4,0.5,-,0.5,0.2,0.1,-
294,Divock Origi,0.4,-,0.5,-,0.5,0.2,0.1,-
295,Ruan Tressoldi,1.7,1,1.2,0.9,3.3,0.4,0.7,1
296,Andrea Consigli,-,-,-,-,0.7,-,-,-
297,Enzo Ebosse,0.8,0.6,0.5,-,1.2,0.2,0.3,-
298,Abdou Harroui,0.7,0.1,0.6,-,0.4,0.2,-,-
299,Ilija Nestorovski,0.3,0.1,0.9,-,0.5,0.3,-,-
300,Gian Marco Ferrari,0.7,0.7,0.7,0.9,2.5,0.2,0.6,-
301,Lorenzo Colombo,0.5,0.1,1.1,-,0.2,0.2,-,-
302,Kristian Thorstvedt,0.5,0.5,0.6,-,0.4,0.4,0.2,-
303,Yayah Kallon,0.6,0.4,0.6,-,0.1,0.2,-,-
304,Giovanni Simeone,0.5,-,0.3,-,0.2,0.2,-,-
305,Tolgay Arslan,0.8,0.3,0.4,-,0.2,0.7,-,-
306,Nicolas Haas,1.1,0.3,0.8,-,1,0.5,0.2,-
307,Federico Bonazzoli,0.2,0.1,0.8,-,-,0.4,-,-
308,Roberto Gagliardini,0.8,0.2,1.1,-,0.6,0.6,0.3,-
309,Emmanuel Gyasi,0.7,0.2,1.3,0.1,0.7,0.8,0.2,-
310,Kristjan Asllani,0.6,0.3,0.3,-,0.2,0.2,0.1,-
311,Andrea Belotti,0.4,0.1,0.7,-,0.2,0.2,-,-
312,Tanguy Ndombélé,0.5,0.2,0.5,-,0.2,0.1,-,-
313,Jeison Murillo,1.1,0.4,0.9,0.5,2,0.5,0.7,1
314,Kevin Lasagna,0.5,0.2,0.9,-,0.4,0.3,-,-
315,Demba Seck,0.3,0.1,0.4,-,0.1,0.1,0.1,-
316,Toma Basic,0.2,0.3,0.5,-,0.3,0.2,-,-
317,Liam Henderson,0.5,0.4,1.4,-,0.4,0.7,0.1,-
318,Kristoffer Askildsen,0.3,0.5,1,-,0.3,0.3,0.2,-
319,Giacomo Quagliata,0.5,0.6,0.7,0.1,0.4,0.3,0.1,-
320,Emil Ceïde,0.3,0.1,0.2,-,-,0.1,0.1,-
321,Grégoire Defrel,0.3,0.1,0.5,-,0.2,0.3,-,-
322,Erik Botheim,0.4,-,0.4,-,0.1,0.3,-,-
323,Michel Aebischer,0.4,0.2,0.7,-,0.3,0.5,0.1,-
324,Agustín Álvarez,0.3,0.1,0.4,-,0.1,0.1,-,-
325,Fabio Quagliarella,0.1,-,0.2,-,0.4,0.3,-,-
326,Nicola Murru,1.2,0.5,0.8,0.1,1,0.3,0.4,-
327,Matteo Cancellieri,0.5,0.1,0.7,-,0.1,0.2,-,-
328,Christian Gytkjær,0.3,-,0.5,-,0.1,0.1,-,-
329,Felix Afena-Gyan,0.3,-,0.8,-,0.1,0.3,-,-
