,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
1,Joshua Kimmich,37,Bayern Munich,28,D,33,2815,6,2.6,75.5,89.7,2.2,4.8,0.3,7.47,5,4,1,0.8,0.5,4,0.4,1.5,0.0,0.8,0.8,2.4,1.2,0.7,0.0,1.1,1.0,0.2,0
8,Raphaël Guerreiro,44,Borussia Dortmund,29,D,27,2296,12,2.1,56.7,85.1,1.1,1.5,0.1,7.27,4,4,0,1.2,0.2,3,1.0,0.4,0.1,0.7,1.0,1.3,1.3,0.3,0.3,0.8,0.5,0.1,0
10,Jonas Hofmann,134,Borussia M.Gladbach,30,D,31,2693,9,3.2,41.8,80.9,2.4,1.5,0.3,7.25,12,2,0,1.5,0.4,7,0.5,1.3,0.7,1.1,1.4,1.0,0.5,0.5,0.0,0.4,1.2,0.1,0
15,Benjamin Pavard,37,Bayern Munich,27,D,30,2432,1,0.6,74.4,89.9,0.4,3.2,0.0,7.17,4,6,0,1.1,2.1,2,0.0,0.6,0.2,0.1,0.4,2.3,1.5,0.9,0.2,2.5,0.4,0.5,0
16,Alphonso Davies,37,Bayern Munich,22,D,26,2049,4,1.7,53.0,87.2,0.3,1.4,0.0,7.14,1,0,0,0.7,0.2,2,2.7,1.0,0.1,1.0,1.9,1.7,0.9,0.3,0.2,0.7,0.8,0.2,0
18,Julian Chabot,282,FC Koln,25,D,21,1806,2,0.2,56.1,82.7,0.0,2.2,0.0,7.12,0,3,0,0.7,4.3,2,0.2,1.0,0.1,0.1,0.2,1.7,2.0,1.4,0.5,4.9,0.7,0.9,0
19,Jeremie Frimpong,36,Bayer Leverkusen,22,D,34,2723,7,1.3,27.5,81.2,0.5,0.5,0.0,7.12,8,4,0,1.1,0.4,4,2.5,1.7,0.2,1.4,2.6,1.6,0.5,0.6,0.1,0.9,0.6,0.1,0
24,Nico Schlotterbeck,44,Borussia Dortmund,23,D,28,2255,5,0.5,67.4,86.8,0.0,5.3,0.1,7.09,4,3,0,0.6,2.1,0,0.4,0.6,0.0,0.3,0.5,2.1,1.1,0.6,1.0,2.4,0.6,0.8,0
27,Willi Orbán,7614,RB Leipzig,30,D,33,2951,0,0.2,79.6,89.1,0.0,4.2,0.0,7.04,4,3,0,0.8,3.4,0,0.2,1.0,0.1,0.2,0.4,1.5,1.2,0.5,0.5,3.9,0.5,0.7,1
31,Borna Sosa,41,VfB Stuttgart,25,D,25,1961,7,2.7,41.0,82.2,3.2,1.8,0.0,7.01,2,5,0,0.6,0.6,2,0.7,0.5,0.0,0.6,0.8,1.1,0.8,0.5,0.2,1.4,0.4,0.2,0
