,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Eden Hazard,16,15,2.5,3.7,2.8,0.3,2.3,2.3
1,Raheem Sterling,17,10,2.3,2.4,1.3,0.4,2.6,2.6
2,Mohamed Salah,22,8,3.6,2.1,0.8,0.7,3.1,3.1
3,Sergio Agüero,21,8,3.6,1.4,0.8,0.8,1.6,1.6
4,Virgil van Dijk,4,2,0.8,0.2,0.6,-,-,-
5,Sadio Mané,22,1,2.4,1.4,1.8,0.7,1.3,1.3
6,Harry Kane,17,4,3.6,1.4,1.9,0.4,1.6,1.6
7,Trent Alexander-Arnold,1,12,1,0.5,0.2,0.1,0.5,0.5
8,Lucas Digne,4,4,1,0.4,0.9,0.1,0.9,0.9
9,Ricardo Pereira,2,6,0.7,1.9,1.4,0.1,1,1
10,Paul Pogba,13,9,3,1.7,2,0.1,2.5,2.5
11,Fernandinho,1,3,1,0.7,0.9,0.1,0.4,0.4
12,Fabian Schär,4,1,1,0.6,0.8,-,0.4,0.4
13,Aaron Wan-Bissaka,-,3,0.3,1.7,0.5,0.1,1.1,1.1
14,David Silva,6,8,1.5,0.9,0.8,0.2,0.9,0.9
15,Bernardo Silva,7,7,1.7,1.4,0.7,0.1,1,1
16,Leroy Sané,10,10,1.8,1.8,0.5,0.6,1.4,1.4
17,Felipe Anderson,9,4,1.6,2.1,1.4,0.1,1.5,1.5
18,Wilfred Ndidi,2,-,1.4,0.9,0.6,0.1,0.9,0.9
19,Wilfried Zaha,10,5,2.1,3.4,3,0.5,4.2,4.2
20,James Maddison,7,7,2.3,1.4,2.2,0.1,1.1,1.1
21,Roberto Firmino,12,6,2.2,1.4,0.3,0.2,1.8,1.8
22,Luka Milivojevic,12,2,1.5,0.3,1,-,0.5,0.5
23,Marcos Alonso,2,4,1.5,0.5,1.2,0.1,0.9,0.9
24,Alexandre Lacazette,13,8,2.3,1.3,1.5,0.7,1.7,1.7
25,Gylfi Sigurdsson,13,6,2.3,1,1,0.1,0.8,0.8
26,Sol Bamba,4,1,0.8,0.5,0.4,0.1,0.4,0.4
27,Idrissa Gueye,-,2,0.6,0.7,1.2,-,0.9,0.9
28,Michael Keane,1,2,0.9,0.2,0.2,-,0.1,0.1
29,Étienne Capoue,1,3,0.5,1,1.8,-,0.6,0.6
30,Matt Doherty,4,5,1.2,0.5,0.6,0.1,0.6,0.6
31,Willy-Arnaud Boly,4,-,0.7,0.4,0.4,0.1,0.4,0.4
32,Andy Robertson,-,11,0.4,0.8,0.4,-,0.6,0.6
33,James Tarkowski,3,1,0.6,0.2,0.9,0.1,0.3,0.3
34,Shane Duffy,5,1,1.1,0.1,0.3,0.1,0.1,0.1
35,Troy Deeney,9,5,2,0.2,1.1,0.4,1.1,1.1
36,Joël Matip,1,-,0.4,0.3,0.8,-,-,-
37,Kieran Trippier,1,3,0.3,0.3,0.9,0.2,0.5,0.5
38,Pierre-Emerick Aubameyang,22,5,2.6,0.8,0.6,0.6,0.9,0.9
39,Son Heung-Min,12,6,2.4,1.5,0.6,0.7,1.4,1.4
40,Ilkay Gündogan,6,3,1.4,0.6,0.7,-,0.5,0.5
41,Ryan Fraser,7,14,1.3,0.6,1.8,0.3,0.7,0.7
42,Christian Eriksen,8,12,2.4,0.5,0.5,0.1,0.8,0.8
43,David Luiz,3,2,0.9,0.3,0.8,-,0.1,0.1
44,Philip Billing,2,-,1.6,0.7,1.1,0.1,1,1
45,Raúl Jiménez,13,7,2.9,0.9,1,0.9,1.8,1.8
46,Jannik Vestergaard,-,-,0.6,0.4,0.6,-,0.2,0.2
