,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Kevin De Bruyne,7,16,2,1,0.9,0.2,0.9,0.9
1,Erling Haaland,36,8,3.5,0.3,0.7,0.2,0.7,0.7
2,Harry Kane,30,3,3.4,1.1,1.5,0.4,1.5,1.5
3,Bruno Fernandes,8,8,2.5,0.9,1.1,0.4,1.1,1.1
4,Gabriel Jesus,11,6,3,1.7,2.2,0.6,2.5,2.5
5,Kieran Trippier,1,7,0.4,0.5,0.8,0.2,0.2,0.2
6,Bukayo Saka,14,11,2.3,1.7,1.7,0.2,1.6,1.6
7,Solly March,7,7,2.2,1.8,1.2,0.4,1,1
8,Jack Grealish,5,7,1.5,1.6,2.8,0.1,1,1
9,Martin Ødegaard,15,7,2.5,1.3,0.7,-,1.2,1.2
10,Rodri,2,6,1.4,0.7,0.6,0.1,0.5,0.5
11,Gabriel Martinelli,15,5,2.2,1.7,1,0.2,1.6,1.6
12,Ivan Toney,20,4,2.8,0.5,2.2,0.8,1.4,1.4
13,Joelinton,6,1,1.6,1.7,1.1,-,1.6,1.6
14,James Maddison,10,9,2.8,1.5,2.6,0.2,1,1
15,Bruno Guimarães,4,5,0.9,1.4,2.6,-,1.9,1.9
16,Casemiro,4,3,1.2,0.3,0.9,-,0.5,0.5
17,Mohamed Salah,19,12,3.3,1.4,0.9,0.6,2.1,2.1
18,Phil Foden,11,5,1.4,1.3,0.9,0.2,0.9,0.9
19,Ilkay Gündogan,8,4,1.7,0.5,0.8,0.2,0.9,0.9
20,Trent Alexander-Arnold,2,9,1.1,0.8,0.2,0.1,0.6,0.6
21,Ethan Pinnock,3,-,0.5,0.1,0.3,-,0.2,0.2
22,Aleksandar Mitrovic,14,1,3.9,1,1.7,0.6,2.4,2.4
23,Marcus Rashford,17,5,3.1,1.5,0.7,0.4,1.3,1.3
24,Thomas Partey,3,-,0.8,1.1,0.7,-,0.6,0.6
25,Cody Gakpo,7,2,1.9,1.1,1.6,0.4,1.7,1.7
26,Alexander Isak,10,1,2.3,1.5,0.7,0.2,1.1,1.1
27,Alexis Mac Allister,10,2,2.5,1.2,1.6,-,1,1
28,Fabian Schär,1,3,1.6,0.1,0.8,0.2,0.2,0.2
29,Declan Rice,4,2,1,1,0.3,-,0.7,0.7
30,Pierre-Emile Højbjerg,4,5,0.9,0.9,1,-,1,1
31,Eberechi Eze,10,4,1.9,1.9,1.5,0.1,1.4,1.4
32,Riyad Mahrez,5,10,1.4,0.8,1.4,0.2,0.9,0.9
33,Bryan Mbeumo,9,8,1.9,1.2,0.6,0.2,1.4,1.4
34,Kaoru Mitoma,7,5,1.6,1.8,0.8,0.2,1,1
35,Pascal Groß,9,8,1.1,0.5,0.5,0.3,0.5,0.5
