,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
43,James Justin,2,1,0.4,0.8,1.7,0.1,0.6,0.6
44,Luke Shaw,1,5,0.3,1.1,0.9,0.1,0.7,0.7
45,Patrick Bamford,17,7,2.8,0.5,0.6,0.5,0.6,0.6
46,James Tarkowski,1,-,0.6,0.3,0.8,0.1,0.1,0.1
47,Antonio Rüdiger,1,-,0.7,0.2,0.6,0.1,0.1,0.1
48,Trent Alexander-Arnold,2,7,1.5,0.9,0.3,0.1,0.6,0.6
49,Wesley Fofana,-,-,0.4,0.5,1,0.1,0.4,0.4
50,Declan Rice,2,1,0.8,0.9,0.4,0.1,0.6,0.6
51,Kalvin Phillips,1,2,0.5,0.7,1.1,-,0.6,0.6
52,James Maddison,8,5,2.4,0.9,1.8,0.2,1.1,1.1
53,Ben Chilwell,3,5,1,0.6,1.5,0.3,0.7,0.7
54,Emiliano Martínez,-,-,-,-,0.2,-,-,-
55,Frank Anguissa,-,3,0.9,2.7,0.8,-,1.4,1.4
56,Yves Bissouma,1,-,1.2,1.5,0.9,-,0.8,0.8
57,Richarlison,7,3,2.4,1.8,2.1,0.7,1.6,1.6
58,Harvey Barnes,9,4,2.2,1.6,1.3,-,1.2,1.2
59,Jack Harrison,8,8,1.3,1.2,0.6,0.3,1.8,1.8
60,Matheus Pereira,11,6,2,1.2,1.6,0.4,1.4,1.4
61,Vladimír Coufal,-,7,0.4,0.4,1,-,0.5,0.5
62,Pierre-Emile Højbjerg,2,4,0.4,0.6,1.4,-,0.5,0.5
63,Luke Ayling,-,-,0.6,1.1,1.4,0.1,0.6,0.6
64,Reece James,1,2,1.1,1.1,0.5,-,0.7,0.7
65,Oriol Romeu,1,1,0.7,0.7,1.1,-,0.9,0.9
66,Matty Cash,-,2,0.3,0.4,0.8,0.1,0.5,0.5
67,Scott McTominay,4,1,0.8,0.8,1.3,-,0.5,0.5
68,Ben Mee,2,-,0.7,0.1,0.6,-,0.1,0.1
69,Fred,1,-,0.8,0.8,1,-,1,1
70,César Azpilicueta,1,2,0.4,0.2,0.5,0.2,0.2,0.2
71,Ademola Lookman,4,4,2,2.4,1.7,0.4,2.1,2.1
72,Michael Keane,3,1,0.5,0.1,0.2,-,0.1,0.1
73,Rúben Dias,1,-,0.4,0.2,0.6,-,0.1,0.1
74,Thiago Silva,2,-,0.6,0.1,0.7,-,0.1,0.1
75,Illan Meslier,-,-,-,-,0.3,-,-,-
76,Matt Targett,-,2,0.2,0.4,0.6,-,0.2,0.2
77,Diogo Jota,9,-,2.4,1.1,1.1,0.1,1.1,1.1
78,Nélson Semedo,1,1,0.7,1.8,1,0.1,0.8,0.8
79,Jannik Vestergaard,3,-,0.8,0.2,0.4,-,0.2,0.2
80,Alexandre Lacazette,13,2,1.5,0.7,1.7,0.3,1,1
81,Andros Townsend,1,5,1.1,1.3,1.6,0.1,1.6,1.6
82,John McGinn,3,5,1.2,1.4,2.1,-,0.9,0.9
83,Wilfried Zaha,11,2,2,1.8,2.9,0.7,2.6,2.6
84,Andy Robertson,1,7,0.5,0.7,0.3,0.2,0.3,0.3
85,Bukayo Saka,5,3,1.9,1.4,2,0.5,1.3,1.3
86,Jorginho,7,1,0.5,0.6,1,-,0.5,0.5
87,Jonny Evans,2,2,0.3,0.3,0.4,-,0.1,0.1
88,Stuart Dallas,8,2,1.3,0.6,1.3,-,0.9,0.9
89,Dwight McNeil,2,5,0.7,1.8,1.1,0.1,1.7,1.7
90,Nick Pope,-,-,-,-,0.2,-,-,-
91,Romain Saïss,3,-,1,0.3,0.4,-,0.1,0.1
92,Tanguy Ndombélé,3,2,0.5,2.2,1.8,-,1,1
93,Yerry Mina,2,-,0.7,-,0.5,-,-,-
94,N'Golo Kanté,-,2,0.3,0.9,0.2,-,0.5,0.5
95,Toby Alderweireld,1,-,0.4,0.2,0.1,-,0.1,0.1
96,Dani Ceballos,-,3,0.5,1,1,-,0.6,0.6
97,Bertrand Traoré,7,6,1.8,1.4,1.1,0.2,0.7,0.7
98,Mateo Kovacic,-,1,0.9,2,1.1,-,0.9,0.9
99,Joël Veltman,1,1,0.5,0.6,1.4,-,0.3,0.3
100,Oleksandr Zinchenko,-,-,0.8,0.3,0.2,0.1,0.3,0.3
101,Antonee Robinson,-,-,0.4,1.8,0.3,-,0.8,0.8
102,Kelechi Iheanacho,12,2,2.4,1.3,0.5,0.4,1.4,1.4
103,Anthony Martial,4,3,2,1.6,1.2,0.7,1.7,1.7
104,Lewis Dunk,5,-,1,0.2,0.6,0.1,-,-
105,Kyle Walker-Peters,-,2,0.6,1.5,1.4,0.2,1.6,1.6
106,Danny Ings,12,4,2,1,0.6,0.6,0.6,0.6
107,Callum Wilson,12,5,1.9,1,1.6,0.8,1.5,1.5
108,Trézéguet,2,1,1.7,0.8,0.9,0.2,0.6,0.6
109,Timothy Castagne,2,3,0.3,0.4,0.5,-,0.4,0.4
110,Pascal Groß,3,8,0.9,0.3,0.5,0.1,0.5,0.5
111,Fabinho,-,-,0.3,0.2,0.9,-,0.2,0.2
112,Stuart Armstrong,4,5,1.7,2.1,1.1,0.1,2.1,2.1
113,Jordan Henderson,1,1,0.7,0.4,0.5,-,0.2,0.2
114,Aaron Cresswell,-,8,0.5,0.1,0.5,-,0.3,0.3
115,Rúben Neves,5,1,1.9,0.3,0.4,-,0.4,0.4
116,Chris Wood,12,3,2.1,0.2,0.7,0.7,1.3,1.3
117,Eberechi Eze,4,6,1.1,1.9,2.1,-,1.1,1.1
118,Fernandinho,-,2,0.7,0.5,0.5,-,0.2,0.2
119,Timo Werner,6,8,2.3,0.8,0.9,0.8,0.8,0.8
120,Pascal Struijk,1,-,0.5,0.1,0.3,-,0.3,0.3
121,Tyrone Mings,2,2,0.5,0.2,0.5,0.1,0.1,0.1
122,Jonjo Shelvey,1,3,1.4,0.7,0.3,-,0.2,0.2
123,Leandro Trossard,5,5,1.7,1.1,0.9,0.1,1.7,1.7
124,Joachim Andersen,1,1,0.4,0.3,0.5,-,0.1,0.1
125,Karl Darlow,-,-,-,-,0.2,-,-,-
126,Rob Holding,-,1,0.5,0.3,0.2,0.1,0.2,0.2
127,Anwar El Ghazi,10,-,2.3,0.9,1,0.2,1.3,1.3
128,Abdoulaye Doucouré,2,3,0.6,0.7,0.4,-,0.9,0.9
129,Pablo Fornals,5,4,1.5,0.9,0.5,0.2,0.6,0.6
130,Pierre-Emerick Aubameyang,10,3,2,0.4,0.6,0.6,0.7,0.7
131,Ben Godfrey,-,2,0.5,0.3,0.5,0.1,0.2,0.2
132,Ché Adams,9,5,1.5,0.8,1.5,0.5,1.2,1.2
133,Adam Webster,1,-,0.9,0.6,0.5,-,0.2,0.2
134,Kyle Bartley,3,1,0.5,0.1,0.3,0.2,0.1,0.1
135,Emile Smith Rowe,2,4,0.7,0.5,1,0.2,0.4,0.4
136,Allan,-,-,0.3,1.3,1.3,-,0.8,0.8
137,Josh Brownhill,-,1,1,0.5,1,0.1,0.5,0.5
138,Ferran Torres,7,2,1.5,0.8,0.7,0.2,0.9,0.9
139,Nicolas Pépé,10,1,1.7,1,0.9,0.1,0.8,0.8
140,Ross Barkley,3,1,1.6,1.2,0.7,0.2,1.3,1.3
141,Hugo Lloris,-,-,-,-,0.1,-,-,-
142,Willy-Arnaud Boly,1,1,0.7,0.2,0.4,-,0.1,0.1
143,Dan Burn,1,-,0.6,0.4,0.2,0.1,0.3,0.3
144,Ezri Konsa,2,-,0.6,0.2,1.5,-,0.2,0.2
145,Jarrod Bowen,8,5,1.4,0.9,1.4,0.4,1.3,1.3
146,Kyle Walker,1,1,0.4,0.9,0.4,-,0.7,0.7
147,Thomas Partey,-,2,1.1,1.2,0.7,-,0.4,0.4
148,Joelinton,4,2,1.4,1.2,1.2,0.2,1.4,1.4
149,Christian Pulisic,4,2,1.6,1.8,1.2,0.1,1.1,1.1
150,Marc Albrighton,1,5,0.7,1.2,0.6,0.1,0.9,0.9
151,Çaglar Söyüncü,1,-,0.4,0.2,0.7,-,0.2,0.2
152,Alphonse Areola,-,-,-,-,0.1,-,-,-
153,Sam Johnstone,-,1,-,-,0.1,-,-,-
154,Alisson Becker,1,-,-,0.1,0.2,-,-,-
155,Granit Xhaka,1,2,0.7,0.3,1.2,-,0.4,0.4
156,Tosin Adarabioyo,-,-,0.5,0.3,0.2,0.1,0.2,0.2
157,Angelo Ogbonna,3,-,0.5,0.1,0.3,-,0.2,0.2
158,Gabriel Magalhães,2,-,0.7,0.2,1.1,-,0.3,0.3
159,Callum Hudson-Odoi,2,3,1,0.7,0.3,0.2,0.7,0.7
160,David McGoldrick,8,1,2,1.3,0.9,0.5,1.3,1.3
161,Mason Greenwood,7,2,2.2,1.2,0.6,0.1,0.9,0.9
162,Sergio Reguilón,-,3,0.7,0.8,0.7,-,0.6,0.6
163,Conor Townsend,-,2,0.4,0.4,1,0.1,0.3,0.3
164,Matthew Lowton,1,1,0.6,0.8,0.4,-,0.3,0.3
165,Hakim Ziyech,2,3,1.5,0.8,0.7,0.2,0.7,0.7
166,Jan Bednarek,1,1,0.3,0.1,0.4,-,0.1,0.1
167,Tyrick Mitchell,1,1,0.1,0.6,0.6,-,0.6,0.6
168,Ethan Ampadu,-,-,0.3,0.5,1,-,0.2,0.2
169,Tammy Abraham,6,1,1.5,0.3,0.5,0.2,0.3,0.3
170,Victor Lindelöf,1,1,0.1,0.1,0.3,-,0.1,0.1
171,Kenny Tete,-,1,0.3,0.5,0.8,0.1,0.4,0.4
172,Chris Basham,-,1,0.3,0.7,0.9,0.2,0.6,0.6
173,Héctor Bellerín,1,2,0.6,0.5,0.3,-,0.2,0.2
174,Daniel Podence,3,2,1.3,1.6,1.1,0.2,1,1
175,Kieran Tierney,1,3,0.6,0.6,0.7,-,0.5,0.5
176,Oliver McBurnie,1,-,1.3,0.2,1.1,0.2,0.7,0.7
177,Douglas Luiz,-,2,0.8,0.7,1.5,-,0.5,0.5
178,Edinson Cavani,10,3,1.3,0.2,0.5,0.2,0.4,0.4
179,Rodrigo,7,2,1.8,0.6,0.3,0.1,0.8,0.8
180,Craig Dawson,3,-,0.7,-,0.5,0.1,-,-
181,Charlie Taylor,-,1,0.1,0.9,1.2,-,0.3,0.3
182,Isaac Hayden,-,-,0.7,0.3,0.7,-,0.6,0.6
183,Gylfi Sigurdsson,6,5,1.4,0.4,0.5,-,0.8,0.8
184,Danny Welbeck,6,1,1.5,0.8,0.7,0.2,0.5,0.5
185,Jacob Murphy,2,3,1.2,1.5,0.9,0.1,1,1
186,Eric Dier,-,-,0.5,0.1,0.4,-,-,-
187,Harrison Reed,-,2,0.4,0.5,0.8,-,0.3,0.3
188,Miguel Almirón,4,1,1,1.1,1.1,0.2,1,1
189,Leander Dendoncker,1,-,0.9,0.2,0.4,0.1,0.3,0.3
190,Willian,1,5,0.8,0.5,0.8,0.2,0.6,0.6
191,João Moutinho,1,-,0.4,0.4,0.6,-,0.3,0.3
192,Séamus Coleman,-,3,0.5,0.8,0.7,-,0.9,0.9
193,Jeffrey Schlupp,2,3,0.7,1.1,0.6,-,1.5,1.5
194,Jordan Pickford,-,-,-,-,0.1,-,-,-
195,Ciaran Clark,1,-,0.4,0.2,0.5,-,-,-
196,Federico Fernández,-,-,0.2,-,0.6,-,0.1,0.1
197,Mason Holgate,1,-,0.2,0.3,1,-,0.2,0.2
198,Conor Gallagher,2,2,1,1,2.1,-,1.2,1.2
199,Ashley Westwood,3,3,0.5,0.3,1.1,-,0.3,0.3
200,Lucas Moura,3,4,0.6,1.1,1.6,0.1,1.2,1.2
201,Ola Aina,2,1,0.5,0.7,0.8,0.1,0.3,0.3
202,Lukasz Fabianski,-,-,-,-,0.1,-,-,-
203,Darnell Furlong,1,3,0.7,0.3,0.9,0.1,0.3,0.3
204,Ederson,-,1,-,-,0.1,-,-,-
205,Georginio Wijnaldum,2,-,0.8,0.9,0.6,-,0.7,0.7
206,Ezgjan Alioski,2,3,0.7,0.3,1.2,0.2,0.4,0.4
207,Kai Havertz,4,3,1.2,0.7,0.6,0.3,1,1
208,Ben White,-,-,0.3,0.7,0.3,-,0.3,0.3
209,Ayoze Pérez,2,1,1.2,1.2,0.9,0.3,1,1
210,Jamaal Lascelles,2,-,0.8,0.2,0.5,-,0.1,0.1
211,Mario Lemina,1,-,0.7,0.9,0.5,-,0.8,0.8
212,Robert Sánchez,-,-,-,-,0.2,-,-,-
213,Saïd Benrahma,1,6,1.2,1.4,0.5,0.1,1.1,1.1
214,John Egan,-,1,0.5,-,0.3,-,-,-
215,Curtis Jones,1,2,0.8,0.9,0.5,-,1.3,1.3
216,Nemanja Matic,-,-,0.3,0.9,0.3,-,0.4,0.4
217,Neal Maupay,8,2,2.2,0.7,1.3,0.4,1.5,1.5
218,Gary Cahill,1,1,0.6,0.1,0.2,0.2,0.1,0.1
219,Cheikhou Kouyaté,1,-,0.2,0.3,0.4,-,0.2,0.2
220,Theo Walcott,3,3,1.4,0.8,1.4,0.4,1.3,1.3
221,Ben Davies,-,1,0.2,0.2,0.7,0.1,0.1,0.1
222,Édouard Mendy,-,-,-,-,0.1,-,-,-
223,Rayan Aït-Nouri,1,1,0.7,1.2,0.9,-,0.9,0.9
224,Bernd Leno,-,-,-,-,0.1,-,-,-
225,Luka Milivojevic,1,1,0.6,0.3,1.1,-,0.6,0.6
226,Aaron Ramsdale,-,-,-,0.1,0.1,-,-,-
227,Nathan Redmond,2,3,1.6,1.3,0.5,0.1,1.3,1.3
228,Joel Ward,-,1,0.1,0.5,0.5,-,0.3,0.3
229,Kasper Schmeichel,-,-,-,-,0.1,-,-,-
230,Ivan Cavaleiro,3,-,1.3,1.5,0.8,0.3,1.4,1.4
231,Alex Iwobi,1,2,0.5,1.5,0.4,-,0.9,0.9
232,Bobby De Cordova-Reid,5,2,1,0.8,0.6,0.1,0.7,0.7
233,Jordan Ayew,1,3,0.8,1.6,1.9,0.2,1.8,1.8
234,Mateusz Klich,4,5,1,0.4,0.6,0.2,0.6,0.6
235,John Fleck,-,2,0.5,1,0.9,-,0.8,0.8
236,Robert Brady,1,1,0.8,0.6,0.5,0.1,0.5,0.5
237,Dara O'Shea,-,-,0.1,0.2,0.6,-,0.1,0.1
238,Conor Coady,-,-,0.2,0.2,0.3,-,0.1,0.1
239,David Luiz,1,-,0.8,0.2,0.3,0.1,0.1,0.1
240,Ruben Loftus-Cheek,1,-,1.2,1.3,1.7,0.1,1.4,1.4
241,Aleksandar Mitrovic,3,3,2.2,0.3,0.9,0.1,0.6,0.6
242,Alex McCarthy,-,-,-,0.1,0.1,-,-,-
243,Steven Bergwijn,1,3,0.7,1,0.8,-,0.7,0.7
244,Jóhann Gudmundsson,2,-,0.9,0.5,0.7,-,0.5,0.5
245,Oliver Norwood,-,-,0.3,0.1,0.3,-,0.2,0.2
246,James Milner,-,1,0.5,0.2,0.4,-,0.5,0.5
247,Rui Patrício,-,-,-,-,-,-,-,-
248,David de Gea,-,-,-,-,0.1,-,-,-
249,Patrick van Aanholt,-,1,0.8,0.5,0.1,0.1,0.3,0.3
250,Ashley Barnes,3,-,1.7,-,2.2,0.8,1,1
251,Tom Davies,-,1,0.3,0.7,1,-,0.4,0.4
252,André Gomes,-,1,0.5,1.1,0.5,0.1,1.1,1.1
253,Vicente Guaita,-,-,-,-,0.2,-,-,-
254,Adam Lallana,1,1,0.7,0.6,0.7,0.1,0.5,0.5
255,Moussa Sissoko,-,-,0.1,0.7,0.4,-,0.6,0.6
256,Alexis Mac Allister,1,1,1.1,0.8,0.7,-,0.8,0.8
257,Erik Pieters,-,1,0.2,0.3,1.1,0.1,0.5,0.5
258,Tyler Roberts,1,2,1,0.6,1.2,0.3,0.6,0.6
259,Mohamed Elneny,1,-,0.4,0.2,0.4,-,0.2,0.2
260,Ryan Bertrand,-,1,0.3,0.1,1.2,0.1,0.3,0.3
261,Grady Diangana,1,-,0.7,1.3,1.8,0.2,1.9,1.9
262,Callum Robinson,5,-,1.1,0.5,0.7,0.3,0.9,0.9
263,Ben Osborn,1,-,0.4,0.8,0.6,0.2,1,1
264,Semi Ajayi,2,-,0.4,0.3,0.1,-,0.2,0.2
265,Enda Stevens,-,1,0.5,0.7,0.3,0.1,1,1
266,Moussa Djenepo,1,-,0.5,1,1.4,0.1,0.6,0.6
267,Nampalys Mendy,-,1,0.2,0.3,1.3,-,0.5,0.5
268,Matej Vydra,3,2,1.3,0.6,0.5,0.4,0.8,0.8
269,Sean Longstaff,-,1,0.7,0.2,1,-,0.3,0.3
270,Érik Lamela,1,-,0.9,1.1,0.4,-,0.6,0.6
271,George Baldock,-,2,0.4,0.5,0.7,0.3,0.6,0.6
272,Donny van de Beek,1,1,0.1,0.4,0.3,-,0.4,0.4
273,Matt Phillips,2,1,0.7,0.7,0.2,0.2,0.8,0.8
274,Jairo Riedewald,2,-,0.2,0.4,0.2,-,0.3,0.3
275,Jamal Lewis,-,1,0.1,0.5,0.7,-,0.5,0.5
276,Jeff Hendrick,2,1,0.5,0.4,0.5,0.1,0.7,0.7
277,Fábio Silva,4,3,1.5,0.2,0.7,0.2,0.7,0.7
278,Hélder Costa,3,3,0.7,0.9,0.8,0.1,0.9,0.9
279,Jay Rodríguez,1,2,1,0.4,0.6,0.5,0.7,0.7
280,Alireza Jahanbakhsh,-,1,0.9,0.5,0.2,-,0.3,0.3
281,Oliver Burke,1,1,1,0.6,0.2,0.1,1.1,1.1
282,Vitinha,-,1,0.4,0.4,0.3,0.1,0.2,0.2
283,John Lundstram,-,2,0.7,0.5,0.7,-,0.7,0.7
284,Ibrahima Diallo,-,-,0.3,0.5,0.5,-,0.7,0.7
285,Jacob Ramsey,-,-,0.5,0.3,0.5,0.1,0.5,0.5
286,Mark Noble,-,-,-,0.1,0.4,-,0.3,0.3
287,Rhian Brewster,-,-,0.9,0.3,0.5,0.1,0.7,0.7
288,Karlan Grant,1,-,0.8,0.4,0.6,0.3,0.8,0.8
289,Hal Robson-Kanu,2,-,0.7,0.3,0.5,0.2,0.8,0.8
290,Romaine Sawyers,-,-,0.2,0.4,0.7,-,0.5,0.5
