,Name,Goals,Assists,SpG,Drb,Fouled,Off,Disp,UnsTch
0,Kevin De Bruyne,15,8,2.6,1,0.9,0.1,0.7,0.7
1,Mohamed Salah,23,13,4,1.5,0.7,0.3,2.3,2.3
2,Son Heung-Min,23,7,2.5,1.5,1,0.5,1.2,1.2
3,Trent Alexander-Arnold,2,12,1.6,0.6,0.2,0.3,0.6,0.6
4,Harry Kane,17,9,3.6,1.5,1.4,0.4,1.6,1.6
5,Rodri,7,2,1.4,0.4,0.6,-,0.7,0.7
6,João Cancelo,1,7,2.3,1.6,0.7,0.1,0.7,0.7
7,Joël Matip,3,3,1.1,0.3,0.4,-,0.2,0.2
8,Phil Foden,9,5,2,1.3,0.8,0.5,1.2,1.2
9,Sadio Mané,16,2,2.9,1.4,1.5,0.6,1.7,1.7
10,Ivan Toney,12,5,2.7,0.7,2.4,0.8,1.3,1.3
11,Bernardo Silva,8,4,1.3,1.5,0.9,0.3,0.7,0.7
12,Reece James,5,9,1.4,1.4,1.2,0.2,0.8,0.8
13,Ilkay Gündogan,8,4,2,0.9,0.4,0.1,0.7,0.7
14,Andy Robertson,3,10,0.6,0.4,0.3,0.1,0.5,0.5
15,Gabriel Jesus,8,8,2.3,1.6,0.9,0.4,1,1
16,Raheem Sterling,13,5,1.9,1.8,1.2,0.3,1.8,1.8
17,Mason Mount,11,10,2.4,0.6,0.7,0.2,1.1,1.1
18,Virgil van Dijk,3,1,1,0.2,0.2,-,0.1,0.1
19,Jack Grealish,3,3,1.7,1.5,2.1,0.2,1.1,1.1
20,John McGinn,3,4,1.2,1.3,2.3,-,0.8,0.8
21,Jarrod Bowen,12,10,2.2,1.4,1.2,0.4,1.4,1.4
22,Pierre-Emile Højbjerg,2,2,0.9,1.1,1.1,-,0.6,0.6
23,Cristiano Ronaldo,18,3,3.7,0.7,0.6,1.1,1,1
24,Declan Rice,1,4,0.7,1.4,0.3,-,0.6,0.6
25,Thiago Alcântara,1,4,1,0.8,0.5,-,0.5,0.5
26,Allan Saint-Maximin,5,5,1.8,4.3,1.3,0.4,2.5,2.5
27,Marcos Alonso,4,4,1.5,0.5,1,0.1,0.9,0.9
28,Diogo Jota,15,4,2.6,0.8,1.1,0.1,0.9,0.9
29,Conor Gallagher,8,3,1.5,1.3,1.9,0.1,1.5,1.5
30,James Maddison,12,8,2.1,0.9,1.8,0.1,0.9,0.9
31,Thiago Silva,3,-,0.6,0.2,0.4,-,0.1,0.1
32,Bukayo Saka,11,7,2.6,1.1,1.6,0.4,1.2,1.2
33,Mateo Kovacic,2,5,0.9,1.5,0.8,-,0.9,0.9
34,Bruno Fernandes,10,6,2.5,0.7,1.3,0.1,1.1,1.1
35,Trevoh Chalobah,3,1,0.5,0.5,0.7,-,0.4,0.4
36,James Ward-Prowse,10,5,1.5,0.3,0.4,-,0.7,0.7
37,Christian Nørgaard,3,4,0.8,0.5,0.9,-,0.7,0.7
38,N'Golo Kanté,2,4,0.7,1.3,0.4,-,1.1,1.1
39,Fabinho,5,1,0.7,0.4,1,-,0.4,0.4
40,Riyad Mahrez,11,5,2.2,0.9,0.5,0.1,0.8,0.8
41,Paul Pogba,1,9,1.6,2,1.5,-,1.4,1.4
42,Yves Bissouma,1,2,0.8,1.3,0.7,-,1,1
43,Wilfried Zaha,14,1,2.1,2.3,3.1,0.7,3.3,3.3
44,Tomás Soucek,5,1,1.3,0.3,0.5,0.1,0.5,0.5
45,Ethan Pinnock,1,1,0.5,0.3,0.4,-,0.2,0.2
46,James Tarkowski,1,2,0.6,0.1,0.5,0.1,0.1,0.1
47,Raphinha,11,3,2.5,1.8,1.3,0.4,1,1
48,Richarlison,10,5,2.4,1.3,2.3,0.7,1.8,1.8
49,Philippe Coutinho,5,3,2.3,1.1,1.1,0.2,1.1,1.1
50,Jorginho,6,2,0.6,0.6,1.3,-,0.7,0.7
51,Rayan Aït-Nouri,1,2,0.6,1.8,0.9,0.1,1.2,1.2
52,Rúben Dias,2,4,0.6,0.1,0.3,0.1,0.1,0.1
53,Thomas Partey,2,1,1.8,1.5,0.7,-,0.7,0.7
54,Dwight McNeil,-,1,1.4,2.4,0.9,-,1.3,1.3
55,Wilfred Ndidi,-,-,0.7,0.6,1.2,0.1,0.8,0.8
56,Sergio Reguilón,2,3,0.8,0.7,0.9,-,0.5,0.5
57,Jamie Vardy,15,2,2.2,0.4,0.5,0.8,0.3,0.3
58,Marc Cucurella,1,1,0.5,0.8,0.9,0.1,0.4,0.4
59,Michail Antonio,10,8,2.3,1.4,1.4,0.4,2,2
60,Adama Traoré,1,-,1.2,4.2,1.3,0.5,1.5,1.5
61,Cristian Romero,1,-,0.3,0.4,0.7,0.1,0.2,0.2
62,Hakim Ziyech,4,3,2.3,1.2,1.3,0.2,1,1
63,Ben Mee,3,-,0.9,0.2,0.3,0.1,-,-
64,Aymeric Laporte,4,-,1.1,0.2,0.3,0.1,0.2,0.2
65,Aaron Wan-Bissaka,-,-,0.3,1.8,0.7,0.1,0.7,0.7
66,Matty Cash,4,3,1,0.9,1,0.1,0.8,0.8
67,Martin Ødegaard,7,4,1.5,0.7,0.6,0.1,1.3,1.3
68,Youri Tielemans,6,4,1.8,0.8,1.1,-,0.9,0.9
69,Ollie Watkins,11,2,2.2,1.1,1.1,0.5,1.5,1.5
70,Leandro Trossard,8,3,2.2,1.6,0.8,0.4,2.1,2.1
71,Scott McTominay,1,1,0.9,1.2,1.1,-,1.1,1.1
72,Alex Telles,-,4,0.5,0.6,0.4,-,0.5,0.5
73,Andreas Christensen,-,-,0.3,0.2,0.4,-,0.1,0.1
74,Nathan Collins,2,-,0.8,0.3,0.6,0.2,0.2,0.2
75,Emmanuel Dennis,10,6,1.8,2.1,1.2,0.4,1.9,1.9
76,Maximilian Kilman,1,-,0.4,0.6,0.4,-,0.2,0.2
77,Ruben Loftus-Cheek,-,2,0.8,1.8,1.7,0.1,1.4,1.4
78,Alisson Becker,-,1,-,-,0.1,-,-,-
79,Saïd Benrahma,8,6,2,1.2,0.5,0.3,0.9,0.9
80,Fred,4,4,0.5,0.8,1.1,-,0.9,0.9
81,Oriol Romeu,2,2,0.7,0.8,0.7,-,0.4,0.4
82,Hassane Kamara,1,-,0.3,0.8,0.8,-,0.3,0.3
83,Jordan Henderson,2,5,0.9,0.5,0.2,0.1,0.3,0.3
84,Davinson Sánchez,2,-,0.6,0.2,0.5,-,0.1,0.1
85,Josh Brownhill,2,3,0.8,0.4,0.6,-,0.5,0.5
86,Gabriel Martinelli,6,6,1.8,1.6,0.7,0.3,1.2,1.2
87,Diogo Dalot,-,-,0.5,0.7,0.2,-,0.3,0.3
88,Liam Cooper,-,1,0.3,0.1,0.4,0.1,-,-
89,Emerson Royal,1,1,0.5,0.5,1.4,0.1,0.6,0.6
90,Antonio Rüdiger,3,-,1.4,0.2,0.4,-,0.2,0.2
91,Kai Havertz,8,3,1.9,0.6,0.9,0.4,1.1,1.1
92,Roberto Firmino,5,4,1.5,0.9,0.3,0.2,1.3,1.3
93,Rúben Neves,4,2,1.3,0.8,0.4,-,0.5,0.5
94,James McArthur,-,3,0.4,1,1,0.1,0.7,0.7
95,Romain Saïss,2,-,0.6,0.2,0.5,0.1,0.2,0.2
96,Mohammed Salisu,-,-,0.7,0.4,0.2,0.1,0.3,0.3
97,Kyle Walker-Peters,1,2,0.8,2,1.5,0.1,1.3,1.3
98,Takehiro Tomiyasu,-,1,0.5,0.4,0.6,-,0.6,0.6
99,Romelu Lukaku,8,-,1.7,0.5,0.5,0.5,1,1
100,Joelinton,4,1,1.3,1.1,0.9,0.1,1.6,1.6
101,Nélson Semedo,-,1,0.8,1.6,1,0.2,1.1,1.1
102,Charlie Taylor,-,3,0.2,0.9,1.4,-,0.5,0.5
103,César Azpilicueta,1,2,0.4,0.6,0.2,0.1,0.4,0.4
104,José Sá,-,1,-,0.1,0.3,-,-,-
105,Nick Pope,-,-,-,-,0.1,-,-,-
106,Jan Bednarek,4,-,0.6,-,0.5,-,0.1,0.1
107,Lucas Moura,2,6,1,1.6,1.1,0.1,0.9,0.9
108,Pablo Fornals,6,3,1.2,0.6,0.8,0.2,0.8,0.8
109,David Raya,-,-,-,-,0.1,-,-,-
110,Joël Veltman,1,1,0.4,0.5,1.1,-,0.3,0.3
111,Hugo Lloris,-,-,-,-,0.1,-,-,-
112,Pascal Groß,2,4,0.8,0.3,0.2,0.1,0.5,0.5
113,Harvey Barnes,6,10,2.1,1,0.6,0.3,1.3,1.3
114,Naby Keïta,3,1,1.1,0.7,0.4,-,0.4,0.4
115,Raphaël Varane,1,1,0.4,0.1,0.3,-,-,-
116,Demarai Gray,5,4,1.9,1.6,0.9,0.1,1.1,1.1
117,Stuart Dallas,1,1,0.9,0.9,0.9,0.1,0.7,0.7
118,João Pedro,3,1,1.7,2.2,1.1,0.2,2.1,2.1
119,Daniel Podence,2,3,1.3,1.3,1,0.1,1.3,1.3
120,Ben White,-,-,0.4,0.3,0.8,-,0.3,0.3
121,Douglas Luiz,2,3,0.7,0.7,1.2,-,0.5,0.5
122,Ben Davies,1,1,0.6,0.2,0.6,0.2,0.3,0.3
123,Eric Dier,-,-,0.3,-,0.3,-,0.1,0.1
124,Jacob Ramsey,6,1,1,0.9,1.3,-,1.1,1.1
125,Kieran Tierney,1,3,0.7,0.4,0.7,-,0.4,0.4
126,Marc Guéhi,2,1,0.5,0.3,0.9,-,0.2,0.2
127,Pontus Jansson,3,1,0.6,0.1,0.2,0.1,0.1,0.1
128,Lukasz Fabianski,-,-,-,-,0.2,-,-,-
129,Tyrick Mitchell,-,2,0.1,0.4,0.4,0.1,0.7,0.7
130,Alexis Mac Allister,5,2,1.8,0.6,1.2,0.1,0.7,0.7
131,Aaron Cresswell,2,3,0.6,0.3,0.3,0.1,0.1,0.1
132,Emiliano Buendía,4,6,1.3,1.1,1.3,0.1,1.2,1.2
133,Gabriel Magalhães,5,-,0.8,0.1,1.1,-,0.1,0.1
134,Kurt Zouma,1,-,0.3,-,0.3,-,-,-
135,Luke Thomas,-,1,0.2,0.7,0.7,-,0.9,0.9
136,Emile Smith Rowe,10,2,1.2,1,0.6,0.1,0.8,0.8
137,Bryan Mbeumo,4,7,2.2,1.1,1.1,0.4,1.6,1.6
138,Çaglar Söyüncü,1,-,0.3,0.1,0.5,-,0.1,0.1
139,Kasper Schmeichel,-,-,-,-,0.1,-,-,-
140,Tyrone Mings,1,3,0.6,0.3,0.7,-,0.1,0.1
141,Alexandre Lacazette,4,7,1.5,0.6,1,0.2,1,1
142,Tino Livramento,1,1,0.4,1.1,1.3,-,0.7,0.7
143,Lewis Dunk,1,-,0.7,0.1,0.1,-,0.1,0.1
144,Kyle Walker,-,2,0.4,0.4,0.6,0.1,0.3,0.3
145,Kristoffer Ajer,1,3,0.3,0.5,0.7,-,0.3,0.3
146,Vitaly Janelt,4,-,1,0.4,0.8,0.1,0.4,0.4
147,Cheikhou Kouyaté,-,1,0.3,0.5,0.8,-,0.4,0.4
148,Grant Hanley,1,-,0.6,-,0.7,0.1,-,-
149,Abdoulaye Doucouré,2,4,1.1,0.7,0.5,-,0.7,0.7
150,Jeffrey Schlupp,4,1,1,1.1,0.7,-,1,1
151,Ché Adams,7,3,1.6,0.7,1.3,0.2,1.1,1.1
152,Michael Keane,3,2,0.6,0.2,0.2,-,0.1,0.1
153,Joel Ward,-,-,0.4,0.7,0.8,-,0.6,0.6
