,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
27,Erick Pulgar,Bologna,30, DMC,27(1),2363,6,2,6,1,1.2,83.9,1.6,3,7.11
28,Fabio Quagliarella,Sampdoria,41, FW,37,3211,26,8,1,-,3.8,69.1,0.7,6,7.11
29,Lucas Leiva,Lazio,37," D(C),M(C)",22(5),1988,-,2,7,-,0.6,87.9,1.6,2,7.11
30,Kevin Malcuit,Napoli,32," D(CR),M(R)",20(4),1806,-,2,3,-,0.5,85.9,0.8,1,7.11
31,Marcelo Brozovic,Inter,31, M(CR),31(1),2657,2,1,10,1,0.8,90.1,0.8,4,7.08
32,Paulo Dybala,Juventus,30," AM(CR),FW",24(6),2137,5,4,2,-,2.2,89.3,0.1,4,7.08
33,Alessio Cragno,Cagliari,29, GK,38,3420,-,-,1,-,-,61,0.4,8,7.07
34,Federico Fazio,Roma,37, D(C),31(3),2805,5,-,6,-,0.9,85.1,3.4,2,7.07
35,Germán Pezzella,Fiorentina,32, D(C),32,2852,2,1,6,-,0.8,85.9,3.8,1,7.06
36,Kalidou Koulibaly,Napoli,32, D(C),35,3134,2,2,10,1,0.5,88.7,2.2,2,7.06
37,Ivan Perisic,Inter,35," M(CLR),FW",30(4),2707,8,3,5,-,2.9,74.6,1.8,5,7.06
38,Steven Nzonzi,Roma,35, M(C),29(1),2619,1,2,7,-,0.7,87.7,3.4,1,7.06
39,Luis Alberto,Lazio,31," AM(CL),FW",25(2),2003,4,5,5,1,2.5,82,0.6,3,7.05
40,Christian Kouamé,Genoa,26," AM(LR),FW",33(5),3072,4,5,4,-,2.3,66,5.2,1,7.05
41,José Callejón,Napoli,37," M(LR),FW",29(5),2652,3,10,1,-,1.8,86.6,0.3,1,7.03
42,Joaquín Correa,Lazio,29," AM(CL),FW",18(16),1919,5,6,5,-,2.1,86.1,0.6,1,7.03
43,Miralem Pjanic,Juventus,34, M(C),27(4),2288,2,6,5,1,0.9,92.1,0.4,3,7.03
44,Remo Freuler,Atalanta,32, DMC,35,3030,2,6,4,-,0.9,88.2,1,-,7.02
45,Senad Lulic,Lazio,38," D(L),M(CL)",34(1),2930,4,1,5,-,0.8,78.1,1.3,1,7.02
46,Jasmin Kurtic,SPAL 2013,35, M(CL),29(1),2561,6,5,9,-,2.1,86.1,2.1,1,7.02
47,Juraj Kucka,Parma Calcio 1913,37, M(CLR),17(1),1536,4,3,4,1,1.4,69.5,4.2,1,7.01
48,Marten de Roon,Atalanta,33," D(C),DMC",34(1),2977,2,3,8,-,0.8,87.5,1.5,1,7.00
49,Lorenzo Pellegrini,Roma,27, M(CL),21(4),1828,2,3,6,-,1.8,80,0.8,2,7.00
50,Dennis Praet,Sampdoria,29, AM(CR),33(1),2896,2,3,6,-,1,87.3,0.6,1,6.99
51,Albin Ekdal,Sampdoria,34, M(C),30(2),2652,-,-,6,-,0.5,86.5,1.8,1,6.99
52,Piotr Zielinski,Napoli,29, M(CLR),33(3),2883,6,2,6,-,2.2,90,0.4,-,6.99
53,Krzysztof Piatek,AC Milan,28, FW,16(2),1379,9,-,-,-,2.3,77,1.6,1,6.99
54,Domenico Berardi,Sassuolo,29," AM(R),FW",32(3),2885,8,4,5,1,3.6,77,0.7,3,6.98
55,Federico Chiesa,Fiorentina,26," M(CLR),FW",34(3),3038,6,3,4,-,3.6,72.1,0.4,3,6.98
56,Giorgio Chiellini,Juventus,39, D(C),22(3),1990,1,1,3,-,0.5,84.9,2.1,-,6.98
57,Emre Can,Juventus,30," D(CLR),DMC",20(9),1807,4,1,7,-,1.1,87.1,1.3,1,6.98
58,Salvatore Sirigu,Torino,37, GK,36,3170,-,-,1,-,-,60.5,0.4,2,6.98
59,Tomás Rincón,Torino,36, M(CR),32(2),2804,3,1,15,-,1,78.9,2.4,1,6.97
60,Ismaël Bennacer,Empoli,26, M(C),32(5),2960,-,5,7,-,0.5,86.4,0.9,1,6.96
61,Jordan Veretout,Fiorentina,31, M(C),33,2944,5,3,12,1,1.2,81.8,0.9,3,6.96
62,Ciro Immobile,Lazio,34, FW,31(5),2858,15,6,6,-,3.4,77.4,0.5,3,6.96
63,Roberto Gagliardini,Inter,30, DMC,13(6),1085,5,-,4,-,1.3,87.4,1.9,2,6.96
64,Franck Kessié,AC Milan,27, M(C),34,3021,7,2,8,-,1.5,87,1.2,2,6.95
65,Francesco Acerbi,Lazio,36, D(C),37,3310,3,1,3,1,0.5,87,2.6,2,6.95
66,Timothy Castagne,Atalanta,28," D(CLR),M(LR)",21(7),2003,4,2,3,-,0.7,83.7,0.9,2,6.95
67,Nikola Milenkovic,Fiorentina,26, D(CR),34,3010,3,-,7,1,0.9,79.9,3.2,2,6.94
68,Nicolas Nkoulou,Torino,34, D(C),36,3215,2,-,6,1,0.2,89.8,2.3,2,6.94
69,Kwadwo Asamoah,Inter,35," D(L),M(CL)",30(2),2672,-,1,6,-,0.3,89,0.7,2,6.93
70,Samir,Udinese,29, D(CL),21,1800,2,-,7,-,0.4,81.6,2.9,-,6.93
71,Manuel Lazzari,SPAL 2013,30," D(R),M(R)",33,2842,-,8,7,-,1,82.1,0.3,2,6.93
72,Nicola Murru,Sampdoria,29," D(L),M(L)",34(1),2937,-,5,9,-,0.5,78.4,1.2,1,6.93
73,Federico Santander,Bologna,32, FW,23(9),2063,8,3,5,-,2.4,60.8,5.1,5,6.92
74,Rodrigo Palacio,Bologna,42," AM(CLR),FW",26(2),2335,3,6,6,-,1.6,77.3,1.4,-,6.92
75,Matteo Politano,Inter,30," AM(CLR),FW",31(5),2568,5,6,4,1,2.2,80.1,0.2,-,6.92
76,Cristiano Biraghi,Fiorentina,31," D(L),M(L)",36,3196,1,4,8,-,0.9,75.9,1.1,1,6.92
77,Rade Krunic,Empoli,30, M(CL),33,2784,5,7,7,1,1.6,80.8,1.5,2,6.91
78,Hans Hateboer,Atalanta,30," D(R),M(R)",33(2),2973,5,5,5,-,0.8,84.5,1.9,1,6.91
79,Stefano Sensi,Sassuolo,28, AM(C),23(5),1980,2,4,8,-,1.3,89.5,0.4,1,6.91
80,Milan Skriniar,Inter,29, D(C),35,3150,-,1,4,-,0.4,92.6,2,-,6.89
81,Alessandro Florenzi,Roma,33," D(LR),M(CLR)",24(5),2185,3,2,4,1,1.2,78.2,0.6,-,6.89
82,Danilo D'Ambrosio,Inter,35," D(CLR),M(LR)",29(1),2581,2,5,6,-,0.5,84.6,0.9,2,6.89
83,Radja Nainggolan,Inter,36, M(C),22(7),1972,6,3,3,-,2.4,84.3,0.6,1,6.89
84,Konstantinos Manolas,Roma,32, D(C),27,2328,1,1,6,-,0.5,87.9,2.5,-,6.89
85,Mattia De Sciglio,Juventus,31," D(CLR),M(LR)",19(3),1742,-,1,2,-,0.3,82.8,1.4,-,6.89
86,Soualiho Meïté,Torino,30, M(C),30(5),2663,2,4,7,1,0.9,82.2,2.4,1,6.88
87,Juan Musso,Udinese,29, GK,29,2610,-,-,4,-,-,56.1,0.5,4,6.88
88,Gervinho,Parma Calcio 1913,36," M(LR),FW",27(3),2310,11,2,3,-,1.5,82.1,-,3,6.88
89,Daniele Baselli,Torino,32, M(C),27(7),2390,4,1,5,-,1.2,80.2,0.7,-,6.88
90,Ola Aina,Torino,27," D(CLR),M(LR)",22(8),2160,1,3,5,1,0.8,78.2,1.4,2,6.88
91,Luis Muriel,Fiorentina,33," AM(CL),FW",16(3),1444,6,-,1,-,2.4,62.4,0.8,1,6.87
92,Riccardo Orsolini,Bologna,27," M(CR),FW",19(16),1957,8,5,2,-,1.9,69.4,1.2,2,6.87
93,Vitor Hugo,Fiorentina,32, D(C),27(3),2469,-,2,7,1,0.5,87,2.5,1,6.87
94,Gianluca Mancini,Atalanta,28," D(C),DMC",25(5),2252,5,2,5,-,1.3,82.8,2.4,-,6.86
95,Riccardo Gagliolo,Parma Calcio 1913,34, D(CL),34,3046,-,2,7,-,0.6,76.1,1.3,1,6.86
96,Ignacio Pussetto,Udinese,28," AM(CLR),FW",24(11),2182,4,4,8,-,1.6,69.3,2.7,3,6.86
97,Alessio Romagnoli,AC Milan,29, D(CL),32,2849,2,-,6,1,0.3,91.2,2.3,1,6.86
98,Luigi Sepe,Parma Calcio 1913,32, GK,37,3330,-,-,1,-,-,59.3,0.4,3,6.85
99,Juan Cuadrado,Juventus,35," D(R),M(CLR),FW",14(4),1224,1,2,4,-,0.9,88.1,0.5,2,6.85
100,Berat Djimsiti,Atalanta,31, D(C),20(4),1805,1,2,3,-,0.4,90.8,2.1,-,6.85
101,Blaise Matuidi,Juventus,37, M(CL),29(2),2428,3,2,5,-,0.6,87.6,0.8,-,6.85
102,Stefan de Vrij,Inter,32, D(C),28,2520,2,-,2,-,0.6,91.6,1.9,-,6.85
103,Gianluigi Donnarumma,AC Milan,25, GK,36,3092,-,-,4,-,-,80.1,0.3,4,6.85
104,Lorenzo Tonelli,Sampdoria,34, D(C),17(2),1653,1,-,6,-,0.4,88.8,2.2,1,6.85
105,Marco Parolo,Lazio,39, M(C),28(6),2562,4,3,7,-,1.8,78.1,1.9,-,6.85
106,Ricardo Rodríguez,AC Milan,31," D(CL),M(L)",35,3052,-,3,5,-,0.8,87.1,1.2,-,6.84
107,Mauro Icardi,Inter,31, FW,24(5),2270,11,4,-,-,2.5,71.1,1.6,2,6.84
108,Rodrigo Bentancur,Juventus,26, M(C),21(10),1996,2,3,7,1,0.6,87.2,1.1,1,6.84
109,Wojciech Szczesny,Juventus,34, GK,28,2520,-,-,-,-,-,79.2,0.1,-,6.84
110,José Palomino,Atalanta,34, D(C),25(5),2262,1,1,5,1,0.3,88.3,2,-,6.84
111,Joachim Andersen,Sampdoria,27, D(C),32,2880,-,1,7,-,0.4,88.8,2.3,-,6.84
112,Davide Calabria,AC Milan,27," D(LR),M(R)",22(4),1954,1,1,5,-,0.4,83.1,0.5,-,6.84
113,Thiago Cionek,SPAL 2013,38, D(CR),29(2),2548,-,3,12,2,0.5,80.9,2,1,6.83
114,Iago Falque,Torino,34," AM(CLR),FW",19(7),1618,6,4,1,-,2.2,83.1,0.2,1,6.83
115,Grégoire Defrel,Sampdoria,32," AM(CR),FW",26(10),2343,11,3,2,-,1.3,84.4,0.6,3,6.82
116,Danilo,Bologna,39, D(C),35,3081,1,-,4,-,0.3,77.2,2.9,-,6.82
117,Cristian Romero,Genoa,26, D(C),27,2339,2,2,10,2,0.7,81,2.3,1,6.81
118,Raúl Albiol,Napoli,38, D(C),19(1),1712,1,-,4,-,0.2,89.4,2.4,-,6.81
119,Andrea Petagna,SPAL 2013,28, FW,35(1),3043,16,1,8,-,2.5,79.6,1.1,1,6.81
120,Bryan Cristante,Roma,29," D(C),M(C)",26(9),2421,4,3,10,-,1.2,82.2,1.9,1,6.81
121,Rafael Tolói,Atalanta,33, D(C),20(1),1748,1,3,1,1,1.2,85.1,1.3,-,6.81
122,Mohamed Fares,SPAL 2013,28," D(L),M(L)",32(3),2947,3,-,12,-,1.6,78.4,1.2,3,6.81
123,Leonardo Bonucci,Juventus,37, D(C),27(2),2471,3,-,2,-,0.5,86.6,1.7,-,6.80
124,Jérémie Boga,Sassuolo,27," AM(CLR),FW",14(11),1440,3,1,-,-,1.1,87,0.1,-,6.80
125,Daniele De Rossi,Roma,40," D(C),M(C)",15(3),1273,1,2,3,-,0.3,87.5,0.5,-,6.80
126,Karol Linetty,Sampdoria,29, M(CLR),30(2),2519,3,3,11,-,1.1,84.1,0.7,-,6.79
127,Simone Missiroli,SPAL 2013,37, M(C),33(1),2750,-,-,9,-,0.4,82.9,2.1,1,6.78
128,Pol Lirola,Sassuolo,26," D(CR),M(LR)",32(3),2976,2,6,2,-,0.5,78.8,0.5,-,6.78
129,Samir Handanovic,Inter,39, GK,38,3420,-,-,-,-,-,80.9,0.2,-,6.78
130,Roberto Inglese,Parma Calcio 1913,32, FW,23(2),1968,9,1,3,-,1.9,67.5,2.4,1,6.78
131,Kevin Bonifazi,SPAL 2013,27, D(C),26(1),2303,2,1,2,-,0.4,87.6,1.6,2,6.78
132,Manuel Locatelli,Sassuolo,26, M(C),21(8),1851,2,4,7,-,1.1,87.3,0.8,1,6.77
133,Gianluca Caprari,Sampdoria,30," AM(CLR),FW",12(9),1034,6,2,1,-,1.4,82.2,-,2,6.76
134,Thomas Strakosha,Lazio,29, GK,35,3150,-,-,4,-,-,64.9,0.3,3,6.76
135,Luca Cigarini,Cagliari,37, M(C),20(5),1688,-,1,9,-,0.8,80,0.6,-,6.76
136,Gastón Ramírez,Sampdoria,33," AM(CLR),FW",19(8),1587,4,4,6,1,1,78.8,1.1,2,6.76
137,Mattia Bani,Chievo,30, D(C),29(1),2612,-,-,7,1,0.4,81,3.1,2,6.76
138,Matías Vecino,Inter,32, M(C),23(7),2017,3,1,8,-,1.5,82.4,1.8,1,6.75
139,Giovanni Di Lorenzo,Empoli,30," D(CLR),M(R)",37,3330,5,3,8,-,0.6,80.1,1,2,6.75
140,Omar Colley,Sampdoria,31, D(C),21,1765,-,-,-,1,0.3,88,2.4,-,6.74
141,Nicolò Barella,Cagliari,27, AM(C),35,3112,1,3,8,2,1.5,81.8,0.6,1,6.73
142,Rolando Mandragora,Udinese,26, DMC,33(2),2921,3,2,8,1,1.3,84.4,1.5,-,6.73
143,Mateo Musacchio,AC Milan,33, D(C),29,2610,1,-,2,-,0.4,90,1,-,6.73
144,Francesco Vicari,SPAL 2013,29, D(C),26(2),2339,2,1,6,-,0.3,88.3,1.8,1,6.72
145,Darijo Srna,Cagliari,42, D(R),24(2),2090,-,4,6,1,0.4,81.2,1.3,-,6.72
146,Elseid Hysaj,Napoli,30," D(LR),M(R)",24(3),2109,-,2,4,-,0.5,86,1.1,-,6.72
147,Gian Marco Ferrari,Sassuolo,31, D(C),31,2790,4,-,9,-,0.7,86.7,2,1,6.72
148,Bruno Alves,Parma Calcio 1913,42, D(C),33,2924,4,1,8,1,0.5,78.9,3.2,2,6.72
149,Valon Behrami,Udinese,39, M(C),17(2),1368,1,-,6,-,0.5,82.1,1.3,1,6.72
150,Stefan Radu,Lazio,37, D(CL),28,2254,-,1,5,-,0.3,85.6,1.3,-,6.72
151,Ibrahima Mbaye,Bologna,29," D(LR),M(LR)",22(1),2009,2,-,5,-,0.6,78.5,1.6,-,6.72
152,Francesco Caputo,Empoli,36, FW,38,3420,16,3,3,-,2.5,77.2,0.7,1,6.71
153,Marco Sportiello,Frosinone,31, GK,35,3150,-,-,5,-,-,62.1,0.2,3,6.71
154,Andrea Consigli,Sassuolo,37, GK,36,3214,-,-,2,1,-,69.5,0.3,3,6.71
155,Camillo Ciano,Frosinone,34," AM(C),FW",28(5),2463,7,4,12,-,2.3,73,0.7,2,6.71
156,Davide Biraschi,Genoa,29," D(CR),M(R)",32(2),2844,-,-,3,1,0.3,68.2,1.8,3,6.70
157,Lorenzo De Silvestri,Torino,35," D(R),M(R)",30(2),2427,2,4,2,-,0.9,68,2.4,-,6.70
158,Nicolò Zaniolo,Roma,24," AM(CLR),FW",20(7),1772,4,2,8,-,1.8,81.3,0.5,-,6.70
159,Miha Zajc,Empoli,29," M(C),FW",12(8),1165,3,2,1,1,2.8,82.9,0.4,-,6.70
160,João Mário,Inter,31, M(CLR),12(8),1081,1,2,2,-,0.8,84.9,0.3,1,6.70
161,Lukasz Skorupski,Bologna,33, GK,38,3420,-,-,1,-,-,63.6,0.4,2,6.69
162,Seko Fofana,Udinese,28, M(C),31,2646,2,4,5,-,1.9,85.2,0.5,-,6.69
163,Stefano Sorrentino,Chievo,45, GK,31,2789,-,-,2,-,-,62.6,0.1,1,6.69
164,Bartosz Bereszynski,Sampdoria,31," D(CLR),M(R)",24(3),2199,-,2,5,1,0.3,83.8,0.6,-,6.69
165,Mário Rui,Napoli,32," D(L),M(L)",17(3),1419,1,1,4,1,1.1,84.5,0.2,1,6.69
166,Gerson,Fiorentina,26, M(CLR),27(9),2435,3,3,8,-,1.1,82.5,1,-,6.69
167,Cengiz Ünder,Roma,26, M(CLR),17(9),1378,3,7,1,-,1.5,77.9,0.2,1,6.69
168,William Troost-Ekong,Udinese,30, D(C),35,3067,-,-,4,-,0.2,81.5,2.9,-,6.68
169,Federico Bernardeschi,Juventus,30," M(CLR),FW",14(14),1476,2,3,5,1,1.9,83.1,0.3,-,6.68
170,Milan Badelj,Lazio,35, M(C),14(9),1143,1,-,6,-,0.6,86.1,0.7,4,6.68
171,Felipe Caicedo,Lazio,35, FW,17(11),1378,8,2,4,-,1.5,75.6,0.9,1,6.68
172,Darko Lazovic,Genoa,33, M(CLR),30(3),2550,3,4,2,-,1.2,74.4,0.5,1,6.68
173,Jacopo Sala,Sampdoria,32," D(LR),M(CR)",16(5),1517,-,1,5,-,0.4,85.3,0.5,-,6.67
174,Bram Nuytinck,Udinese,34, D(C),24(3),2128,-,-,4,1,0.2,81.7,1.4,1,6.67
175,Hamed Traorè,Empoli,24, AM(CLR),26(6),2269,2,2,4,-,1.4,79.2,0.5,1,6.67
176,Justin Kluivert,Roma,25," AM(CLR),FW",14(15),1341,1,6,2,-,0.7,83.4,0.3,-,6.66
177,Alfred Duncan,Sassuolo,31, DMC,21(5),1852,4,4,7,1,1,81.6,0.6,-,6.66
178,Bartosz Salamon,Frosinone,33, D(C),19(1),1724,-,-,3,-,0.6,82.1,2.3,1,6.65
179,JP Galvão,Cagliari,32," AM(CLR),FW",30(4),2571,7,2,4,1,1.8,74.5,2.1,1,6.65
180,Riccardo Meggiorini,Chievo,38, FW,18(6),1550,3,1,6,-,1.4,64.7,4,1,6.65
181,Giovanni Simeone,Fiorentina,28," AM(R),FW",27(9),2459,6,3,2,-,1.8,68.7,1.1,1,6.64
182,Arturo Calabresi,Bologna,28, D(CR),16(2),1414,1,-,8,-,0.1,79.9,0.9,-,6.64
183,Marlon,Sassuolo,28, D(C),18,1511,1,-,3,1,0.3,93.6,1.2,1,6.64
184,Mehdi Bourabia,Sassuolo,32, M(C),21(11),2009,1,-,7,1,1.1,83.7,1.5,2,6.64
185,Alban Lafont,Fiorentina,25, GK,34,3016,-,-,2,-,-,62.6,0.2,1,6.64
186,Lautaro Martínez,Inter,26, FW,13(14),1337,6,2,4,-,2.4,70.8,1.3,-,6.64
187,Artur Ionita,Cagliari,33, M(CR),34(3),2979,3,2,4,1,1,83.3,2.5,1,6.64
188,Marco D'Alessandro,Udinese,33, M(LR),16(8),1497,-,2,3,-,0.5,73.9,0.2,-,6.63
189,Luca Ceppitelli,Cagliari,34, D(C),24,2054,1,1,6,2,0.6,82.9,2.5,-,6.63
190,Emiliano Moretti,Torino,42, D(CL),22(2),2010,-,-,5,-,-,85.6,1.6,-,6.63
191,Andrei Radu,Genoa,26, GK,33,2970,-,-,-,-,-,44.2,0.5,-,6.63
192,Adam Marusic,Lazio,31," D(CLR),M(LR)",24(2),2114,1,1,2,1,0.6,83.9,1.2,-,6.63
193,Emil Audero,Sampdoria,27, GK,36,3240,-,-,4,-,-,70.9,0.3,-,6.63
194,Lorenzo Ariaudo,Frosinone,34, D(C),19,1684,-,-,2,-,0.3,83,2.7,-,6.62
195,Antonino Barillà,Parma Calcio 1913,36, M(C),30(1),2623,3,2,10,-,0.6,73,0.8,1,6.62
196,Edoardo Goldaniga,Frosinone,30, D(CR),29,2610,1,1,6,-,0.4,75.3,2.3,1,6.62
197,Ignazio Abate,AC Milan,37," D(R),M(R)",15(4),1306,-,-,4,-,0.1,83.7,0.7,-,6.62
198,Rogério,Sassuolo,26," D(L),M(L)",29(4),2670,1,2,9,1,0.4,82.5,0.8,1,6.61
199,Paolo Faragò,Cagliari,31," D(R),DMC,M(R)",17(9),1697,1,1,7,1,0.8,76.5,1.9,-,6.61
200,Blerim Dzemaili,Bologna,38, M(C),20(8),1750,1,1,4,-,1.5,79.2,0.7,-,6.61
201,Fabio Borini,AC Milan,33," M(CLR),FW",10(10),1049,2,2,3,-,1.5,71.8,1.2,-,6.60
202,Alex Berenguer,Torino,28," D(LR),M(CLR),FW",15(16),1479,2,3,4,-,0.7,77.1,0.5,-,6.60
203,Luca Siligardi,Parma Calcio 1913,36," AM(LR),FW",19(10),1645,1,2,2,-,1.3,69.6,0.5,1,6.60
204,Andrea Masiello,Atalanta,38, D(CR),22(2),1842,-,2,5,-,0.3,87.6,1.4,1,6.60
205,Andrea Beghetto,Frosinone,29, M(L),25(2),2227,-,3,3,-,0.9,67.8,0.2,-,6.60
206,Marco Benassi,Fiorentina,29, M(CR),29(3),2296,7,1,6,1,1.8,76.9,0.4,1,6.60
207,Manolo Gabbiadini,Sampdoria,32," AM(CLR),FW",8(10),807,4,2,5,-,1.7,77.2,0.8,-,6.60
208,Raffaele Maiello,Frosinone,32, M(C),22(7),2046,-,-,4,-,0.3,81.9,0.4,-,6.59
209,Pasquale Schiattarella,SPAL 2013,36," DMC,M(R)",20(8),1843,-,4,10,-,0.5,86.8,0.7,-,6.59
210,Felipe,SPAL 2013,39, D(CL),27(3),2364,3,2,13,-,0.5,86.7,1.7,-,6.59
211,Marco Capuano,Frosinone,32, D(CL),27,2313,-,-,4,1,0.3,83.6,2.3,1,6.58
212,Andrea Poli,Bologna,34, M(CL),23(7),1947,4,1,5,-,1,89,0.3,-,6.58
213,Patrik Schick,Roma,28," AM(R),FW",15(9),1315,3,-,4,-,1.4,74.7,2.1,1,6.58
214,Matías Silvestre,Empoli,39, D(C),34,3060,2,-,6,-,0.3,84.4,2.7,-,6.58
215,Keita Baldé,Inter,29," AM(LR),FW",8(16),884,5,2,1,1,1.3,85.2,0.2,1,6.58
216,Mehdi Léris,Chievo,25, M(CLR),18(5),1613,-,2,5,-,1.3,78.1,1.5,1,6.58
217,Luca Rigoni,Parma Calcio 1913,39, M(CR),20(3),1764,2,1,5,-,0.7,80,0.8,-,6.57
218,Andrea Pinamonti,Frosinone,24, FW,17(10),1622,5,3,2,-,2.2,72.8,2.3,1,6.57
219,Mario Pasalic,Atalanta,29," M(CLR),FW",17(16),1619,5,3,1,-,1.1,83,1.4,-,6.57
220,Mitchell Dijks,Bologna,31," D(CL),M(L)",23(2),2027,1,-,5,1,0.4,76.2,1.8,-,6.57
221,Luca Rossettini,Chievo,38, D(CR),20(1),1822,-,-,5,-,0.2,85.2,1.9,-,6.57
222,Pierluigi Gollini,Atalanta,29, GK,20,1800,-,-,1,-,-,66.1,0.2,1,6.57
223,Filip Helander,Bologna,31, D(C),19(1),1712,-,-,6,-,0.5,79.5,2.6,-,6.56
224,Simone Iacoponi,Parma Calcio 1913,37, D(CR),38,3350,-,-,4,-,0.3,72.8,1.5,-,6.56
225,Kevin Lasagna,Udinese,31," AM(CL),FW",26(10),2451,6,2,2,-,1.8,69.9,2.4,-,6.55
226,Fabio Pisacane,Cagliari,38, D(CLR),24(3),2266,1,1,6,-,0.3,83.9,1.8,-,6.55
227,Ervin Zukanovic,Genoa,37, D(CL),22(3),1960,-,-,5,-,0.8,85,2.1,-,6.55
228,Ivan Radovanovic,Chievo,35," D(C),DMC",19,1707,-,-,6,-,1.6,85.7,1.4,-,6.54
229,Robin Olsen,Roma,34, GK,27,2430,-,-,2,-,-,71.3,0.3,-,6.54
230,Jens Stryger Larsen,Udinese,33," D(CLR),M(LR)",36,3236,1,4,6,-,0.4,79.6,0.8,-,6.54
231,Leo Stulac,Parma Calcio 1913,29, M(C),17(9),1451,-,2,3,1,0.8,85.8,0.5,1,6.54
232,Alessandro Bastoni,Parma Calcio 1913,25, D(C),18(6),1686,1,-,2,-,0.1,81.5,1.6,2,6.54
233,Juan Jesus,Roma,32, D(CL),15(5),1400,1,-,4,-,0.1,92,1.2,-,6.53
234,Khouma Babacar,Sassuolo,31," AM(R),FW",16(13),1490,7,2,-,-,2.1,81.8,1.1,1,6.53
235,Adam Ounas,Napoli,27," AM(CLR),FW",6(12),534,3,-,-,-,1.2,83.4,0.2,1,6.53
236,Daniel Bessa,Genoa,31, AM(C),25(9),2444,1,3,8,-,0.9,84.3,0.4,-,6.53
237,Filippo Romagna,Cagliari,26, D(C),16(2),1473,-,-,2,-,0.3,88.4,1.9,-,6.52
238,Pawel Jaroszynski,Chievo,29," D(L),M(L)",15(4),1350,-,-,2,-,0.3,72,1.2,-,6.52
239,Federico Barba,Chievo,30, D(CL),29(1),2489,-,-,5,2,0.3,80.6,1.8,-,6.52
240,Rahman Chibsah,Frosinone,31, DMC,30(2),2626,1,-,5,-,1,82.5,0.6,-,6.52
241,Edimilson Fernandes,Fiorentina,28," D(CR),M(CR)",23(6),1975,2,-,8,1,0.7,85.8,0.7,1,6.50
