,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
203,Luka Jovic,Fiorentina,26, FW,16(15),1529,6,3,3,-,1.8,77.5,0.9,2,6.53
204,Nicolò Fagioli,Juventus,23, M(C),17(9),1523,3,3,3,-,0.5,85.5,-,-,6.53
205,Mehdi Bourabia,Spezia,32, M(C),36(1),2796,1,3,3,-,0.9,79.9,0.6,-,6.52
206,Tommaso Augello,Sampdoria,29," D(L),M(L)",35(2),3068,2,5,3,-,0.3,77.5,1,-,6.52
207,Soualiho Meïté,Cremonese,30, M(C),28(3),2372,-,2,5,-,0.5,85,0.9,1,6.52
208,Valentino Lazaro,Torino,28," D(R),M(CLR)",15(8),1377,-,3,4,-,0.3,78.1,0.6,2,6.52
209,Mario Pasalic,Atalanta,29," M(CLR),FW",24(8),1789,5,2,3,-,1,80.9,1.2,1,6.52
210,Andrea Petagna,Monza,28, FW,19(12),1671,4,5,2,-,1.2,74.3,1.3,1,6.51
211,Pietro Terracciano,Fiorentina,34, GK,29,2610,-,-,1,-,-,73.5,0.2,1,6.51
212,Arkadiusz Reca,Spezia,28," D(L),M(L)",24(6),2171,1,1,5,-,0.7,71.5,0.6,-,6.51
213,Alberto Grassi,Empoli,29, DMC,14(11),1193,-,-,3,-,0.4,81.3,1,1,6.51
214,Matteo Bianchetti,Cremonese,31, D(C),22(3),2130,1,-,5,-,0.3,78.3,2.5,-,6.51
215,Maxime Lopez,Sassuolo,26, M(CR),25(5),2297,-,-,11,-,0.5,89.1,0.1,-,6.51
216,Duván Zapata,Atalanta,33, FW,16(9),1393,2,2,1,-,1.6,72.3,1.7,-,6.51
217,Joakim Mæhle,Atalanta,26," D(LR),M(LR)",25(9),2214,3,3,5,1,0.8,81.6,0.1,-,6.50
218,Emanuel Aiwu,Cremonese,23, D(CR),17(6),1653,-,-,3,-,0.1,82,1.2,1,6.50
219,Luis Muriel,Atalanta,33," AM(CL),FW",10(19),1071,3,3,-,2,1.2,72,0.4,2,6.50
220,Giangiacomo Magnani,Verona,28, D(C),19(5),1535,-,1,7,1,0.3,74.2,1.4,1,6.50
221,Koffi Djidji,Torino,31, D(CL),26(8),2422,1,-,3,-,0.2,87.4,1.4,1,6.50
222,Gianluca Caprari,Monza,30," AM(CLR),FW",32(5),2466,5,2,7,-,1.4,83.2,0.2,1,6.50
223,Josh Doig,Verona,21," D(CL),M(L)",15(7),1359,2,3,1,-,0.8,69.9,0.7,-,6.50
224,Nemanja Radonjic,Torino,28," M(CLR),FW",16(12),1458,2,2,1,-,1.9,71.8,0.3,4,6.49
225,Adama Soumaoro,Bologna,31, D(CR),22(1),1873,-,-,3,1,0.1,93.3,1.3,-,6.49
226,Bruno Amione,Sampdoria,22, D(C),25(1),2093,1,1,8,1,0.5,80.1,2.7,-,6.49
227,Grigoris Kastanos,Salernitana,26, M(CR),13(15),1280,2,1,4,-,1.1,77.7,0.8,-,6.49
228,Roberto Soriano,Bologna,33, AM(CLR),15(12),1326,1,3,1,-,0.5,81.1,0.4,-,6.48
229,Zeki Çelik,Roma,27," D(R),M(R)",16(8),1503,-,1,5,1,0.2,76.4,0.5,-,6.48
230,Federico Ceccherini,Verona,31, D(C),18(4),1431,2,-,9,1,0.3,77.6,1.4,1,6.48
231,Mërgim Vojvoda,Torino,29," D(CR),M(LR)",18(11),1717,-,5,3,-,0.8,78.8,0.3,-,6.48
232,Luca Caldirola,Monza,33, D(CL),27(4),2360,2,-,5,-,0.3,88.3,1.1,-,6.48
233,Riccardo Saponara,Fiorentina,32, AM(CLR),14(15),1207,4,3,4,-,1.3,75.7,0.3,2,6.47
234,Emanuele Valeri,Cremonese,25," D(L),M(L)",31(6),2791,2,3,3,-,1.1,66,0.4,-,6.47
235,Igor Julio,Fiorentina,26," D(CL),M(L)",23(4),2060,-,-,8,1,0.3,88,1.4,-,6.47
236,Kingsley Ehizibue,Udinese,28," D(R),M(R)",16(11),1534,2,-,7,-,0.5,75.5,0.6,1,6.47
237,Tonny Vilhena,Salernitana,29," D(L),M(CL)",27(6),2275,4,1,5,-,0.9,79.7,0.3,-,6.46
